Date,PositiveReturn,PredictedValue,PredictedMinusActual,EquityPriceLevel,EquityPriceReturns,BAMLH0A0HYM2,BAMLC0A0CM,BAMLC0A4CBBB,BAMLH0A1HYBB,BAMLH0A3HYC,Equity_Position,Strategy_Cum_Rtn,Equity_Cum_Rtn
2019-02-12,1,1,0,261.5164185,0.012859414,-0.014869888,0.006369427,0.005,-0.019283747,-0.012578616,0.012859414,1.0415122612753687,1.0584737973958893
2019-02-13,1,0,-1,262.3654785,0.00324668,0.005660377,0.006329114,0.004975124,0.011235955,0.004549591,0.0,1.0415122612753687,1.0619103231044185
2019-02-14,0,1,1,261.7835388,-0.00221805,0.003752345,0.006289308,0.004950495,0.002777778,0.002717391,-0.00221805,1.0392021350042469,1.0595549529122568
2019-02-15,1,1,0,264.6362305,0.010897139,0.01682243,0.01875,0.014778325,0.027700831,0.008130081,0.010897139,1.0505264651184847,1.0711010705122799
2019-02-19,1,0,-1,265.0942993,0.001730938,-0.071691176,-0.006134969,-0.004854369,-0.083557951,-0.059139785,0.0,1.0505264651184847,1.0729550800570702
2019-02-20,1,0,-1,265.6285095,0.00201517,-0.043564356,-0.012345679,-0.009756098,-0.055882353,-0.027619048,0.0,1.0505264651184847,1.0751172669457487
2019-02-21,0,0,0,264.6839905,-0.003555789,-0.037267081,-0.0125,-0.009852217,-0.049844237,-0.028403526,-0.0,1.0505264651184847,1.071294376794233
2019-02-22,1,1,0,266.3249817,0.006199813,-0.027956989,-0.012658228,-0.019900498,-0.032786885,-0.016129032,0.006199813,1.0570395327537703,1.0779362015983087
2019-02-25,1,1,0,266.687561,0.001361417,0.004424779,-0.006410256,0.0,0.0,0.00102459,0.001361417,1.0584786043433334,1.0794037222680801
2019-02-26,0,0,0,266.4967346,-0.000715543,0.002202643,-0.006451613,-0.005076142,0.003389831,0.0,-0.0,1.0584786043433334,1.0786313624904373
2019-02-27,0,1,1,266.3822327,-0.000429656,0.010989011,0.0,0.0,0.010135135,0.005117707,-0.000429656,1.0580238226601058,1.0781679220537552
2019-02-28,0,1,1,265.8861084,-0.001862453,-0.010869565,0.0,0.0,-0.013377926,-0.00509165,-0.001862453,1.056053303017521,1.0761598849728224
2019-03-01,1,1,0,267.5462341,0.006243747,-0.024175824,-0.012987013,-0.015306122,-0.033898305,-0.015353122,0.006243747,1.0626470326600768,1.0828791550261418
2019-03-04,0,0,0,266.5730591,-0.003637409,-0.009009009,-0.013157895,-0.010362694,-0.01754386,-0.005197505,-0.0,1.0626470326600768,1.0789402806417374
2019-03-05,0,0,0,266.2105408,-0.001359921,-0.029545455,-0.026666667,-0.015706806,-0.032142857,-0.018808777,-0.0,1.0626470326600768,1.0774730070963467
2019-03-06,0,1,1,264.598114,-0.006056961,0.032786885,0.0,-0.005319149,0.033210332,0.02342918,-0.006056961,1.056210621026489,1.0709467951138114
2019-03-07,0,1,1,262.3846436,-0.008365405,-0.004535147,-0.01369863,-0.010695187,-0.003571429,-0.001040583,-0.008365405,1.0473749914163009,1.0619878914392322
2019-03-08,0,0,0,261.8598938,-0.001999926,0.013667426,-0.006944444,-0.005405405,0.014336918,0.007291667,-0.0,1.0473749914163009,1.0598639942434578
2019-03-11,1,1,0,265.657135,0.014501042,-0.024719101,-0.020979021,-0.010869565,-0.038869258,-0.011375388,0.014501042,1.0625630201565783,1.07523312653827
2019-03-12,1,0,-1,266.658905,0.003770913,0.016129032,0.0,-0.005494505,0.018382353,0.012552301,0.0,1.0625630201565783,1.079287737113164
2019-03-13,1,0,-1,268.4240417,0.006619455,-0.002267574,-0.007142857,0.0,-0.003610108,0.003099174,0.0,1.0625630201565783,1.0864320337210365
2019-03-14,0,1,1,268.2522888,-0.000639857,-0.009090909,0.0,0.0,-0.007246377,-0.007209063,-0.000639857,1.06188313177019,1.0857368725792358
2019-03-15,1,1,0,269.5776062,0.004940563,0.002293578,-0.007194245,-0.011049724,0.003649635,0.001037344,0.004940563,1.0671294322813378,1.0911010239996364
2019-03-18,1,1,0,270.5550232,0.003625735,-0.018306636,-0.014492754,-0.016759777,-0.029090909,-0.010362694,0.003625735,1.0709985608134904,1.0950570671708877
2019-03-19,1,0,-1,270.6221313,0.000248039,-0.009324009,-0.014705882,-0.011363636,-0.014981273,-0.004188482,0.0,1.0709985608134904,1.0953286840307717
2019-03-20,0,0,0,269.8075256,-0.003010122,-0.023529412,-0.007462687,-0.011494253,-0.034220532,-0.012618297,-0.0,1.0709985608134904,1.0920316110617396
2019-03-21,1,1,0,272.85495,0.011294809,-0.004819277,-0.007518797,-0.005813953,-0.007874016,-0.008519702,0.011294809,1.0830952849971538,1.1043658995306442
2019-03-22,0,1,1,267.6035156,-0.019246249,0.03874092,0.015151515,0.01754386,0.05952381,0.021482277,-0.019246249,1.0622497634513726,1.0831109984411684
2019-03-25,0,1,1,267.4023132,-0.000751868,0.006993007,0.0,0.0,0.007490637,0.003154574,-0.000751868,1.0614510918462259,1.0822966419409925
2019-03-26,1,1,0,269.3955383,0.007454031,-0.009259259,0.0,0.0,-0.011152416,-0.004192872,0.007454031,1.0693631811898314,1.0903641146612166
2019-03-27,0,0,0,267.9868164,-0.005229195,-0.025700935,-0.007462687,-0.005747126,-0.037593985,-0.015789474,-0.0,1.0693631811898314,1.0846623880846509
2019-03-28,1,0,-1,269.0025635,0.003790288,-0.011990408,-0.007518797,-0.005780347,-0.0234375,-0.00855615,0.0,1.0693631811898314,1.0887735709182595
2019-03-29,1,0,-1,270.6988525,0.006305847,0.012135922,0.007575758,0.005813953,0.02,0.007551241,0.0,1.0693631811898314,1.0956392104741137
2019-04-01,1,1,0,273.9090271,0.011858841,-0.011990408,-0.007518797,-0.005780347,-0.015686275,-0.00856531,0.011858841,1.0820445891268158,1.1086322216644917
2019-04-02,1,0,-1,274.0432739,0.000490115,-0.002427184,0.0,0.0,0.0,0.006479482,0.0,1.0820445891268158,1.1091755789458129
2019-04-03,1,1,0,274.4744873,0.001573523,-0.00729927,0.0,0.0,-0.011952191,-0.00751073,0.001573523,1.0837472111748323,1.1109208922303224
2019-04-04,1,1,0,275.2027588,0.00265333,-0.009803922,0.0,-0.005813953,-0.008064516,-0.008648649,0.00265333,1.0866227501626589,1.113868531961304
2019-04-05,1,1,0,276.5348206,0.004840292,0.002475248,0.0,0.0,0.008130081,0.00436205,0.004840292,1.091882321567289,1.1192599809056079
2019-04-08,1,0,-1,276.7456665,0.000762457,-0.012345679,-0.007575758,-0.005847953,-0.024193548,-0.005428882,0.0,1.091882321567289,1.1201133685128692
2019-04-09,0,0,0,275.3273621,-0.005124938,0.0025,0.0,0.0,0.008264463,-0.002183406,-0.0,1.091882321567289,1.1143728569462696
2019-04-10,1,0,-1,276.26651,0.003411023,-0.017456359,-0.007633588,-0.005882353,-0.020491803,-0.014223195,0.0,1.091882321567289,1.118174008391889
2019-04-11,0,1,1,276.1898193,-0.000277597,-0.005076142,-0.007692308,-0.00591716,0.0,0.0,-0.000277597,1.091579218310469,1.1178636066416814
2019-04-12,1,0,-1,278.0584717,0.006765827,-0.015306122,-0.007751938,-0.011904762,-0.025104603,-0.003329634,0.0,1.091579218310469,1.125426878413815
2019-04-15,0,0,0,277.8764038,-0.000654783,0.010362694,-0.0078125,-0.006024096,0.008583691,0.008908686,-0.0,1.091579218310469,1.1246899680260867
2019-04-16,1,1,0,278.0584717,0.000655212,0.002564103,0.0,0.0,0.0,0.013245033,0.000655212,1.0922944341132566,1.125426878389417
2019-04-17,0,0,0,277.3781433,-0.00244671,0.017902813,0.007874016,0.006060606,0.025531915,0.011982571,-0.0,1.0922944341132566,1.1226732851917929
2019-04-18,1,1,0,277.9243469,0.001969166,0.030150754,0.0078125,0.006024096,0.041493776,0.016146394,0.001969166,1.0944453431749017,1.1248840152541009
2019-04-22,1,0,-1,278.1639404,0.000862082,0.019512195,0.0,0.005988024,0.023904382,0.011652542,0.0,1.0944453431749017,1.1258537575157392
2019-04-23,1,0,-1,280.6650391,0.008991456,-0.014354067,0.0,-0.005952381,-0.019455253,-0.012565445,0.0,1.0944453431749017,1.1359768220388766
2019-04-24,0,1,1,280.0421753,-0.002219243,-0.009708738,-0.007751938,-0.005988024,-0.015873016,-0.004241782,-0.002219243,1.0920165030081783,1.1334558134284045
2019-04-25,0,1,1,279.8696594,-0.000616035,-0.022058824,0.0,0.0,-0.028225806,-0.015974441,-0.000616035,1.0913437826217478,1.1327575649763792
2019-04-26,1,1,0,281.1730042,0.004656971,-0.010025063,-0.0078125,-0.006024096,-0.008298755,-0.006493506,0.004656971,1.0964261389684475,1.1380327841065048
2019-04-29,1,0,-1,281.6137695,0.001567595,0.0,-0.007874016,-0.006060606,-0.008368201,0.009803922,0.0,1.0964261389684475,1.1398167586087062
2019-04-30,1,1,0,281.7574768,0.000510299,0.0,0.0,-0.006097561,0.0,-0.002157497,0.000510299,1.096985644130737,1.1403984059608077
2019-05-01,0,1,1,279.6396484,-0.007516494,-0.010126582,-0.007936508,-0.006134969,-0.016877637,-0.004324324,-0.007516494,1.0887401581185423,1.1318266081847936
2019-05-02,0,0,0,279.0359192,-0.002158954,0.015345269,0.008,0.00617284,0.025751073,0.006514658,-0.0,1.0887401581185423,1.1293830466017467
2019-05-03,1,1,0,281.7670593,0.009787773,-0.012594458,-0.007936508,-0.006134969,-0.025104603,0.0,0.009787773,1.0993964996421908,1.1404371914919331
2019-05-06,0,1,1,280.6075439,-0.004115156,0.028061224,0.0,0.0,0.038626609,0.021574973,-0.004115156,1.0948723115403092,1.1357441145407419
2019-05-07,0,0,0,275.9214783,-0.016699714,0.024813896,0.0,0.0,0.024793388,0.011615628,-0.0,1.0948723115403092,1.1167775126507282
2019-05-08,0,0,0,275.5381775,-0.001389166,-0.00968523,0.0,-0.00617284,-0.004032258,-0.004175365,-0.0,1.0948723115403092,1.1152261233005891
2019-05-09,0,0,0,274.7044678,-0.00302575,0.0,0.0,0.00621118,0.0,-0.001048218,-0.0,1.0948723115403092,1.1118517278580122
2019-05-10,1,1,0,276.0844116,0.005023376,-0.002444988,0.0,0.0,-0.004048583,-0.002098636,0.005023376,1.1003722668331652,1.1174369771432928
2019-05-13,0,1,1,269.1463623,-0.025130174,-0.022058824,0.0,-0.00617284,-0.028455285,-0.014721346,-0.025130174,1.0727197203028733,1.089355591473648
2019-05-14,1,1,0,271.5804443,0.009043711,-0.012531328,0.0,0.00621118,-0.025104603,-0.022411953,0.009043711,1.0824210874372933,1.0992074086191694
2019-05-15,1,0,-1,273.1711426,0.00585719,0.002538071,0.0,0.0,0.012875536,0.0,0.0,1.0824210874372933,1.1056456752608594
2019-05-16,1,0,-1,275.7011108,0.009261477,-0.012658228,-0.008,-0.012345679,-0.016949153,-0.012008734,0.0,1.0824210874372933,1.1158855872524374
2019-05-17,0,1,1,273.9186401,-0.006465229,0.0,0.0,0.0,0.004310345,-0.00441989,-0.006465229,1.0754229872325822,1.1086711313930508
2019-05-20,0,1,1,272.1075134,-0.006611915,-0.01025641,-0.008064516,-0.00625,-0.017167382,-0.007769145,-0.006611915,1.0683123818519542,1.101340692109326
2019-05-21,1,1,0,274.56073,0.009015615,-0.005181347,-0.008130081,-0.006289308,-0.004366812,-0.006711409,0.009015615,1.0779438749864645,1.1112699557732173
2019-05-22,0,1,1,273.7174072,-0.003071535,0.005208333,0.0,-0.006329114,0.004385965,0.007882883,-0.003071535,1.074632932646408,1.1078566512096113
2019-05-23,0,1,1,270.3729858,-0.012218519,0.0,-0.008196721,-0.006369427,0.008733624,-0.003351955,-0.012218519,1.061502509740842,1.0943202836675303
2019-05-24,1,0,-1,270.9863281,0.002268504,-0.018134715,-0.008264463,-0.012820513,-0.034632035,-0.003363229,0.0,1.061502509740842,1.0968027536083111
2019-05-28,0,1,1,268.4659424,-0.009300785,-0.029023747,-0.016666667,-0.019480519,-0.044843049,-0.010123735,-0.009300785,1.051629703120782,1.0866016270095924
2019-05-29,0,1,1,266.6643982,-0.006710513,0.0,-0.008474576,-0.006622517,0.014084507,-0.007954545,-0.006710513,1.0445727283268038,1.0793099726657234
2019-05-30,1,1,0,267.3927307,0.00273127,-0.010869565,-0.008547009,-0.006666667,-0.018518519,-0.008018328,0.00273127,1.047425738482501,1.082257859614766
2019-05-31,0,0,0,263.7894592,-0.013475578,0.008241758,0.0,0.0,0.018867925,-0.005773672,-0.0,1.047425738482501,1.0676738094114142
2019-06-03,0,1,1,263.1186523,-0.002542963,0.016348774,0.00862069,0.006711409,0.018518519,0.011614402,-0.002542963,1.0447621735842922,1.064958754418012
2019-06-04,1,0,-1,268.8301086,0.021706771,0.0,0.0,0.0,0.0,0.002296211,0.0,1.0447621735842922,1.088075570224609
2019-06-05,1,1,0,271.1587524,0.008662139,-0.002680965,0.0,0.0,-0.004545455,0.001145475,0.008662139,1.0538120487538214,1.0975006320563987
2019-06-06,1,0,-1,272.9219971,0.006502629,0.002688172,0.0,0.0,0.00913242,-0.005720824,0.0,1.0538120487538214,1.104637271493927
2019-06-07,1,1,0,275.6531677,0.010007147,0.00536193,0.0,0.0,0.009049774,0.0,0.010007147,1.064357700836072,1.1156915390514457
2019-06-10,1,0,-1,276.9180908,0.004588821,0.002666667,0.0,-0.006666667,0.00896861,0.0,0.0,1.064357700836072,1.1208112478153673
2019-06-11,0,1,1,276.8510742,-0.000242009,-0.007978723,-0.008547009,-0.006711409,-0.013333333,-0.013808976,-0.000242009,1.0641001166932504,1.1205400014060947
2019-06-12,0,1,1,276.3623657,-0.00176524,0.0,0.00862069,0.013513514,0.018018018,-0.032672112,-0.00176524,1.0622217246032588,1.1185619793740125
2019-06-13,1,1,0,277.5026855,0.004126176,-0.00536193,0.0,0.0,-0.008849558,0.0,0.004126176,1.0666046383899954,1.123177362967818
2019-06-14,0,1,1,277.1960144,-0.00110511,0.008086253,0.008547009,0.0,0.013392857,-0.002412545,-0.00110511,1.0654259229380643,1.1219361284322285
2019-06-17,1,1,0,277.3014832,0.000380485,-0.005347594,0.0,0.0,-0.008810573,0.00120919,0.000380485,1.0658313015203533,1.1223630083000549
2019-06-18,1,0,-1,280.2051086,0.010471006,0.02688172,0.0,0.006666667,0.031111111,0.013285024,0.0,1.0658313015203533,1.1341152780941428
2019-06-19,1,1,0,280.8375854,0.002257192,0.018324607,0.008474576,0.006622517,0.025862069,0.016686532,0.002257192,1.0682370874074947,1.1366751940269348
2019-06-20,1,1,0,283.5207825,0.009554266,-0.005141388,0.008403361,0.006578947,-0.004201681,0.009378664,0.009554266,1.0784433086916512,1.14753529118627
2019-06-21,0,1,1,283.1086426,-0.00145365,0.031007752,0.016666667,0.013071895,0.046413502,0.009291521,-0.00145365,1.0768756295759716,1.145867176510237
2019-06-24,0,0,0,282.7619934,-0.001224439,0.005012531,0.0,0.006451613,0.008064516,0.006904488,-0.0,1.0768756295759716,1.144464132050498
2019-06-25,0,0,0,279.988678,-0.00980795,0.047381546,0.016393443,0.012820513,0.064,0.029714286,-0.0,1.0768756295759716,1.1332392850665534
2019-06-26,0,1,1,279.7094116,-0.00099742,-0.016666667,0.0,0.0,-0.022556391,-0.011098779,-0.00099742,1.07580153228552,1.1321089695388422
2019-06-27,1,1,0,280.7012634,0.003546008,0.00968523,0.0,0.0,0.011538462,0.002244669,0.003546008,1.0796163331254167,1.1361234370016988
2019-06-28,1,1,0,282.1456909,0.005145782,-0.026378897,0.0,-0.006329114,-0.034220532,-0.016797312,0.005145782,1.0851718034193196,1.1419696805336004
2019-07-01,1,0,-1,284.7070923,0.009078294,0.002463054,0.0,0.006369427,0.003937008,0.005694761,0.0,1.0851718034193196,1.1523368170325705
2019-07-02,1,0,-1,285.4486084,0.002604488,-0.002457002,0.0,0.0,0.0,0.002265006,0.0,1.0851718034193196,1.1553380644444902
2019-07-03,1,1,0,287.730835,0.007995228,-0.017241379,0.0,0.0,-0.02745098,-0.011299435,0.007995228,1.0938479994068282,1.1645752556868025
2019-07-05,0,1,1,287.4033813,-0.001138056,0.010025063,0.008064516,0.006329114,0.008064516,0.006857143,-0.001138056,1.092603139128015,1.1632499038296167
2019-07-08,0,0,0,285.8241577,-0.005494798,0.047146402,0.024,0.025157233,0.064,0.03291714,-0.0,1.092603139128015,1.1568580805845536
