Date,Close
1993-01-29,25.71738052368164
1993-02-01,25.900299072265625
1993-02-02,25.955158233642578
1993-02-03,26.229528427124023
1993-02-04,26.33928871154785
1993-02-05,26.320993423461914
1993-02-08,26.320993423461914
1993-02-09,26.138065338134766
1993-02-10,26.174663543701172
1993-02-11,26.30270004272461
1993-02-12,26.101490020751953
1993-02-16,25.443017959594727
1993-02-17,25.42473030090332
1993-02-18,25.40642738342285
1993-02-19,25.497892379760742
1993-02-22,25.58934783935547
1993-02-23,25.571063995361328
1993-02-24,25.900299072265625
1993-02-25,25.955158233642578
1993-02-26,25.991756439208984
1993-03-01,25.91859245300293
1993-03-02,26.30270004272461
1993-03-03,26.412450790405273
1993-03-04,26.26611328125
1993-03-05,26.19296646118164
1993-03-08,26.778263092041016
1993-03-09,26.686819076538086
1993-03-10,26.7416934967041
1993-03-11,26.668529510498047
1993-03-12,26.394166946411133
1993-03-15,26.522199630737305
1993-03-16,26.522199630737305
1993-03-17,26.357585906982422
1993-03-18,26.522199630737305
1993-03-19,26.482059478759766
1993-03-22,26.335050582885742
1993-03-23,26.39017105102539
1993-03-24,26.39017105102539
1993-03-25,26.55556297302246
1993-03-26,26.40855598449707
1993-03-29,26.51882553100586
1993-03-30,26.59232521057129
1993-03-31,26.57394790649414
1993-04-01,26.482059478759766
1993-04-02,25.930727005004883
1993-04-05,26.059368133544922
1993-04-06,25.985855102539062
1993-04-07,26.077747344970703
1993-04-08,26.04099464416504
1993-04-12,26.40855598449707
1993-04-13,26.46367645263672
1993-04-14,26.42692756652832
1993-04-15,26.42692756652832
1993-04-16,26.42692756652832
1993-04-19,26.3166561126709
1993-04-20,26.188018798828125
1993-04-21,26.169626235961914
1993-04-22,25.83884048461914
1993-04-23,25.72858238220215
1993-04-26,25.526430130004883
1993-04-27,25.802085876464844
1993-04-28,25.74695587158203
1993-04-29,25.857215881347656
1993-04-30,25.893966674804688
1993-05-03,26.059368133544922
1993-05-04,26.15127182006836
1993-05-05,26.224775314331055
1993-05-06,26.132888793945312
1993-05-07,26.077747344970703
1993-05-10,26.132888793945312
1993-05-11,26.243139266967773
1993-05-12,26.206390380859375
1993-05-13,25.893966674804688
1993-05-14,25.875595092773438
1993-05-17,25.96748924255371
1993-05-18,25.9491024017334
1993-05-19,26.482059478759766
1993-05-20,26.55556297302246
1993-05-21,26.3166561126709
1993-05-24,26.42692756652832
1993-05-25,26.482059478759766
1993-05-26,26.812849044799805
1993-05-27,26.72097396850586
1993-05-28,26.59232521057129
1993-06-01,26.849609375
1993-06-02,26.812849044799805
1993-06-03,26.72097396850586
1993-06-04,26.62907600402832
1993-06-07,26.537200927734375
1993-06-08,26.298280715942383
1993-06-09,26.39017105102539
1993-06-10,26.40855598449707
1993-06-11,26.51882553100586
1993-06-14,26.482059478759766
1993-06-15,26.42692756652832
1993-06-16,26.482059478759766
1993-06-17,26.57394790649414
1993-06-18,26.35511016845703
1993-06-21,26.410619735717773
1993-06-22,26.429134368896484
1993-06-23,26.18852996826172
1993-06-24,26.540189743041992
1993-06-25,26.52166748046875
1993-06-28,26.81779670715332
1993-06-29,26.688249588012695
1993-06-30,26.688249588012695
1993-07-01,26.61423110961914
1993-07-02,26.46615982055664
1993-07-06,26.18852996826172
1993-07-07,26.26256561279297
1993-07-08,26.558698654174805
1993-07-09,26.63272476196289
1993-07-12,26.61423110961914
1993-07-13,26.595705032348633
1993-07-14,26.688249588012695
1993-07-15,26.57720184326172
1993-07-16,26.50316619873047
1993-07-19,26.484661102294922
1993-07-20,26.558698654174805
1993-07-21,26.540189743041992
1993-07-22,26.35511016845703
1993-07-23,26.484661102294922
1993-07-26,26.63272476196289
1993-07-27,26.61423110961914
1993-07-28,26.558698654174805
1993-07-29,26.70676040649414
1993-07-30,26.558698654174805
1993-08-02,26.63272476196289
1993-08-03,26.651227951049805
1993-08-04,26.651227951049805
1993-08-05,26.595705032348633
1993-08-06,26.63272476196289
1993-08-09,26.78078842163086
1993-08-10,26.762279510498047
1993-08-11,26.762279510498047
1993-08-12,26.688249588012695
1993-08-13,26.725257873535156
1993-08-16,26.873321533203125
1993-08-17,26.965864181518555
1993-08-18,27.11393165588379
1993-08-19,27.11393165588379
1993-08-20,27.13243293762207
1993-08-23,27.076923370361328
1993-08-24,27.373044967651367
1993-08-25,27.391550064086914
1993-08-26,27.4100399017334
1993-08-27,27.391550064086914
1993-08-30,27.502592086791992
1993-08-31,27.576644897460938
1993-09-01,27.53961944580078
1993-09-02,27.44707489013672
1993-09-03,27.465585708618164
1993-09-07,27.28050422668457
1993-09-08,27.18796730041504
1993-09-09,27.243473052978516
1993-09-10,27.484085083007812
1993-09-13,27.502592086791992
1993-09-14,27.391550064086914
1993-09-15,27.465585708618164
1993-09-16,27.354543685913086
1993-09-17,27.30147933959961
1993-09-20,27.078031539916992
1993-09-21,26.98489761352539
1993-09-22,27.208372116088867
1993-09-23,27.357362747192383
1993-09-24,27.28286361694336
1993-09-27,27.58083724975586
1993-09-28,27.52497100830078
1993-09-29,27.431854248046875
1993-09-30,27.375988006591797
1993-10-01,27.50634002685547
1993-10-04,27.54360008239746
1993-10-05,27.50634002685547
