RunDate,PeriodEndDate,FeatureLag,n_estimators,max_depth,max_features,random_state,verbose,Annual Return,Annual Volatility,Sharpe Ratio,Calmar Ratio,Max Drawdown,Sortino Ratio,Alpha,Beta
10/23/2021,10/1/2021,48,477,2988,3,0,0,0.128669646,0.193556424,0.723354912,0.465783185,-0.276243647,0.964571293,-0.024861523,0.724773807
10/23/2021,10/1/2021,49,477,2988,3,0,0,0.09228438,0.156719595,0.642049896,0.523591086,-0.176252772,0.873057978,-0.007559538,0.474788617
10/23/2021,10/1/2021,50,477,2988,3,0,0,0.270955057,0.172573278,1.475618901,1.535366194,-0.176475852,2.333754346,0.130907261,0.577425767
10/23/2021,10/1/2021,51,477,2988,3,0,0,0.075286446,0.172293961,0.507751442,0.349633399,-0.215329674,0.700681812,-0.042436369,0.574089915
10/23/2021,10/1/2021,52,477,2988,3,0,0,0.028979317,0.1741085,0.251440646,0.113236643,-0.255918188,0.346533699,-0.086004032,0.586591006
10/23/2021,10/1/2021,53,477,2988,3,0,0,0.087975169,0.197100787,0.526820981,0.437153123,-0.201245659,0.741244917,-0.065234538,0.75155128
10/23/2021,10/1/2021,54,477,2988,3,0,0,0.084772392,0.182413723,0.538599535,0.239355677,-0.354169129,0.700134617,-0.047283769,0.643588692
10/23/2021,10/1/2021,55,477,2988,3,0,0,0.033968376,0.167792895,0.2835616,0.106736071,-0.318246453,0.377376939,-0.073721898,0.544722719
10/23/2021,10/1/2021,56,477,2988,3,0,0,0.222689477,0.17615071,1.229228652,1.593103889,-0.139783399,1.959822028,0.082821059,0.600878028
10/23/2021,10/1/2021,57,477,2988,3,0,0,0.162109951,0.18599582,0.90108987,0.848825518,-0.190981477,1.281050958,0.015158351,0.669354861
10/23/2021,10/1/2021,58,477,2988,3,0,0,0.201450477,0.192761002,1.048576426,1.177321981,-0.171109077,1.58674736,0.038907197,0.719367507
10/23/2021,10/1/2021,59,477,2988,3,0,0,0.142991661,0.174485754,0.853128297,0.613136843,-0.233213292,1.246584242,0.014759577,0.588853135
10/23/2021,10/1/2021,60,477,2988,3,0,0,0.109193741,0.174460877,0.681682854,0.453746302,-0.240649324,0.950853966,-0.01510555,0.588593105
10/23/2021,10/1/2021,61,477,2988,3,0,0,0.21039254,0.190771675,1.096681713,0.964585995,-0.218116934,1.601026087,0.049804951,0.70468802
10/23/2021,10/1/2021,62,477,2988,3,0,0,0.035202135,0.193435766,0.276726178,0.106741815,-0.329787677,0.365506114,-0.105532279,0.724098131
10/23/2021,10/1/2021,63,477,2988,3,0,0,0.216525165,0.163586736,1.279773736,1.302774032,-0.166203163,1.97805356,0.095553827,0.518083991
10/23/2021,10/1/2021,64,477,2988,3,0,0,0.09876835,0.19467636,0.582215575,0.285553518,-0.345883851,0.783003175,-0.052335107,0.733144065
10/23/2021,10/1/2021,65,477,2988,3,0,0,0.241529658,0.200878701,1.178290542,1.075455004,-0.224583694,1.693849367,0.060243715,0.781828145
10/23/2021,10/1/2021,66,477,2988,3,0,0,0.145098537,0.194079942,0.796274742,0.549356952,-0.264124331,1.086397898,-0.011490236,0.72877942
10/23/2021,10/1/2021,67,477,2988,3,0,0,0.170407924,0.200302817,0.886636248,0.583826985,-0.291880862,1.234373498,0.000621285,0.776504875
10/23/2021,10/1/2021,68,477,2988,3,0,0,0.032194914,0.187704513,0.264164221,0.101382549,-0.317558732,0.338760156,-0.100424772,0.681821535
10/23/2021,10/1/2021,69,477,2988,3,0,0,0.071737393,0.174885096,0.48544607,0.214196484,-0.33491396,0.612771171,-0.048697955,0.591526989
10/23/2021,10/1/2021,70,477,2988,3,0,0,0.187776748,0.183000063,1.033137223,0.850375705,-0.220816219,1.412797064,0.042205087,0.648154344
