RunDate,PeriodEndDate,FeatureLag,n_estimators,min_samples_split,max_features,max_depth
10/21/2021,10/11/2021,18,675,8,1,5747
10/21/2021,10/11/2021,19,828,47,3,4335
10/21/2021,10/11/2021,20,963,19,2,73
10/21/2021,10/11/2021,21,380,46,4,1266
10/21/2021,10/11/2021,22,644,48,1,4325
10/21/2021,10/11/2021,23,911,43,4,4798
10/21/2021,10/11/2021,24,366,31,2,3018
10/21/2021,10/11/2021,25,338,27,4,2317
10/21/2021,10/11/2021,26,32,16,3,1724
10/21/2021,10/11/2021,27,566,49,1,593
10/21/2021,10/11/2021,28,69,32,1,1334
10/21/2021,10/11/2021,29,550,42,1,3979
10/21/2021,10/11/2021,30,213,18,1,4974
10/21/2021,10/11/2021,31,632,47,5,329
10/21/2021,10/11/2021,32,734,38,2,2305
10/21/2021,10/11/2021,33,322,44,1,1041
10/21/2021,10/11/2021,34,715,21,1,998
10/21/2021,10/11/2021,35,135,34,5,1274
10/21/2021,10/11/2021,36,2,32,5,1772
10/21/2021,10/11/2021,37,945,48,3,5056
10/21/2021,10/11/2021,38,701,27,2,2777
10/21/2021,10/11/2021,39,81,49,3,4428
10/21/2021,10/11/2021,40,263,46,4,4524
10/21/2021,10/11/2021,41,909,11,1,5670
10/21/2021,10/11/2021,42,550,29,3,383
10/21/2021,10/11/2021,43,545,41,3,408
10/21/2021,10/11/2021,44,47,32,2,4970
10/21/2021,10/11/2021,45,981,24,1,2704
10/21/2021,10/11/2021,46,984,28,1,4467
10/21/2021,10/11/2021,47,402,39,4,944
10/21/2021,10/11/2021,48,65,38,5,827
10/21/2021,10/11/2021,49,992,14,4,2357
10/21/2021,10/11/2021,50,344,15,1,789
10/21/2021,10/11/2021,51,348,5,2,5974
10/21/2021,10/11/2021,52,20,44,1,2019
10/21/2021,10/11/2021,53,695,42,1,5947
10/21/2021,10/11/2021,54,563,46,1,3599
10/21/2021,10/11/2021,55,710,30,1,4306
10/21/2021,10/11/2021,56,442,39,3,2706
10/21/2021,10/11/2021,57,911,35,1,2945
10/21/2021,10/11/2021,58,407,7,4,456
10/21/2021,10/11/2021,59,346,38,5,3719
10/21/2021,10/11/2021,60,956,46,3,2089
10/21/2021,10/11/2021,61,790,39,4,3446
10/21/2021,10/11/2021,62,219,37,1,4141
10/21/2021,10/11/2021,63,627,16,5,247
10/21/2021,10/11/2021,64,921,27,3,5522
10/21/2021,10/11/2021,65,50,42,4,1217
10/21/2021,10/11/2021,66,229,47,5,3881
10/21/2021,10/11/2021,67,882,19,3,4125
10/21/2021,10/11/2021,68,923,11,5,5092
10/21/2021,10/11/2021,69,865,22,2,3023
10/21/2021,10/11/2021,70,880,28,3,3510
10/21/2021,10/11/2021,71,281,3,3,967
10/21/2021,10/11/2021,72,816,45,3,2641
10/21/2021,10/11/2021,73,94,13,1,3740
10/21/2021,10/11/2021,74,415,10,1,1174
10/21/2021,10/11/2021,75,265,49,1,1566
10/21/2021,10/11/2021,76,409,48,3,4852
10/21/2021,10/11/2021,77,920,3,2,3750
10/21/2021,10/11/2021,78,463,33,5,1460
10/21/2021,10/11/2021,79,268,5,2,1354
10/21/2021,10/11/2021,80,681,28,2,3002
10/21/2021,10/11/2021,81,679,19,3,5425
10/21/2021,10/11/2021,82,550,36,4,1479
10/21/2021,10/11/2021,83,529,39,2,410
10/21/2021,10/11/2021,84,777,43,1,1432
10/21/2021,10/11/2021,85,240,34,1,4571
10/21/2021,10/11/2021,86,344,29,2,3584
10/21/2021,10/11/2021,87,274,42,3,1224
10/21/2021,10/11/2021,88,897,46,5,4834
10/21/2021,10/11/2021,89,202,34,5,994
10/21/2021,10/11/2021,90,432,38,4,4228
10/20/2021,10/12/2021,1,319,49,1,2529
10/20/2021,10/12/2021,2,594,7,3,1351
10/20/2021,10/12/2021,3,5,9,3,1044
10/20/2021,10/12/2021,4,422,15,1,227
10/20/2021,10/12/2021,5,398,23,5,3258
10/20/2021,10/12/2021,6,361,48,4,1189
10/20/2021,10/12/2021,7,458,3,2,1946
10/20/2021,10/12/2021,8,51,36,2,560
10/20/2021,10/12/2021,9,306,43,1,2294
10/20/2021,10/12/2021,10,569,42,1,4590
10/20/2021,10/12/2021,11,874,50,4,3259
10/20/2021,10/12/2021,12,326,42,2,536
10/20/2021,10/12/2021,13,668,25,4,539
10/20/2021,10/12/2021,14,323,23,1,2016
10/20/2021,10/12/2021,15,892,44,1,3356
10/20/2021,10/12/2021,16,320,19,2,4051
10/20/2021,10/12/2021,17,124,37,1,2041
10/20/2021,10/12/2021,18,605,10,2,5338
10/20/2021,10/12/2021,19,327,29,3,4428
10/20/2021,10/12/2021,20,308,20,5,2795
10/20/2021,10/12/2021,21,327,13,1,5698
10/20/2021,10/12/2021,22,471,19,3,1843
10/20/2021,10/12/2021,23,221,36,5,360
10/20/2021,10/12/2021,24,965,49,5,5757
10/20/2021,10/12/2021,25,901,37,1,3766
10/20/2021,10/12/2021,26,833,23,3,2551
10/20/2021,10/12/2021,27,796,49,2,3004
10/20/2021,10/12/2021,28,964,48,2,936
10/20/2021,10/12/2021,29,808,43,4,4835
10/20/2021,10/12/2021,30,597,43,1,5575
10/20/2021,10/12/2021,31,586,47,4,1611
10/20/2021,10/12/2021,32,605,45,5,845
10/20/2021,10/12/2021,33,699,24,4,2343
10/20/2021,10/12/2021,34,510,48,5,49
10/20/2021,10/12/2021,35,317,8,4,1788
10/20/2021,10/12/2021,36,917,6,4,1862
10/20/2021,10/12/2021,37,917,49,5,2081
10/20/2021,10/12/2021,38,998,3,3,4354
10/20/2021,10/12/2021,39,224,4,5,1272
10/20/2021,10/12/2021,40,238,50,4,1612
10/20/2021,10/12/2021,41,966,36,1,5142
10/20/2021,10/12/2021,42,811,36,5,3033
10/20/2021,10/12/2021,43,54,37,1,2543
10/20/2021,10/12/2021,44,463,35,5,4788
10/20/2021,10/12/2021,45,857,43,5,1427
10/20/2021,10/12/2021,46,232,19,3,5268
10/20/2021,10/12/2021,47,165,39,3,5005
10/20/2021,10/12/2021,48,258,36,4,3584
10/20/2021,10/12/2021,49,579,41,5,4053
10/20/2021,10/12/2021,50,627,38,1,57
10/20/2021,10/12/2021,51,246,43,1,408
10/20/2021,10/12/2021,52,718,45,5,1420
10/20/2021,10/12/2021,53,736,37,1,4788
10/20/2021,10/12/2021,54,925,41,1,4426
10/20/2021,10/12/2021,55,331,49,2,1571
10/20/2021,10/12/2021,56,968,50,1,4237
10/20/2021,10/12/2021,57,744,47,1,4510
10/20/2021,10/12/2021,58,810,5,1,770
10/20/2021,10/12/2021,59,721,43,4,618
10/20/2021,10/12/2021,60,191,49,4,935
10/20/2021,10/12/2021,61,137,27,1,289
10/20/2021,10/12/2021,62,415,40,3,1424
10/20/2021,10/12/2021,63,564,14,5,3071
10/20/2021,10/12/2021,64,858,30,2,4707
10/20/2021,10/12/2021,65,673,39,1,3565
10/20/2021,10/12/2021,66,78,41,5,5234
10/20/2021,10/12/2021,67,28,4,2,133
10/20/2021,10/12/2021,68,454,21,5,1230
10/20/2021,10/12/2021,69,805,37,5,2483
10/20/2021,10/12/2021,70,320,29,3,5037
10/20/2021,10/12/2021,71,778,21,1,4240
10/20/2021,10/12/2021,72,838,39,4,4203
10/20/2021,10/12/2021,73,44,9,2,5145
10/20/2021,10/12/2021,74,393,32,1,4547
10/20/2021,10/12/2021,75,525,19,1,2967
10/20/2021,10/12/2021,76,349,43,2,2559
10/20/2021,10/12/2021,77,317,2,1,5689
10/20/2021,10/12/2021,78,978,20,1,2619
10/20/2021,10/12/2021,79,420,42,1,1135
10/20/2021,10/12/2021,80,871,18,2,1774
10/20/2021,10/12/2021,81,950,26,2,3018
10/20/2021,10/12/2021,82,64,29,4,181
10/20/2021,10/12/2021,83,914,47,1,3028
10/20/2021,10/12/2021,84,582,44,4,3981
10/20/2021,10/12/2021,85,811,22,2,2706
10/20/2021,10/12/2021,86,53,42,2,2382
10/20/2021,10/12/2021,87,964,46,3,3351
10/20/2021,10/12/2021,88,878,50,5,1001
10/20/2021,10/12/2021,89,13,27,5,3924
10/20/2021,10/12/2021,90,110,40,1,858
10/20/2021,10/13/2021,1,86,11,5,2454
10/20/2021,10/13/2021,2,677,2,4,2572
10/20/2021,10/13/2021,3,961,41,3,952
10/20/2021,10/13/2021,4,540,25,4,761
10/20/2021,10/13/2021,5,897,45,2,5096
10/20/2021,10/13/2021,6,592,31,5,1319
10/20/2021,10/13/2021,7,312,5,5,2905
10/20/2021,10/13/2021,8,249,44,4,26
10/20/2021,10/13/2021,9,913,47,3,4301
10/20/2021,10/13/2021,10,155,42,2,5376
10/20/2021,10/13/2021,11,830,50,2,2197
10/20/2021,10/13/2021,12,196,35,2,3726
10/20/2021,10/13/2021,13,401,20,3,2166
10/20/2021,10/13/2021,14,157,50,3,4113
10/20/2021,10/13/2021,15,66,22,1,5918
10/20/2021,10/13/2021,16,479,42,1,3132
10/20/2021,10/13/2021,17,220,41,3,1299
10/20/2021,10/13/2021,18,66,13,1,3401
10/20/2021,10/13/2021,19,639,38,5,5564
10/20/2021,10/13/2021,20,526,40,1,4918
10/20/2021,10/13/2021,21,434,22,2,1302
10/20/2021,10/13/2021,22,100,41,1,3121
10/20/2021,10/13/2021,23,680,47,3,5251
10/20/2021,10/13/2021,24,151,26,3,5428
10/20/2021,10/13/2021,25,714,38,1,4771
10/20/2021,10/13/2021,26,156,28,3,4936
10/20/2021,10/13/2021,27,479,48,3,2974
10/20/2021,10/13/2021,28,707,40,3,4558
10/20/2021,10/13/2021,29,103,40,1,1200
10/20/2021,10/13/2021,30,359,23,1,482
10/20/2021,10/13/2021,31,211,37,4,2639
10/20/2021,10/13/2021,32,248,49,1,4096
10/20/2021,10/13/2021,33,311,34,1,3796
10/20/2021,10/13/2021,34,23,14,1,2560
10/20/2021,10/13/2021,35,790,40,3,4832
10/20/2021,10/13/2021,36,53,10,2,5164
10/20/2021,10/13/2021,37,624,39,5,120
10/20/2021,10/13/2021,38,252,12,1,5325
10/20/2021,10/13/2021,39,415,2,1,2835
10/20/2021,10/13/2021,40,582,26,2,988
10/20/2021,10/13/2021,41,52,31,1,544
10/20/2021,10/13/2021,42,130,34,5,528
10/20/2021,10/13/2021,43,926,19,1,5669
10/20/2021,10/13/2021,44,215,44,2,1076
10/20/2021,10/13/2021,45,938,29,2,1856
10/20/2021,10/13/2021,46,399,33,1,5851
10/20/2021,10/13/2021,47,317,44,1,2100
10/20/2021,10/13/2021,48,160,50,1,2945
10/20/2021,10/13/2021,49,876,50,3,2476
10/20/2021,10/13/2021,50,969,44,1,5432
10/20/2021,10/13/2021,51,706,45,1,5309
10/20/2021,10/13/2021,52,87,43,3,4838
10/20/2021,10/13/2021,53,520,34,1,5376
10/20/2021,10/13/2021,54,630,40,4,2631
10/20/2021,10/13/2021,55,141,24,1,3054
10/20/2021,10/13/2021,56,213,28,2,4322
10/20/2021,10/13/2021,57,13,10,1,1485
10/20/2021,10/13/2021,58,740,21,5,4218
10/20/2021,10/13/2021,59,699,46,5,3070
10/20/2021,10/13/2021,60,296,3,2,5617
10/20/2021,10/13/2021,61,920,41,1,5478
10/20/2021,10/13/2021,62,804,6,1,3245
10/20/2021,10/13/2021,63,87,24,5,3988
10/20/2021,10/13/2021,64,981,42,5,2224
10/20/2021,10/13/2021,65,100,39,5,1432
10/20/2021,10/13/2021,66,482,34,2,5489
10/20/2021,10/13/2021,67,435,9,5,2011
10/20/2021,10/13/2021,68,304,11,2,2971
10/20/2021,10/13/2021,69,54,40,3,3340
10/20/2021,10/13/2021,70,8,11,3,2141
10/20/2021,10/13/2021,71,57,25,2,834
10/20/2021,10/13/2021,72,312,28,4,1739
10/20/2021,10/13/2021,73,168,17,5,3550
10/20/2021,10/13/2021,74,114,13,2,2164
10/20/2021,10/13/2021,75,377,35,1,476
10/20/2021,10/13/2021,76,983,38,2,607
10/20/2021,10/13/2021,77,277,16,3,5570
10/20/2021,10/13/2021,78,716,43,3,255
10/20/2021,10/13/2021,79,176,46,5,1435
10/20/2021,10/13/2021,80,773,48,3,330
10/20/2021,10/13/2021,81,718,21,3,633
10/20/2021,10/13/2021,82,755,26,1,1024
10/20/2021,10/13/2021,83,752,37,2,403
10/20/2021,10/13/2021,84,42,37,5,5235
10/20/2021,10/13/2021,85,357,16,4,2114
10/20/2021,10/13/2021,86,747,34,2,826
10/20/2021,10/13/2021,87,601,8,4,4618
10/20/2021,10/13/2021,88,782,47,4,1897
10/20/2021,10/13/2021,89,167,43,2,3456
10/20/2021,10/13/2021,90,485,40,1,5142
10/20/2021,10/14/2021,1,701,44,1,1193
10/20/2021,10/14/2021,2,902,47,3,557
10/20/2021,10/14/2021,3,63,46,1,3049
10/20/2021,10/14/2021,4,42,48,3,2343
10/20/2021,10/14/2021,5,271,50,2,5697
10/20/2021,10/14/2021,6,314,48,3,3470
10/20/2021,10/14/2021,7,504,11,2,3232
10/20/2021,10/14/2021,8,222,43,1,1766
10/20/2021,10/14/2021,9,919,37,1,4610
10/20/2021,10/14/2021,10,56,24,3,1678
10/20/2021,10/14/2021,11,817,49,3,535
10/20/2021,10/14/2021,12,988,3,5,3614
10/20/2021,10/14/2021,13,339,29,2,5212
10/20/2021,10/14/2021,14,850,50,5,3544
10/20/2021,10/14/2021,15,260,26,2,2371
10/20/2021,10/14/2021,16,59,35,1,595
10/20/2021,10/14/2021,17,25,23,2,5513
10/20/2021,10/14/2021,18,962,3,4,5050
10/20/2021,10/14/2021,19,903,47,4,1248
10/20/2021,10/14/2021,20,470,26,1,4519
10/20/2021,10/14/2021,21,331,33,1,1042
10/20/2021,10/14/2021,22,308,21,1,2084
10/20/2021,10/14/2021,23,531,43,3,666
10/20/2021,10/14/2021,24,75,7,2,5777
10/20/2021,10/14/2021,25,181,41,2,5930
10/20/2021,10/14/2021,26,237,30,1,3471
10/20/2021,10/14/2021,27,519,42,3,4640
10/20/2021,10/14/2021,28,890,35,2,674
10/20/2021,10/14/2021,29,444,36,4,5343
10/20/2021,10/14/2021,30,658,43,1,3473
10/20/2021,10/14/2021,31,144,42,3,4542
10/20/2021,10/14/2021,32,125,48,2,5452
10/20/2021,10/14/2021,33,316,45,1,5374
10/20/2021,10/14/2021,34,218,42,5,1128
10/20/2021,10/14/2021,35,407,38,2,1153
10/20/2021,10/14/2021,36,349,15,4,2680
10/20/2021,10/14/2021,37,796,40,1,5108
10/20/2021,10/14/2021,38,445,5,3,4666
10/20/2021,10/14/2021,39,526,9,5,3322
10/20/2021,10/14/2021,40,441,41,1,524
10/20/2021,10/14/2021,41,242,13,2,2315
10/20/2021,10/14/2021,42,492,44,2,2940
10/20/2021,10/14/2021,43,835,41,2,1421
10/20/2021,10/14/2021,44,53,49,2,1789
10/20/2021,10/14/2021,45,9,17,2,5438
10/20/2021,10/14/2021,46,171,30,2,5984
10/20/2021,10/14/2021,47,863,7,2,5192
10/20/2021,10/14/2021,48,699,37,1,1144
10/20/2021,10/14/2021,49,820,36,4,2989
10/20/2021,10/14/2021,50,71,7,2,5574
10/20/2021,10/14/2021,51,621,40,1,2286
10/20/2021,10/14/2021,52,561,49,4,5332
10/20/2021,10/14/2021,53,447,37,3,110
10/20/2021,10/14/2021,54,255,31,1,78
10/20/2021,10/14/2021,55,691,47,1,4395
10/20/2021,10/14/2021,56,607,30,2,1451
10/20/2021,10/14/2021,57,625,33,3,3730
10/20/2021,10/14/2021,58,1,32,1,5462
10/20/2021,10/14/2021,59,626,16,5,3647
10/20/2021,10/14/2021,60,330,35,1,4959
10/20/2021,10/14/2021,61,827,21,2,179
10/20/2021,10/14/2021,62,509,39,1,3026
10/20/2021,10/14/2021,63,939,44,4,2226
10/20/2021,10/14/2021,64,890,23,1,841
10/20/2021,10/14/2021,65,724,43,1,1473
10/20/2021,10/14/2021,66,691,38,3,2959
10/20/2021,10/14/2021,67,737,2,5,1795
10/20/2021,10/14/2021,68,139,15,5,1744
10/20/2021,10/14/2021,69,782,37,2,4276
10/20/2021,10/14/2021,70,833,44,1,957
10/20/2021,10/14/2021,71,245,45,2,2121
10/20/2021,10/14/2021,72,985,50,4,2798
10/20/2021,10/14/2021,73,175,44,3,3113
10/20/2021,10/14/2021,74,902,4,3,5745
10/20/2021,10/14/2021,75,79,34,1,2820
10/20/2021,10/14/2021,76,89,42,3,1593
10/20/2021,10/14/2021,77,23,12,3,3052
10/20/2021,10/14/2021,78,460,49,3,2402
10/20/2021,10/14/2021,79,349,38,1,2790
10/20/2021,10/14/2021,80,920,45,3,619
10/20/2021,10/14/2021,81,573,13,4,5374
10/20/2021,10/14/2021,82,785,50,2,2886
10/20/2021,10/14/2021,83,195,9,2,2878
10/20/2021,10/14/2021,84,381,26,1,3783
10/20/2021,10/14/2021,85,493,25,1,2478
10/20/2021,10/14/2021,86,819,40,1,3354
10/20/2021,10/14/2021,87,511,8,2,1895
10/20/2021,10/14/2021,88,890,23,5,3130
10/20/2021,10/14/2021,89,613,41,4,4826
10/20/2021,10/14/2021,90,650,50,5,1281
10/20/2021,10/15/2021,1,156,46,5,3671
10/20/2021,10/15/2021,2,711,33,1,2012
10/20/2021,10/15/2021,3,438,44,3,48
10/20/2021,10/15/2021,4,511,30,1,3343
10/20/2021,10/15/2021,5,79,28,2,4056
10/20/2021,10/15/2021,6,489,42,4,486
10/20/2021,10/15/2021,7,917,14,4,832
10/20/2021,10/15/2021,8,99,46,1,4126
10/20/2021,10/15/2021,9,68,45,2,2434
10/20/2021,10/15/2021,10,969,45,3,1719
10/20/2021,10/15/2021,11,137,42,2,3500
10/20/2021,10/15/2021,12,343,42,2,5070
10/20/2021,10/15/2021,13,912,21,1,728
10/20/2021,10/15/2021,14,796,36,4,3959
10/20/2021,10/15/2021,15,421,36,1,2103
10/20/2021,10/15/2021,16,920,42,3,2046
10/20/2021,10/15/2021,17,360,16,2,1234
10/20/2021,10/15/2021,18,729,3,2,291
10/20/2021,10/15/2021,19,271,50,3,1363
10/20/2021,10/15/2021,20,912,29,2,969
10/20/2021,10/15/2021,21,741,22,2,3452
10/20/2021,10/15/2021,22,332,19,3,1556
10/20/2021,10/15/2021,23,585,40,4,2327
10/20/2021,10/15/2021,24,965,49,1,3758
10/20/2021,10/15/2021,25,82,30,3,2334
10/20/2021,10/15/2021,26,218,29,3,3197
10/20/2021,10/15/2021,27,803,14,2,3618
10/20/2021,10/15/2021,28,38,43,4,3388
10/20/2021,10/15/2021,29,517,42,2,2613
10/20/2021,10/15/2021,30,462,43,1,419
10/20/2021,10/15/2021,31,649,47,4,2595
10/20/2021,10/15/2021,32,662,35,1,1606
10/20/2021,10/15/2021,33,78,39,1,982
10/20/2021,10/15/2021,34,4,25,2,1412
10/20/2021,10/15/2021,35,220,10,4,4646
10/20/2021,10/15/2021,36,9,33,2,2944
10/20/2021,10/15/2021,37,333,50,1,5501
10/20/2021,10/15/2021,38,94,5,1,4538
10/20/2021,10/15/2021,39,643,19,3,1496
10/20/2021,10/15/2021,40,937,37,1,5393
10/20/2021,10/15/2021,41,78,3,2,5717
10/20/2021,10/15/2021,42,578,39,1,2738
10/20/2021,10/15/2021,43,170,49,2,2230
10/20/2021,10/15/2021,44,88,34,2,514
10/20/2021,10/15/2021,45,257,38,5,4540
10/20/2021,10/15/2021,46,303,49,2,5490
10/20/2021,10/15/2021,47,881,40,5,1728
10/20/2021,10/15/2021,48,567,39,1,5408
10/20/2021,10/15/2021,49,607,38,5,390
10/20/2021,10/15/2021,50,550,9,3,419
10/20/2021,10/15/2021,51,335,42,2,807
10/20/2021,10/15/2021,52,72,46,1,1610
10/20/2021,10/15/2021,53,292,31,1,2748
10/20/2021,10/15/2021,54,278,50,4,4883
10/20/2021,10/15/2021,55,165,4,4,397
10/20/2021,10/15/2021,56,804,28,3,920
10/20/2021,10/15/2021,57,603,35,3,3761
10/20/2021,10/15/2021,58,914,41,4,1677
10/20/2021,10/15/2021,59,305,14,5,3685
10/20/2021,10/15/2021,60,408,40,1,5546
10/20/2021,10/15/2021,61,903,39,5,4353
10/20/2021,10/15/2021,62,109,47,2,4496
10/20/2021,10/15/2021,63,261,32,1,5790
10/20/2021,10/15/2021,64,215,17,2,2490
10/20/2021,10/15/2021,65,945,43,1,3316
10/20/2021,10/15/2021,66,977,41,2,5682
10/20/2021,10/15/2021,67,868,9,5,4865
10/20/2021,10/15/2021,68,818,8,4,4517
10/20/2021,10/15/2021,69,983,33,4,1556
10/20/2021,10/15/2021,70,7,5,2,4426
10/20/2021,10/15/2021,71,746,10,1,2947
10/20/2021,10/15/2021,72,999,37,5,212
10/20/2021,10/15/2021,73,348,10,1,974
10/20/2021,10/15/2021,74,52,44,1,218
10/20/2021,10/15/2021,75,720,44,3,5007
10/20/2021,10/15/2021,76,402,41,3,428
10/20/2021,10/15/2021,77,398,7,3,1811
10/20/2021,10/15/2021,78,69,29,5,4274
10/20/2021,10/15/2021,79,856,45,4,842
10/20/2021,10/15/2021,80,115,24,4,5846
10/20/2021,10/15/2021,81,511,27,5,2004
10/20/2021,10/15/2021,82,294,23,1,276
10/20/2021,10/15/2021,83,805,44,5,4392
10/20/2021,10/15/2021,84,920,38,3,4176
10/20/2021,10/15/2021,85,457,28,3,1868
10/20/2021,10/15/2021,86,359,49,1,5972
10/20/2021,10/15/2021,87,509,7,3,3252
10/20/2021,10/15/2021,88,694,46,2,2297
10/20/2021,10/15/2021,89,165,17,5,193
10/20/2021,10/15/2021,90,718,50,3,6000
