FeatureLag,n_estimators,min_samples_split,max_features,max_depth
41,0.052701724404303645,0.3186921030294465,0.5578655678293358,0.11055867023455687
42,-0.08772759578037215,-0.3323566672290057,0.14853686401375654,-0.16923403245582494
43,0.0492963135887921,-0.6127085423136096,0.9323308876325959,0.37033670214895625
44,0.26365806637428363,-0.7010715957432917,1.1396639062644667,-0.15663156478625193
45,0.4349163143302613,-0.9723660408212939,0.44946657497549475,0.09335799660105347
46,0.40870172004473965,-0.48942420397769293,0.789234268807482,-1.3657133656180425
47,0.6741602860802707,-0.14754660135561856,-0.20454696580042378,-0.31942346729152576
48,0.18284291238464806,0.8070303399876417,0.6019685713357806,0.1797958224882778
49,-0.5613525259817332,-1.7020783501106285,-0.5578655678293358,-0.2470352589465885
50,-0.20736201123584103,0.4879655801110308,0.932330887632596,-0.5237244326179049
51,0.4064965692879408,-1.407164699477062,1.2107101610502204,0.19034307521245697
52,0.19061713451468462,-0.3155013300516336,0.8422411178767579,0.7230984269044762
53,-0.6489979667043655,-1.7843512125734156,1.296362432175337,-0.6317281036275739
54,0.3219047571280078,-0.9254765092087536,0.7778174593052023,-1.7363858429900065
55,0.724188289568255,-0.06787683829927772,-0.39255090104664947,-0.021121784955779006
56,-0.04026254010240808,-0.31645553062966897,1.0879765370977723,-0.5284572475898697
57,-0.31100154332598445,-0.7479115304082979,0.7848538266051954,-0.32874727215435606
58,-0.4517128892682694,0.6288027742753461,-0.3467225980180497,0.533337187050312
59,-0.42452554531523334,-0.12166696632475418,-1.1644343340838663,-0.5689303379614
60,0.3397305183571898,-0.2826260889147253,0.19649300402557715,-0.05460127351925289
61,0.0668493406462224,-0.5321137725178485,0.7255679874194542,-0.25132952565822997
62,0.25872786682279414,-1.5269828928093645,0.8469115556251214,0.7123463838041978
63,-0.1252208534041625,-0.21162113923628223,-1.9124829726191597,-0.3807424796141565
64,-0.7323801931240178,0.6631654677018576,0.9703465114080744,0.1229622608990519
65,-0.3098290445308201,-0.2890353236259697,1.2143609811414555,0.042501884124473546
66,0.446717458680842,0.43586483968163237,0.7482305527041779,-0.21310778168836433
67,-0.2590831365575295,0.9508007583614471,-1.0223121105859236,-0.6428862346135027
68,0.8449963092848759,1.34469228962044,-1.086980917283688,0.30867670832799105
69,0.16057718111880304,-0.7769133962148562,-0.027638539919628724,0.21900060184445028
70,0.07487860377536253,-0.2644917938710256,0.6031841436171146,-0.6330048021124184
71,0.13938209036853189,-0.17987285462784924,1.374465902909951,-0.41178124897723245
72,-0.5788910405282534,-0.9834556803812051,0.0,-0.5613737286332449
73,1.8221674285215514,2.1954968803743293,1.296362432175337,-0.46108024833356304
74,0.034119978757180154,-0.06224602519030981,1.1644343340838657,0.14362238071638858
75,0.8074151757771469,-1.2614653958758437,1.1990285456498004,0.0800359732994103
76,0.06694878674872054,-1.4777387440075156,0.5932958789676536,1.0299209258116064
77,0.9198971249676469,0.7857229333811577,-1.323909860438286,-0.4756745163990267
78,-0.4862679720161947,0.3457729361602367,0.4050111125116315,-0.3850251608304749
79,-0.24049776280416535,-1.3197686074837056,0.16678041938153565,1.3131901494911753
80,-0.34379161465237357,-0.06785006028648277,0.4456714562040072,0.5001635048127956
81,0.5867922398556626,0.2719924983314783,0.19642254016110844,0.03866666584725926
82,-0.22394412324023463,0.21923536144075903,0.04762415361440443,0.5653283863861412
83,-0.1558290996700474,-2.2954234954132793,0.5728410598195334,-0.0999152982578674
84,-0.4989432323955053,0.1203075430005844,-0.026217756850929183,0.2800051916707022
85,-0.18483914491574027,-0.09232625351562143,-0.357796100500486,0.3661095433655406
86,0.0030046166133457877,0.23808584786879455,1.3744659029099509,0.13128895800366402
87,0.1521640957855657,0.9280818172487714,0.8853996954298745,-0.09648128589508234
88,-1.0813461609463717,0.04326178963967826,-1.1157311356586717,0.09563037603498398
89,0.0972896173496045,-0.7089926449473191,-0.11587782446557976,-0.07848753677886049
90,0.229839422694334,-1.0980302736095238,1.5310722906033405,0.08856807269759004
