Date,PositiveReturn,PredictedValue,PredictedMinusActual,Close,EquityPriceReturns,BAMLH0A0HYM2,BAMLC0A0CM,BAMLC0A4CBBB,BAMLH0A1HYBB,BAMLH0A3HYC,Equity_Position,Strategy_Cum_Rtn,Equity_Cum_Rtn
2018-12-17,0,1,1,242.222229,-0.019618347,0.0,0.0,0.0,0.0,0.0,-0.019618347,0.980381653,0.980381653
2018-12-18,0,0,0,241.9566345,-0.001096491,-0.008595989,0.0,0.0,-0.013043478,-0.009929078,-0.0,0.980381653,0.9793066733409204
2018-12-19,0,0,0,238.3331604,-0.014975717,0.00867052,0.0,0.0,0.008810573,0.005730659,-0.0,0.980381653,0.9646408537447553
2018-12-20,0,1,1,234.453598,-0.016277896,0.008595989,0.0,0.0,0.008733624,0.007122507,-0.016277896,0.964423102412158,0.948938530250147
2018-12-21,0,0,0,229.6497498,-0.020489548,-0.011363636,-0.008264463,-0.006535948,-0.021645022,-0.002828854,-0.0,0.964423102412158,0.9294952086855371
2018-12-24,0,1,1,223.5816956,-0.026423082,-0.005747126,0.0,0.0,-0.004424779,-0.005673759,-0.026423082,0.9389400716944272,0.9049350805678321
2018-12-26,1,1,0,234.8781586,0.05052499,-0.01734104,-0.008333333,-0.006578947,-0.017777778,-0.018544936,0.05052499,0.9863800094273873,0.950656916464171
2018-12-27,1,1,0,236.6813965,0.007677333,-0.005882353,-0.008403361,-0.006622517,-0.004524887,-0.010174419,0.007677333,0.9939527772243045,0.9579554261806197
2018-12-28,0,0,0,236.3760986,-0.001289911,-0.00887574,-0.008474576,-0.006666667,-0.013636364,-0.004405286,-0.0,0.9939527772243045,0.9567197489388797
2018-12-31,1,1,0,238.4464722,0.008758811,-0.017910448,-0.008547009,-0.013422819,-0.01843318,-0.010324484,0.008758811,1.0026586217429374,0.9650994763998029
2019-01-02,1,1,0,238.694519,0.001040262,0.0,-0.00862069,0.0,0.004694836,-0.001490313,0.001040262,1.003701649406109,0.9661034327113216
2019-01-03,0,1,1,232.9985962,-0.023862814,-0.015197568,0.0,-0.006802721,-0.018691589,-0.007462687,-0.023862814,0.9797505036348378,0.9430494861917698
2019-01-04,1,1,0,240.8030701,0.033495798,0.0,-0.008695652,-0.006849315,-0.004761905,0.001503759,0.033495798,1.0125680285949885,0.974637681285253
2019-01-07,1,1,0,242.7017365,0.007884727,0.00308642,-0.00877193,-0.006896552,0.009569378,-0.004504505,0.007884727,1.020551851069388,0.9823224333261001
2019-01-08,1,1,0,244.9819794,0.009395248,0.0,0.0,-0.006944444,0.004739336,-0.001508296,0.009395248,1.0301401888070438,0.9915515962031622
2019-01-09,1,0,-1,246.1268768,0.004673395,0.009230769,0.0,0.006993007,0.009433962,0.01510574,0.0,1.0301401888070438,0.9961855084751001
2019-01-10,1,1,0,246.995163,0.003527799,-0.006097561,-0.008849558,-0.006944444,-0.004672897,-0.010416667,0.003527799,1.033774316334977,0.9996998507157131
2019-01-11,1,1,0,247.0905151,0.000386049,0.003067485,0.0,0.0,0.0,0.0,0.000386049,1.034173403876024,1.000085783843382
2019-01-14,0,1,1,245.5830383,-0.006100909,-0.006116208,0.0,-0.006993007,-0.004694836,-0.004511278,-0.006100909,1.027864006048756,0.9939843514839599
2019-01-15,1,1,0,248.3976135,0.011460788,-0.003076923,-0.008928571,-0.007042254,0.0,-0.004531722,0.011460788,1.0396441375149115,1.005376195411635
2019-01-16,1,0,-1,248.998703,0.002419868,0.012345679,0.018018018,0.014184397,0.004716981,0.02276176,0.0,1.0396441375149115,1.0078090730948732
2019-01-17,1,1,0,250.8878174,0.007586844,-0.018292683,0.0,0.0,-0.018779343,-0.007418398,0.007586844,1.0475317554017516,1.0154551633142286
