,RunDate,PeriodEndDate,FeatureLag,EquityDays,EquityDaysPositive,EquityDaysNegative,StrategyDaysInEquity,StrategyDaysInCash,StrategyCapturePositive,StrategyCaptureNegative,EquityDays>=1%,EquityDays<=-1%,StrategyCaptureExtremePositive,StrategyCaptureExtremeNegative
0,2021-10-21,2021-10-11,1,710,409,301,404,306,240,137,169,79,65,48
1,2021-10-21,2021-10-11,2,710,409,301,421,289,237,117,172,79,62,45
2,2021-10-21,2021-10-11,3,710,409,301,451,259,254,104,155,79,72,60
3,2021-10-21,2021-10-11,4,710,409,301,440,270,257,118,152,79,77,48
4,2021-10-21,2021-10-11,5,710,409,301,452,258,244,93,165,79,63,57
5,2021-10-21,2021-10-11,6,710,409,301,452,258,254,103,155,79,65,46
6,2021-10-21,2021-10-11,7,710,409,301,411,299,227,117,182,79,64,48
7,2021-10-21,2021-10-11,8,710,409,301,449,261,261,113,148,79,71,44
8,2021-10-21,2021-10-11,9,710,409,301,434,276,240,107,169,79,61,50
9,2021-10-21,2021-10-11,10,710,409,301,416,294,238,123,171,79,63,49
10,2021-10-21,2021-10-11,11,710,409,301,410,300,236,127,173,79,64,48
11,2021-10-21,2021-10-11,12,710,409,301,446,264,261,116,148,79,66,48
12,2021-10-21,2021-10-11,13,710,409,301,456,254,263,108,146,79,74,55
13,2021-10-21,2021-10-11,14,710,409,301,411,299,235,125,174,79,69,45
14,2021-10-21,2021-10-11,15,710,409,301,478,232,277,100,132,79,80,56
15,2021-10-21,2021-10-11,16,710,409,301,447,263,269,123,140,79,70,48
16,2021-10-21,2021-10-11,17,710,409,301,395,315,237,143,172,79,65,42
17,2021-10-21,2021-10-11,18,710,409,301,423,287,236,114,173,79,56,50
18,2021-10-21,2021-10-11,19,710,409,301,441,269,254,114,155,79,64,55
19,2021-10-21,2021-10-11,20,710,409,301,457,253,264,108,145,79,69,49
20,2021-10-21,2021-10-11,21,710,409,301,421,289,250,130,159,79,70,46
21,2021-10-21,2021-10-11,22,710,409,301,441,269,260,120,149,79,72,51
22,2021-10-21,2021-10-11,23,710,409,301,437,273,254,118,155,79,74,50
23,2021-10-21,2021-10-11,24,710,409,301,422,288,242,121,167,79,69,53
24,2021-10-21,2021-10-11,25,710,409,301,433,277,255,123,154,79,71,50
25,2021-10-21,2021-10-11,26,710,409,301,401,309,234,134,175,79,70,48
26,2021-10-21,2021-10-11,27,710,409,301,464,246,276,113,133,79,70,38
27,2021-10-21,2021-10-11,28,710,409,301,429,281,244,116,165,79,66,45
28,2021-10-21,2021-10-11,29,710,409,301,427,283,246,120,163,79,66,45
29,2021-10-21,2021-10-11,30,710,409,301,433,277,253,121,156,79,68,49
30,2021-10-21,2021-10-11,31,710,409,301,400,310,227,128,182,79,65,38
31,2021-10-21,2021-10-11,32,710,409,301,449,261,258,110,151,79,71,44
32,2021-10-21,2021-10-11,33,710,409,301,445,265,257,113,152,79,70,40
33,2021-10-21,2021-10-11,34,710,409,301,472,238,263,92,146,79,68,56
34,2021-10-21,2021-10-11,35,710,409,301,436,274,239,104,170,79,65,50
35,2021-10-21,2021-10-11,36,710,409,301,397,313,233,137,176,79,69,37
36,2021-10-21,2021-10-11,37,710,409,301,398,312,221,124,188,79,60,44
37,2021-10-21,2021-10-11,38,710,409,301,402,308,243,142,166,79,63,44
38,2021-10-21,2021-10-11,39,710,409,301,443,267,255,113,154,79,69,50
39,2021-10-21,2021-10-11,40,710,409,301,466,244,254,89,155,79,65,57
40,2021-10-21,2021-10-11,41,710,409,301,451,259,260,110,149,79,76,45
41,2021-10-21,2021-10-11,42,710,409,301,421,289,245,125,164,79,69,45
42,2021-10-21,2021-10-11,43,710,409,301,398,312,231,134,178,79,66,42
43,2021-10-21,2021-10-11,44,710,409,301,429,281,251,123,158,79,75,48
44,2021-10-21,2021-10-11,45,710,409,301,429,281,250,122,159,79,68,48
45,2021-10-21,2021-10-11,46,710,409,301,433,277,258,126,151,79,77,47
46,2021-10-21,2021-10-11,47,710,409,301,423,287,241,119,168,79,71,46
47,2021-10-21,2021-10-11,48,710,409,301,440,270,256,117,153,79,74,51
48,2021-10-21,2021-10-11,49,710,409,301,435,275,257,123,152,79,68,45
49,2021-10-21,2021-10-11,50,710,409,301,445,265,256,112,153,79,76,51
50,2021-10-21,2021-10-11,51,710,409,301,452,258,253,102,156,79,72,51
51,2021-10-21,2021-10-11,52,710,409,301,423,287,227,105,182,79,65,51
52,2021-10-21,2021-10-11,53,710,409,301,443,267,254,112,155,79,70,50
53,2021-10-21,2021-10-11,54,710,409,301,420,290,238,119,171,79,70,47
54,2021-10-21,2021-10-11,55,710,409,301,425,285,235,111,174,79,59,52
55,2021-10-21,2021-10-11,56,710,409,301,388,322,219,132,190,79,55,40
56,2021-10-21,2021-10-11,57,710,409,301,454,256,268,115,141,79,74,46
57,2021-10-21,2021-10-11,58,710,409,301,439,271,247,109,162,79,65,51
58,2021-10-21,2021-10-11,59,710,409,301,430,280,242,113,167,79,69,57
59,2021-10-21,2021-10-11,60,710,409,301,432,278,247,116,162,79,68,49
60,2021-10-21,2021-10-11,61,710,409,301,430,280,244,115,165,79,68,48
61,2021-10-21,2021-10-11,62,710,409,301,443,267,241,99,168,79,69,56
62,2021-10-21,2021-10-11,63,710,409,301,417,293,246,130,163,79,74,47
63,2021-10-21,2021-10-11,64,710,409,301,402,308,231,130,178,79,75,46
64,2021-10-21,2021-10-11,65,710,409,301,464,246,284,121,125,79,79,52
65,2021-10-21,2021-10-11,66,710,409,301,422,288,245,124,164,79,63,45
66,2021-10-21,2021-10-11,67,710,409,301,435,275,253,119,156,79,63,43
67,2021-10-21,2021-10-11,68,710,409,301,434,276,251,118,158,79,70,49
68,2021-10-21,2021-10-11,69,710,409,301,448,262,252,105,157,79,66,49
69,2021-10-21,2021-10-11,70,710,409,301,441,269,260,120,149,79,76,44
70,2021-10-21,2021-10-11,71,710,409,301,395,315,238,144,171,79,66,43
71,2021-10-21,2021-10-11,72,710,409,301,414,296,235,122,174,79,68,42
72,2021-10-21,2021-10-11,73,710,409,301,424,286,245,122,164,79,67,48
73,2021-10-21,2021-10-11,74,710,409,301,415,295,230,116,179,79,64,47
74,2021-10-21,2021-10-11,75,710,409,301,411,299,230,120,179,79,59,50
75,2021-10-21,2021-10-11,76,710,409,301,450,260,256,107,153,79,72,54
76,2021-10-21,2021-10-11,77,710,409,301,417,293,243,127,166,79,66,42
77,2021-10-21,2021-10-11,78,710,409,301,434,276,251,118,158,79,70,42
78,2021-10-21,2021-10-11,79,710,409,301,373,337,223,151,186,79,56,43
79,2021-10-21,2021-10-11,80,710,409,301,425,285,251,127,158,79,74,43
80,2021-10-21,2021-10-11,81,710,409,301,448,262,253,106,156,79,73,56
81,2021-10-21,2021-10-11,82,710,409,301,481,229,279,99,130,79,81,55
82,2021-10-21,2021-10-11,83,710,409,301,431,279,242,112,167,79,69,51
