Date,PositiveReturn,PredictedValue,PredictedMinusActual,Close,EquityPriceReturns,BAMLH0A0HYM2,BAMLC0A0CM,BAMLC0A4CBBB,BAMLH0A1HYBB,BAMLH0A3HYC,Equity_Position,Strategy_Cum_Rtn,Equity_Cum_Rtn
2018-12-17,0,1,1,242.2222595,-0.019618526,0.0,0.0,0.0,0.0,0.0,-0.019618526,0.980381474,0.980381474
2018-12-18,0,0,0,241.956665,-0.001096491,0.027108434,0.0,0.0,0.041474654,0.01174743,-0.0,0.980381474,0.9793064945371923
2018-12-19,0,0,0,238.3331451,-0.014975904,0.029325513,0.0,0.0,0.039823009,0.017416546,-0.0,0.980381474,0.9646404944884268
2018-12-20,0,0,0,234.453598,-0.016277833,0.01994302,0.026548673,0.027972028,0.021276596,0.021398003,-0.0,0.980381474,0.9489382376141068
2018-12-21,0,0,0,229.6497498,-0.020489548,-0.011173184,0.0,0.0,-0.0125,-0.009776536,-0.0,0.980381474,0.9294949220454771
2018-12-24,0,0,0,223.5816803,-0.026423149,-0.014124294,-0.00862069,-0.006802721,-0.021097046,-0.007052186,-0.0,0.980381474,0.9049347392255261
2018-12-26,1,0,-1,234.8781433,0.050524994,-0.011461318,0.008695652,0.006849315,-0.012931034,-0.004261364,0.0,0.980381474,0.9506565614952875
2018-12-27,1,1,0,236.6814117,0.007677464,0.0,0.0,0.0,-0.004366812,0.0,0.007677464,0.9879083174729019,0.9579551930225313
2018-12-28,0,0,0,236.3760986,-0.001289975,0.017391304,0.00862069,0.006802721,0.026315789,0.005706134,-0.0,0.9879083174729019,0.956719454772412
2018-12-31,1,1,0,238.4464722,0.008758811,0.0,0.0,0.0,0.0,-0.004255319,0.008758811,0.9965612197109751,0.9650991796567867
2019-01-02,1,1,0,238.6945038,0.001040198,0.002849003,0.008547009,0.006756757,0.004273504,0.004273504,0.001040198,0.9975978406985961,0.9661030738932674
2019-01-03,0,0,0,232.9986115,-0.023862687,0.036931818,0.016949153,0.020134228,0.046808511,0.025531915,-0.0,0.9975978406985961,0.9430492586312145
