,RunDate,PeriodEndDate,FeatureLag,n_estimators,min_samples_split,max_features,max_depth
0,2021-10-22,2021-10-05,1,968,10,1,2795
1,2021-10-22,2021-10-05,2,110,12,4,705
2,2021-10-22,2021-10-05,3,86,47,4,2009
3,2021-10-22,2021-10-05,4,840,34,2,219
4,2021-10-22,2021-10-05,5,210,48,2,4278
5,2021-10-22,2021-10-05,6,25,38,2,2664
6,2021-10-22,2021-10-05,7,613,12,5,2170
7,2021-10-22,2021-10-05,8,71,39,1,852
8,2021-10-22,2021-10-05,9,141,32,1,5632
9,2021-10-22,2021-10-05,10,302,37,5,952
10,2021-10-22,2021-10-05,11,571,22,2,4046
11,2021-10-22,2021-10-05,12,611,43,4,4337
12,2021-10-22,2021-10-05,13,767,27,1,1116
13,2021-10-22,2021-10-05,14,603,7,1,2749
14,2021-10-22,2021-10-05,15,32,42,4,2344
15,2021-10-22,2021-10-05,16,665,43,5,2090
16,2021-10-22,2021-10-05,17,129,38,1,3224
17,2021-10-22,2021-10-05,18,121,2,2,605
18,2021-10-22,2021-10-05,19,24,48,3,5743
19,2021-10-22,2021-10-05,20,287,25,1,2241
20,2021-10-22,2021-10-05,21,74,25,4,1868
21,2021-10-22,2021-10-05,22,175,7,3,1102
22,2021-10-22,2021-10-05,23,649,41,5,10
23,2021-10-22,2021-10-05,24,996,22,1,5142
24,2021-10-22,2021-10-05,25,676,26,4,4026
25,2021-10-22,2021-10-05,26,52,31,5,2864
26,2021-10-22,2021-10-05,27,137,31,1,2753
27,2021-10-22,2021-10-05,28,955,41,5,2218
28,2021-10-22,2021-10-05,29,805,40,4,4269
29,2021-10-22,2021-10-05,30,521,48,1,479
30,2021-10-22,2021-10-05,31,949,49,1,1125
31,2021-10-22,2021-10-05,32,443,3,5,5220
32,2021-10-22,2021-10-05,33,174,26,1,3759
33,2021-10-22,2021-10-05,34,136,42,1,5086
34,2021-10-22,2021-10-05,35,358,7,5,1392
35,2021-10-22,2021-10-05,36,22,40,1,3221
36,2021-10-22,2021-10-05,37,755,47,5,2618
37,2021-10-22,2021-10-05,38,310,37,3,2260
38,2021-10-22,2021-10-05,39,302,5,4,730
39,2021-10-22,2021-10-05,40,391,33,3,2291
40,2021-10-22,2021-10-05,41,486,43,1,166
41,2021-10-22,2021-10-05,42,926,38,1,4000
42,2021-10-22,2021-10-05,43,990,21,1,4326
43,2021-10-22,2021-10-05,44,540,41,4,4860
44,2021-10-22,2021-10-05,45,951,4,2,5798
45,2021-10-22,2021-10-05,46,554,3,4,1698
46,2021-10-22,2021-10-05,47,412,8,3,440
47,2021-10-22,2021-10-05,48,442,48,1,1855
48,2021-10-22,2021-10-05,49,967,49,3,5415
49,2021-10-22,2021-10-05,50,857,20,1,3626
50,2021-10-22,2021-10-05,51,753,34,2,5413
51,2021-10-22,2021-10-05,52,828,48,1,1633
52,2021-10-22,2021-10-05,53,944,46,1,3781
53,2021-10-22,2021-10-05,54,792,50,4,4546
54,2021-10-22,2021-10-05,55,65,26,3,4963
55,2021-10-22,2021-10-05,56,504,36,1,5602
56,2021-10-22,2021-10-05,57,23,20,2,94
57,2021-10-22,2021-10-05,58,927,16,5,669
58,2021-10-22,2021-10-05,59,49,18,4,720
59,2021-10-22,2021-10-05,60,47,17,4,4113
60,2021-10-22,2021-10-05,61,274,47,2,5421
61,2021-10-22,2021-10-05,62,732,43,1,1496
62,2021-10-22,2021-10-05,63,193,35,5,4249
63,2021-10-22,2021-10-05,64,171,46,1,5700
64,2021-10-22,2021-10-05,65,764,41,1,2306
65,2021-10-22,2021-10-05,66,25,40,3,1920
66,2021-10-22,2021-10-05,67,169,22,5,5818
67,2021-10-22,2021-10-05,68,314,14,5,697
68,2021-10-22,2021-10-05,69,269,33,2,4453
69,2021-10-22,2021-10-05,70,800,49,2,3790
70,2021-10-22,2021-10-05,71,151,36,2,3814
71,2021-10-22,2021-10-05,72,212,46,5,4350
72,2021-10-22,2021-10-05,73,90,15,1,1320
73,2021-10-22,2021-10-05,74,48,39,5,4696
74,2021-10-22,2021-10-05,75,31,46,1,2349
75,2021-10-22,2021-10-05,76,520,49,2,2496
76,2021-10-22,2021-10-05,77,217,8,2,5662
77,2021-10-22,2021-10-05,78,812,31,4,2774
78,2021-10-22,2021-10-05,79,700,32,3,2419
79,2021-10-22,2021-10-05,80,987,34,2,3589
80,2021-10-22,2021-10-05,81,305,28,3,4231
81,2021-10-22,2021-10-05,82,420,50,1,1164
82,2021-10-22,2021-10-05,83,482,46,4,1215
83,2021-10-22,2021-10-05,84,793,30,1,2878
84,2021-10-22,2021-10-05,85,623,19,5,3748
85,2021-10-22,2021-10-05,86,286,48,1,4658
86,2021-10-22,2021-10-05,87,979,7,5,5039
87,2021-10-22,2021-10-05,88,671,20,4,4612
88,2021-10-22,2021-10-05,89,869,38,5,661
89,2021-10-22,2021-10-05,90,932,28,1,5977
