,RunDate,PeriodEndDate,FeatureLag,n_estimators,max_depth,max_features,random_state,verbose,Annual Return,Annual Volatility,Sharpe Ratio,Calmar Ratio,Max Drawdown,Sortino Ratio,Alpha,Beta
0,2021-10-26,2021-10-21,1,500,5000,auto,0,0,0.12609921643822886,0.17200185716209512,0.7776208498871618,0.39009662963613984,-0.32325123279287776,1.04460772430464,-0.00484888264451,0.5801603950410174
1,2021-10-26,2021-10-21,2,500,5000,auto,0,0,0.08216704886832904,0.16208401674654618,0.568701340584341,0.3450612168040758,-0.23812310647180937,0.7817622895536626,-0.03042139325905746,0.5151029576626942
2,2021-10-26,2021-10-21,3,500,5000,auto,0,0,0.036959356187932446,0.20004728156187687,0.2822371768048316,0.1054326231007919,-0.3505495272805637,0.382058259588536,-0.12298985069817481,0.7854598043504387
3,2021-10-26,2021-10-21,4,500,5000,auto,0,0,0.2466656796443556,0.1856970491347035,1.2802792660644438,1.2982834320882057,-0.18999370518624709,1.938118669417645,0.07881913615983893,0.6774841533979337
4,2021-10-26,2021-10-21,5,500,5000,auto,0,0,0.04793894880140592,0.19091379383644624,0.34194642200559255,0.16817474409822322,-0.2850543882701374,0.4507945498727451,-0.10023510269935543,0.7152217268624159
5,2021-10-26,2021-10-21,6,500,5000,auto,0,0,0.10805638002730578,0.16483924825958599,0.7055242835361464,0.5228414064764287,-0.206671427872416,0.9631961064186211,-0.010925822929044648,0.5327429237518252
6,2021-10-26,2021-10-21,7,500,5000,auto,0,0,0.10630274742597234,0.18557843972659213,0.6372324458654294,0.3550474678569574,-0.29940432491353497,0.9086192554044524,-0.042227525241641084,0.6755267307621081
7,2021-10-26,2021-10-21,8,500,5000,auto,0,0,0.1963657888861623,0.15747136392085637,1.2182284184023677,0.9980178241378294,-0.1967557934707222,1.6906187129591936,0.07852124845634689,0.486493708001685
8,2021-10-26,2021-10-21,9,500,5000,auto,0,0,-0.04457800568127479,0.1649468400446057,-0.19246219932531541,-0.10687745952517062,-0.4170945480864116,-0.23480176582873832,-0.14757774379266186,0.535224325698175
9,2021-10-26,2021-10-21,10,500,5000,auto,0,0,0.11577597312399779,0.17324839438409295,0.7196193350035531,0.4898530615105018,-0.23634837101353037,0.9817847559533937,-0.015830739469072763,0.5886021302546782
10,2021-10-26,2021-10-21,11,500,5000,auto,0,0,0.14291054700865358,0.18175260295495524,0.8258776778535319,0.6125501818379553,-0.23330422754891827,1.2124108070271933,-0.00470202487254201,0.6479886134971264
11,2021-10-26,2021-10-21,12,500,5000,auto,0,0,0.1302264116530547,0.1591461670653285,0.849958403037328,0.5705069470682679,-0.22826437490772847,1.1171017688778795,0.016776240480118387,0.49652266839650927
12,2021-10-26,2021-10-21,13,500,5000,auto,0,0,0.1547069419598568,0.18570807287260496,0.8675381517561414,1.0006826793827885,-0.15460139877236462,1.273098324978847,-0.0005472157228084695,0.6766076874580216
13,2021-10-26,2021-10-21,14,500,5000,auto,0,0,0.11582504523320547,0.1778817003009726,0.7057972106324812,0.47218238142997265,-0.24529726179625147,0.9630042018393576,-0.022463339057462228,0.6205669802673245
