Date,Close,EquityPriceReturns,PositiveReturn
2011-10-28,105.8866195678711,-0.00023332356049299285,0
2011-10-31,103.33417510986328,-0.02410544852998875,0
2011-11-01,100.45233154296875,-0.02788858152523699,0
2011-11-02,102.09085845947266,0.016311487163471305,1
2011-11-03,103.95169067382812,0.018227216838363258,1
2011-11-04,103.31768798828125,-0.0060990127379092485,0
2011-11-07,103.95993041992188,0.0062161905105104776,1
2011-11-08,105.29381561279297,0.012830762655218875,1
2011-11-09,101.40746307373047,-0.03690959926226012,0
2011-11-10,102.36256408691406,0.009418448940875068,1
2011-11-11,104.28926086425781,0.01882227936091785,1
2011-11-14,103.30121612548828,-0.009474079407423952,0
2011-11-15,103.81172180175781,0.0049419135167718675,1
2011-11-16,102.16495513916016,-0.015863012712016955,0
2011-11-17,100.54290771484375,-0.0158767497338691,0
2011-11-18,100.43585968017578,-0.0010647000081952518,0
2011-11-21,98.52562713623047,-0.01901942742391205,0
2011-11-22,98.138671875,-0.003927457987102478,0
2011-11-23,95.97315979003906,-0.022065838507771662,0
2011-11-25,95.7919921875,-0.0018876902973227194,0
2011-11-28,98.56680297851562,0.028967043357698508,1
2011-11-29,98.84675598144531,0.0028402362100625744,1
2011-11-30,102.91423797607422,0.04114937262475693,1
2011-12-01,102.89777374267578,-0.00015998013221707463,0
2011-12-02,102.80721282958984,-0.0008801056601323021,0
2011-12-05,103.92699432373047,0.010892051864072494,1
2011-12-06,103.95993041992188,0.00031691570035019545,1
2011-12-07,104.34691619873047,0.003722451306435559,1
2011-12-08,102.05792236328125,-0.021936382203090576,0
2011-12-09,103.78701782226562,0.016942295305890642,1
2011-12-12,102.27200317382812,-0.01459734252150835,0
2011-12-13,101.3169174194336,-0.009338682383791874,0
2011-12-14,100.23825073242188,-0.010646461760637993,0
2011-12-15,100.60054779052734,0.0036143593434465604,1
2011-12-16,100.74968719482422,0.001482490976166595,1
2011-12-19,99.6725082397461,-0.010691635726820081,0
2011-12-20,102.6885986328125,0.030260002946967957,1
2011-12-21,102.88748168945312,0.001936758893280599,1
2011-12-22,103.7989273071289,0.008858663879312445,1
2011-12-23,104.72697448730469,0.008940816675588437,1
2011-12-27,104.80982971191406,0.0007911545713508161,1
2011-12-28,103.43438720703125,-0.013123220490515286,0
2011-12-29,104.50326538085938,0.010333876408903375,1
2011-12-30,103.98950958251953,-0.004916169810268323,0
2012-01-03,105.64672088623047,0.01593633156232821,1
2012-01-04,105.81243896484375,0.0015686059843895706,1
2012-01-05,106.09416198730469,0.0026624754633484127,1
2012-01-06,105.82074737548828,-0.002577093844702949,0
2012-01-09,106.07756805419922,0.0024269407000090393,1
2012-01-10,106.9973373413086,0.008670723735289876,1
2012-01-11,107.05534362792969,0.0005421283189137593,1
2012-01-12,107.31220245361328,0.002399308777862652,1
2012-01-13,106.75704956054688,-0.005173250388802453,0
2012-01-17,107.17137145996094,0.003880979299442755,1
2012-01-18,108.35625457763672,0.01105596673378817,1
2012-01-19,108.9280014038086,0.0052765465953072965,1
2012-01-20,109.3340072631836,0.0037272864106805415,1
2012-01-23,109.05228424072266,-0.0025767190786557537,0
2012-01-24,108.9280014038086,-0.0011396628486911586,0
2012-01-25,109.83944702148438,0.008367413391685563,1
2012-01-26,109.27603912353516,-0.005129376678662756,0
2012-01-27,109.22630310058594,-0.0004551411576420028,0
2012-01-30,108.85340118408203,-0.003414030374721211,0
2012-01-31,108.8119888305664,-0.0003804415210287848,0
2012-02-01,109.76487731933594,0.008757201288300154,1
2012-02-02,109.93885040283203,0.0015849613077045799,1
2012-02-03,111.48008728027344,0.014019037599484419,1
2012-02-06,111.4054946899414,-0.0006691113377449431,0
2012-02-07,111.6872329711914,0.002528944214413409,1
2012-02-08,112.01866149902344,0.0029674701307849105,1
2012-02-09,112.15955352783203,0.0012577549751371375,1
2012-02-10,111.33090209960938,-0.007388148420339635,0
2012-02-13,112.15955352783203,0.007443139439230029,1
2012-02-14,112.01866149902344,-0.001256175014762606,0
2012-02-15,111.49665069580078,-0.0046600342856909505,0
2012-02-16,112.73127746582031,0.011073218453781175,1
2012-02-17,113.02957153320312,0.002646063045575353,1
2012-02-21,113.07929229736328,0.0004398916450421009,1
2012-02-22,112.71469116210938,-0.003224296224768719,0
2012-02-23,113.21186828613281,0.0044109345365492825,1
2012-02-24,113.4604263305664,0.0021955122567660634,1
2012-02-27,113.6510238647461,0.001679859139823714,1
2012-02-28,113.9824447631836,0.002916127696587445,1
2012-02-29,113.53499603271484,-0.003925593378861114,0
2012-03-01,114.12332916259766,0.005181954026873603,1
2012-03-02,113.77532958984375,-0.0030493289611109864,0
2012-03-05,113.311279296875,-0.004078654789589575,0
2012-03-06,111.65408325195312,-0.014625164019020809,0
2012-03-07,112.43296813964844,0.006975874638974977,1
2012-03-08,113.55157470703125,0.009949097545778995,1
2012-03-09,113.99076843261719,0.0038677907084871954,1
2012-03-12,113.99906921386719,7.281976746131846e-05,1
2012-03-13,116.0539779663086,0.018025662548053933,1
2012-03-14,115.92965698242188,-0.0010712341452251417,0
2012-03-15,116.60084533691406,0.00578961735903305,1
2012-03-16,116.76227569580078,0.0013844698845901782,1
2012-03-19,117.22003936767578,0.003920475762801967,1
2012-03-20,116.87883758544922,-0.0029107803074212013,0
2012-03-21,116.68742370605469,-0.001637712038799033,0
2012-03-22,115.84683990478516,-0.007203722342752461,0
2012-03-23,116.2213363647461,0.0032326860212046338,1
2012-03-26,117.8525390625,0.01403531183495077,1
2012-03-27,117.48633575439453,-0.0031073009628690418,0
2012-03-28,116.90377807617188,-0.0049585143198311865,0
2012-03-29,116.70404815673828,-0.0017084984139986714,0
2012-03-30,117.18675231933594,0.004136138979081272,1
2012-04-02,118.0439682006836,0.007314955525106859,1
2012-04-03,117.5612564086914,-0.004089254193586078,0
2012-04-04,116.39610290527344,-0.009911033098926825,0
2012-04-05,116.33782958984375,-0.0005006466193899772,0
2012-04-09,115.03125762939453,-0.011230843527471834,0
2012-04-10,113.1004638671875,-0.0167849487347832,0
2012-04-11,114.01590728759766,0.008094073084307984,1
2012-04-12,115.5055923461914,0.013065589653521892,1
2012-04-13,114.13245391845703,-0.011888068792538009,0
2012-04-16,114.05754089355469,-0.0006563691774810199,0
2012-04-17,115.7469711303711,0.014812087158648124,1
2012-04-18,115.3558349609375,-0.0033792345977938787,0
2012-04-19,114.61512756347656,-0.0064210657199244014,0
2012-04-20,114.8065414428711,0.0016700577267911854,1
2012-04-23,113.84113311767578,-0.008409001029577312,0
2012-04-24,114.27388000488281,0.003801322732440715,1
2012-04-25,115.8385238647461,0.013692051585160403,1
2012-04-26,116.64578247070312,0.0069688267687146865,1
2012-04-27,116.83717346191406,0.0016407879235498246,1
2012-04-30,116.40444946289062,-0.003703650013105575,0
2012-05-01,117.12847137451172,0.006219881756770018,1
2012-05-02,116.77893829345703,-0.0029841854585216376,0
2012-05-03,115.88847351074219,-0.007625217318530275,0
2012-05-04,114.01590728759766,-0.016158347473365864,0
2012-05-07,114.09915161132812,0.0007301114880442494,1
2012-05-08,113.64141082763672,-0.004011780782127716,0
2012-05-09,112.96730041503906,-0.005931908163478328,0
2012-05-10,113.20033264160156,0.0020628290284563366,1
2012-05-11,112.85910034179688,-0.0030144107516454355,0
2012-05-14,111.61077117919922,-0.01106095262869411,0
2012-05-15,110.96993255615234,-0.005741727400287888,0
2012-05-16,110.5455322265625,-0.0038244623549275047,0
2012-05-17,108.90603637695312,-0.014830955322999717,0
2012-05-18,107.97392272949219,-0.008558879548555387,0
2012-05-21,109.82978820800781,0.017188089786875027,1
2012-05-22,110.0212173461914,0.0017429619168620736,1
2012-05-23,110.0794677734375,0.0005294472161929686,1
2012-05-24,110.29582214355469,0.0019654380103153457,1
2012-05-25,109.9380111694336,-0.0032441026973386577,0
2012-05-29,111.26953125,0.012111553287191157,1
2012-05-30,109.65502166748047,-0.014509898301737767,0
2012-05-31,109.41371154785156,-0.002200629902392004,0
2012-06-01,106.65897369384766,-0.025177263571751984,0
2012-06-04,106.60908508300781,-0.000467739460751293,0
2012-06-05,107.41632843017578,0.0075719939491032395,1
2012-06-06,109.82978820800781,0.02246827659354289,1
2012-06-07,109.89637756347656,0.0006062959471673235,1
2012-06-08,110.7702407836914,0.007951701772063391,1
2012-06-11,109.36376190185547,-0.012697263018345062,0
2012-06-12,110.62043762207031,0.01149078724397401,1
2012-06-13,109.91301727294922,-0.006395023960562907,0
2012-06-14,111.0781478881836,0.010600478852663908,1
2012-06-15,112.21418762207031,0.0102273917551301,1
2012-06-18,112.43167114257812,0.0019381107248246376,1
2012-06-19,113.51918029785156,0.009672622884830506,1
2012-06-20,113.33515930175781,-0.0016210564206939893,0
2012-06-21,110.79203796386719,-0.022438944397823568,0
2012-06-22,111.64532470703125,0.007701697331737423,1
2012-06-25,109.85511779785156,-0.016034768261701693,0
2012-06-26,110.40719604492188,0.005025512312373248,1
2012-06-27,111.40271759033203,0.009016817572335523,1
2012-06-28,111.08482360839844,-0.002853556796546086,0
2012-06-29,113.85382080078125,0.02492687211841127,1
2012-07-02,114.19679260253906,0.0030123872817402475,1
2012-07-03,114.94967651367188,0.006592863897265655,1
2012-07-05,114.43098449707031,-0.004512339941555865,0
2012-07-06,113.34349822998047,-0.009503424897281065,0
2012-07-09,113.2013168334961,-0.0012544292235967536,0
2012-07-10,112.21418762207031,-0.008720121276307391,0
2012-07-11,112.23091125488281,0.00014903314070080498,1
2012-07-12,111.68714141845703,-0.004845098648364798,0
2012-07-13,113.56103515625,0.016778061592355398,1
2012-07-16,113.29328918457031,-0.002357727466214876,0
2012-07-17,114.07128143310547,0.006867063831712983,1
2012-07-18,114.91617584228516,0.007406723222226352,1
2012-07-19,115.21739196777344,0.0026211812504244314,1
2012-07-20,114.163330078125,-0.009148461631063975,0
2012-07-23,113.00890350341797,-0.010112061148855989,0
2012-07-24,112.03850555419922,-0.008586915890121838,0
2012-07-25,112.06360626220703,0.0002240364407186668,1
2012-07-26,113.91236114501953,0.016497370952767376,1
2012-07-27,116.0120620727539,0.0184325994705814,1
2012-07-30,116.0120620727539,0.0,0
2012-07-31,115.20063781738281,-0.006994309392261533,0
2012-08-01,115.10025787353516,-0.0008713488549150217,0
2012-08-02,114.30557250976562,-0.0069042883000547395,0
2012-08-03,116.57256317138672,0.019832722166081673,1
2012-08-06,116.79842376708984,0.0019375107620398513,1
2012-08-07,117.38401794433594,0.00501371643862103,1
2012-08-08,117.5262222290039,0.0012114450259779197,1
2012-08-09,117.62662506103516,0.0008543015348150274,1
2012-08-10,117.81900024414062,0.0016354731167849135,1
2012-08-13,117.7604751586914,-0.0004967372438057227,0
2012-08-14,117.77717590332031,0.0001418196097324742,1
2012-08-15,117.91106414794922,0.001136792791999186,1
2012-08-16,118.78105163574219,0.007378336325599921,1
2012-08-17,118.9399642944336,0.001337862028522263,1
2012-08-20,118.94837951660156,7.075184710103599e-05,1
2012-08-21,118.588623046875,-0.0030244755850276084,0
2012-08-22,118.63887023925781,0.00042371005828223396,1
2012-08-23,117.66841888427734,-0.008179876907318584,0
2012-08-24,118.37950897216797,0.006043168546268518,1
2012-08-27,118.40460205078125,0.00021197147066365218,1
2012-08-28,118.2874755859375,-0.0009892053418119051,0
2012-08-29,118.37950897216797,0.0007780484432065027,1
2012-08-30,117.5262222290039,-0.0072080611802899375,0
2012-08-31,118.0867691040039,0.004769547292243992,1
2012-09-04,117.97796630859375,-0.0009213800685352602,0
2012-09-05,117.87754821777344,-0.0008511597034792651,0
2012-09-06,120.27008056640625,0.02029676036536432,1
2012-09-07,120.73857879638672,0.0038953846856515373,1
2012-09-10,120.05255889892578,-0.005681861624508899,0
2012-09-11,120.38719177246094,0.0027873864297793816,1
2012-09-12,120.78875732421875,0.0033356169028080362,1
2012-09-13,122.629150390625,0.015236459975048078,1
2012-09-14,123.17292785644531,0.004434324661698685,1
2012-09-17,122.754638671875,-0.003395950651248758,0
2012-09-18,122.65425109863281,-0.0008177904666439861,0
2012-09-19,122.72117614746094,0.000545639863507974,1
2012-09-20,122.72953033447266,6.807453508828054e-05,1
2012-09-21,122.67823791503906,-0.0004179305444566017,0
2012-09-24,122.49322509765625,-0.001508114401764904,0
2012-09-25,121.18966674804688,-0.0106418812025737,0
2012-09-26,120.50840759277344,-0.005621429397027478,0
2012-09-27,121.64384460449219,0.009422056389257527,1
2012-09-28,121.0803451538086,-0.004632371268071367,0
2012-10-01,121.39995574951172,0.0026396571243427758,1
2012-10-02,121.52606201171875,0.0010387669536489064,1
2012-10-03,122.02228546142578,0.0040832677492601555,1
2012-10-04,122.8969497680664,0.00716807018761445,1
2012-10-05,122.90531158447266,6.803925095000274e-05,1
2012-10-08,122.48480987548828,-0.003421346917910628,0
2012-10-09,121.27377319335938,-0.009887239759444277,0
2012-10-10,120.50003051757812,-0.006380131956046142,0
2012-10-11,120.56733703613281,0.0005585601784960925,1
2012-10-12,120.17203521728516,-0.0032786808481072294,0
2012-10-15,121.17284393310547,0.008328133196801923,1
2012-10-16,122.40074157714844,0.010133439178177994,1
2012-10-17,122.95582580566406,0.004534974391194879,1
2012-10-18,122.63621520996094,-0.0025993936733691436,0
2012-10-19,120.59257507324219,-0.016664246635628044,0
2012-10-22,120.60934448242188,0.0001390583887068697,1
2012-10-23,118.93575286865234,-0.01387613555940892,0
2012-10-24,118.59932708740234,-0.0028286345622374753,0
2012-10-25,118.94418334960938,0.00290774214893208,1
2012-10-26,118.87686920166016,-0.0005659305571199535,0
2012-10-31,118.87686920166016,0.0,0
2012-11-01,120.12156677246094,0.010470477386894439,1
2012-11-02,119.05348205566406,-0.00889169818122737,0
2012-11-05,119.2973861694336,0.0020486936590018434,1
2012-11-06,120.23091888427734,0.007825257072421321,1
2012-11-07,117.50604248046875,-0.022663691079590764,0
2012-11-08,116.0931396484375,-0.012024086610406437,0
2012-11-09,116.19405364990234,0.0008692503430474119,1
2012-11-12,116.28657531738281,0.0007962685229938593,1
