,RunDate,PeriodEndDate,FeatureLag,EquityDays,EquityDaysPositive,EquityDaysNegative,StrategyDaysInEquity,StrategyDaysInCash,StrategyCapturePositive,StrategyCaptureNegative,EquityDays>=1%,EquityDays<=-1%,StrategyCaptureExtremePositive,StrategyCaptureExtremeNegative
0,2021-10-21,2021-10-06,1,707,408,299,399,308,235,135,173,79,65,47
1,2021-10-21,2021-10-06,2,707,408,299,426,281,241,114,167,79,65,48
2,2021-10-21,2021-10-06,3,707,408,299,433,274,243,109,165,79,73,57
3,2021-10-21,2021-10-06,4,707,408,299,437,270,260,122,148,79,79,48
4,2021-10-21,2021-10-06,5,707,408,299,447,260,252,104,156,79,67,52
5,2021-10-21,2021-10-06,6,707,408,299,447,260,250,102,158,79,64,44
6,2021-10-21,2021-10-06,7,707,408,299,404,303,227,122,181,79,66,49
7,2021-10-21,2021-10-06,8,707,408,299,443,264,256,112,152,79,68,44
8,2021-10-21,2021-10-06,9,707,408,299,422,285,236,113,172,79,59,49
9,2021-10-21,2021-10-06,10,707,408,299,417,290,244,126,164,79,66,49
10,2021-10-21,2021-10-06,11,707,408,299,413,294,239,125,169,79,66,47
11,2021-10-21,2021-10-06,12,707,408,299,445,262,262,116,146,79,64,46
12,2021-10-21,2021-10-06,13,707,408,299,459,248,265,105,143,79,76,55
13,2021-10-21,2021-10-06,14,707,408,299,426,281,246,119,162,79,70,48
14,2021-10-21,2021-10-06,15,707,408,299,479,228,279,99,129,79,79,55
15,2021-10-21,2021-10-06,16,707,408,299,442,265,261,118,147,79,70,53
16,2021-10-21,2021-10-06,17,707,408,299,404,303,238,133,170,79,69,52
17,2021-10-21,2021-10-06,18,707,408,299,422,285,240,117,168,79,57,48
18,2021-10-21,2021-10-06,19,707,408,299,439,268,258,118,150,79,64,53
19,2021-10-21,2021-10-06,20,707,408,299,458,249,263,104,145,79,66,51
20,2021-10-21,2021-10-06,21,707,408,299,436,271,256,119,152,79,71,49
21,2021-10-21,2021-10-06,22,707,408,299,443,264,261,117,147,79,71,52
22,2021-10-21,2021-10-06,23,707,408,299,438,269,257,118,151,79,76,52
23,2021-10-21,2021-10-06,24,707,408,299,423,284,241,117,167,79,71,53
24,2021-10-21,2021-10-06,25,707,408,299,434,273,254,119,154,79,70,48
25,2021-10-21,2021-10-06,26,707,408,299,403,304,236,132,172,79,71,50
26,2021-10-21,2021-10-06,27,707,408,299,462,245,272,109,136,79,70,41
27,2021-10-21,2021-10-06,28,707,408,299,428,279,244,115,164,79,66,45
28,2021-10-21,2021-10-06,29,707,408,299,421,286,238,116,170,79,68,43
29,2021-10-21,2021-10-06,30,707,408,299,443,264,263,119,145,79,69,51
30,2021-10-21,2021-10-06,31,707,408,299,410,297,233,122,175,79,65,39
31,2021-10-21,2021-10-06,32,707,408,299,450,257,259,108,149,79,71,45
32,2021-10-21,2021-10-06,33,707,408,299,445,262,261,115,147,79,71,41
33,2021-10-21,2021-10-06,34,707,408,299,475,232,270,94,138,79,73,54
34,2021-10-21,2021-10-06,35,707,408,299,441,266,247,105,161,79,67,51
35,2021-10-21,2021-10-06,36,707,408,299,397,310,231,133,177,79,68,39
36,2021-10-21,2021-10-06,37,707,408,299,401,306,220,118,188,79,60,45
37,2021-10-21,2021-10-06,38,707,408,299,412,295,252,139,156,79,68,42
38,2021-10-21,2021-10-06,39,707,408,299,449,258,258,108,150,79,70,50
39,2021-10-21,2021-10-06,40,707,408,299,469,238,260,90,148,79,65,58
40,2021-10-21,2021-10-06,41,707,408,299,453,254,260,106,148,79,79,47
41,2021-10-21,2021-10-06,42,707,408,299,421,286,243,121,165,79,68,46
42,2021-10-21,2021-10-06,43,707,408,299,393,314,229,135,179,79,66,42
43,2021-10-21,2021-10-06,44,707,408,299,416,291,237,120,171,79,73,47
44,2021-10-21,2021-10-06,45,707,408,299,425,282,246,120,162,79,67,46
45,2021-10-21,2021-10-06,46,707,408,299,425,282,248,122,160,79,77,48
46,2021-10-21,2021-10-06,47,707,408,299,408,299,232,123,176,79,68,46
47,2021-10-21,2021-10-06,48,707,408,299,441,266,256,114,152,79,74,56
48,2021-10-21,2021-10-06,49,707,408,299,432,275,250,117,158,79,63,46
49,2021-10-21,2021-10-06,50,707,408,299,441,266,257,115,151,79,72,46
50,2021-10-21,2021-10-06,51,707,408,299,448,259,251,102,157,79,70,51
51,2021-10-21,2021-10-06,52,707,408,299,411,296,228,116,180,79,59,48
52,2021-10-21,2021-10-06,53,707,408,299,454,253,260,105,148,79,72,54
53,2021-10-21,2021-10-06,54,707,408,299,427,280,243,115,165,79,71,47
54,2021-10-21,2021-10-06,55,707,408,299,436,271,242,105,166,79,62,53
55,2021-10-21,2021-10-06,56,707,408,299,381,326,212,130,196,79,54,38
56,2021-10-21,2021-10-06,57,707,408,299,445,262,263,117,145,79,71,47
57,2021-10-21,2021-10-06,58,707,408,299,438,269,243,104,165,79,61,52
58,2021-10-21,2021-10-06,59,707,408,299,426,281,234,107,174,79,63,58
59,2021-10-21,2021-10-06,60,707,408,299,433,274,245,111,163,79,65,53
60,2021-10-21,2021-10-06,61,707,408,299,424,283,247,122,161,79,64,43
61,2021-10-21,2021-10-06,62,707,408,299,433,274,241,107,167,79,69,53
62,2021-10-21,2021-10-06,63,707,408,299,417,290,248,130,160,79,73,45
63,2021-10-21,2021-10-06,64,707,408,299,401,306,234,132,174,79,76,44
64,2021-10-21,2021-10-06,65,707,408,299,457,250,274,116,134,79,76,51
65,2021-10-21,2021-10-06,66,707,408,299,422,285,239,116,169,79,67,44
66,2021-10-21,2021-10-06,67,707,408,299,433,274,258,124,150,79,68,45
67,2021-10-21,2021-10-06,68,707,408,299,437,270,252,114,156,79,72,50
68,2021-10-21,2021-10-06,69,707,408,299,441,266,247,105,161,79,64,49
69,2021-10-21,2021-10-06,70,707,408,299,437,270,260,122,148,79,80,42
70,2021-10-21,2021-10-06,71,707,408,299,390,317,236,145,172,79,69,46
71,2021-10-21,2021-10-06,72,707,408,299,415,292,236,120,172,79,70,42
72,2021-10-21,2021-10-06,73,707,408,299,414,293,242,127,166,79,68,49
73,2021-10-21,2021-10-06,74,707,408,299,414,293,228,113,180,79,67,48
74,2021-10-21,2021-10-06,75,707,408,299,422,285,233,110,175,79,64,49
75,2021-10-21,2021-10-06,76,707,408,299,447,260,253,105,155,79,71,54
76,2021-10-21,2021-10-06,77,707,408,299,419,288,246,126,162,79,68,43
77,2021-10-21,2021-10-06,78,707,408,299,421,286,243,121,165,79,69,42
78,2021-10-21,2021-10-06,79,707,408,299,372,335,221,148,187,79,53,43
79,2021-10-21,2021-10-06,80,707,408,299,419,288,247,127,161,79,75,43
80,2021-10-21,2021-10-06,81,707,408,299,441,266,250,108,158,79,70,54
81,2021-10-21,2021-10-06,82,707,408,299,463,244,272,108,136,79,76,57
82,2021-10-21,2021-10-06,83,707,408,299,429,278,243,113,165,79,73,52
83,2021-10-21,2021-10-06,84,707,408,299,432,275,243,110,165,79,69,48
84,2021-10-21,2021-10-06,85,707,408,299,426,281,236,109,172,79,67,52
85,2021-10-21,2021-10-06,86,707,408,299,432,275,249,116,159,79,74,48
86,2021-10-21,2021-10-06,87,707,408,299,415,292,239,123,169,79,65,46
87,2021-10-21,2021-10-06,88,707,408,299,429,278,254,124,154,79,73,52
88,2021-10-21,2021-10-06,89,707,408,299,463,244,265,101,143,79,80,51
89,2021-10-21,2021-10-06,90,707,408,299,468,239,274,105,134,79,72,41
