,RunDate,PeriodEndDate,FeatureLag,EquityDays,EquityDaysPositive,EquityDaysNegative,StrategyDaysInEquity,StrategyDaysInCash,StrategyCapturePositive,StrategyCaptureNegative,EquityDays>=1%,EquityDays<=-1%,StrategyCaptureExtremePositive,StrategyCaptureExtremeNegative
0,2021-10-20,2021-10-12,1,711,409,302,405,306,240,137,169,79,65,48
1,2021-10-20,2021-10-12,2,711,409,302,422,289,237,117,172,79,62,45
2,2021-10-20,2021-10-12,3,711,409,302,452,259,254,104,155,79,72,60
3,2021-10-20,2021-10-12,4,711,409,302,441,270,257,118,152,79,77,48
4,2021-10-20,2021-10-12,5,711,409,302,453,258,244,93,165,79,63,57
5,2021-10-20,2021-10-12,6,711,409,302,453,258,254,103,155,79,65,46
6,2021-10-20,2021-10-12,7,711,409,302,412,299,227,117,182,79,64,48
7,2021-10-20,2021-10-12,8,711,409,302,450,261,261,113,148,79,71,44
8,2021-10-20,2021-10-12,9,711,409,302,435,276,240,107,169,79,61,50
9,2021-10-20,2021-10-12,10,711,409,302,417,294,238,123,171,79,63,49
10,2021-10-20,2021-10-12,11,711,409,302,410,301,236,128,173,79,64,48
11,2021-10-20,2021-10-12,12,711,409,302,447,264,261,116,148,79,66,48
12,2021-10-20,2021-10-12,13,711,409,302,457,254,263,108,146,79,74,55
13,2021-10-20,2021-10-12,14,711,409,302,411,300,235,126,174,79,69,45
14,2021-10-20,2021-10-12,15,711,409,302,478,233,277,101,132,79,80,56
15,2021-10-20,2021-10-12,16,711,409,302,447,264,269,124,140,79,70,48
16,2021-10-20,2021-10-12,17,711,409,302,396,315,237,143,172,79,65,42
17,2021-10-20,2021-10-12,18,711,409,302,423,288,236,115,173,79,56,50
18,2021-10-20,2021-10-12,19,711,409,302,442,269,254,114,155,79,64,55
19,2021-10-20,2021-10-12,20,711,409,302,457,254,264,109,145,79,69,49
20,2021-10-20,2021-10-12,21,711,409,302,422,289,250,130,159,79,70,46
21,2021-10-20,2021-10-12,22,711,409,302,441,270,260,121,149,79,72,51
22,2021-10-20,2021-10-12,23,711,409,302,438,273,254,118,155,79,74,50
23,2021-10-20,2021-10-12,24,711,409,302,422,289,242,122,167,79,69,53
24,2021-10-20,2021-10-12,25,711,409,302,433,278,255,124,154,79,71,50
25,2021-10-20,2021-10-12,26,711,409,302,401,310,234,135,175,79,70,48
26,2021-10-20,2021-10-12,27,711,409,302,464,247,276,114,133,79,70,38
27,2021-10-20,2021-10-12,28,711,409,302,430,281,244,116,165,79,66,45
28,2021-10-20,2021-10-12,29,711,409,302,428,283,246,120,163,79,66,45
29,2021-10-20,2021-10-12,30,711,409,302,434,277,253,121,156,79,68,49
30,2021-10-20,2021-10-12,31,711,409,302,401,310,227,128,182,79,65,38
31,2021-10-20,2021-10-12,32,711,409,302,450,261,258,110,151,79,71,44
32,2021-10-20,2021-10-12,33,711,409,302,446,265,257,113,152,79,70,40
33,2021-10-20,2021-10-12,34,711,409,302,472,239,263,93,146,79,68,56
34,2021-10-20,2021-10-12,35,711,409,302,436,275,239,105,170,79,65,50
35,2021-10-20,2021-10-12,36,711,409,302,397,314,233,138,176,79,69,37
36,2021-10-20,2021-10-12,37,711,409,302,399,312,221,124,188,79,60,44
37,2021-10-20,2021-10-12,38,711,409,302,403,308,243,142,166,79,63,44
38,2021-10-20,2021-10-12,39,711,409,302,444,267,255,113,154,79,69,50
39,2021-10-20,2021-10-12,40,711,409,302,467,244,254,89,155,79,65,57
40,2021-10-20,2021-10-12,41,711,409,302,452,259,260,110,149,79,76,45
41,2021-10-20,2021-10-12,42,711,409,302,421,290,245,126,164,79,69,45
42,2021-10-20,2021-10-12,43,711,409,302,398,313,231,135,178,79,66,42
43,2021-10-20,2021-10-12,44,711,409,302,429,282,251,124,158,79,75,48
44,2021-10-20,2021-10-12,45,711,409,302,430,281,250,122,159,79,68,48
45,2021-10-20,2021-10-12,46,711,409,302,434,277,258,126,151,79,77,47
46,2021-10-20,2021-10-12,47,711,409,302,424,287,241,119,168,79,71,46
47,2021-10-20,2021-10-12,48,711,409,302,441,270,256,117,153,79,74,51
48,2021-10-20,2021-10-12,49,711,409,302,436,275,257,123,152,79,68,45
49,2021-10-20,2021-10-12,50,711,409,302,446,265,256,112,153,79,76,51
50,2021-10-20,2021-10-12,51,711,409,302,452,259,253,103,156,79,72,51
51,2021-10-20,2021-10-12,52,711,409,302,423,288,227,106,182,79,65,51
52,2021-10-20,2021-10-12,53,711,409,302,444,267,254,112,155,79,70,50
53,2021-10-20,2021-10-12,54,711,409,302,421,290,238,119,171,79,70,47
54,2021-10-20,2021-10-12,55,711,409,302,426,285,235,111,174,79,59,52
55,2021-10-20,2021-10-12,56,711,409,302,388,323,219,133,190,79,55,40
56,2021-10-20,2021-10-12,57,711,409,302,454,257,268,116,141,79,74,46
57,2021-10-20,2021-10-12,58,711,409,302,440,271,247,109,162,79,65,51
58,2021-10-20,2021-10-12,59,711,409,302,431,280,242,113,167,79,69,57
59,2021-10-20,2021-10-12,60,711,409,302,432,279,247,117,162,79,68,49
60,2021-10-20,2021-10-12,61,711,409,302,431,280,244,115,165,79,68,48
61,2021-10-20,2021-10-12,62,711,409,302,443,268,241,100,168,79,69,56
62,2021-10-20,2021-10-12,63,711,409,302,418,293,246,130,163,79,74,47
63,2021-10-20,2021-10-12,64,711,409,302,402,309,231,131,178,79,75,46
64,2021-10-20,2021-10-12,65,711,409,302,464,247,284,122,125,79,79,52
65,2021-10-20,2021-10-12,66,711,409,302,423,288,245,124,164,79,63,45
66,2021-10-20,2021-10-12,67,711,409,302,436,275,253,119,156,79,63,43
67,2021-10-20,2021-10-12,68,711,409,302,435,276,251,118,158,79,70,49
68,2021-10-20,2021-10-12,69,711,409,302,448,263,252,106,157,79,66,49
69,2021-10-20,2021-10-12,70,711,409,302,442,269,260,120,149,79,76,44
70,2021-10-20,2021-10-12,71,711,409,302,395,316,238,145,171,79,66,43
71,2021-10-20,2021-10-12,72,711,409,302,415,296,235,122,174,79,68,42
72,2021-10-20,2021-10-12,73,711,409,302,425,286,245,122,164,79,67,48
73,2021-10-20,2021-10-12,74,711,409,302,415,296,230,117,179,79,64,47
74,2021-10-20,2021-10-12,75,711,409,302,411,300,230,121,179,79,59,50
75,2021-10-20,2021-10-12,76,711,409,302,451,260,256,107,153,79,72,54
76,2021-10-20,2021-10-12,77,711,409,302,418,293,243,127,166,79,66,42
77,2021-10-20,2021-10-12,78,711,409,302,434,277,251,119,158,79,70,42
78,2021-10-20,2021-10-12,79,711,409,302,374,337,223,151,186,79,56,43
79,2021-10-20,2021-10-12,80,711,409,302,425,286,251,128,158,79,74,43
80,2021-10-20,2021-10-12,81,711,409,302,449,262,253,106,156,79,73,56
81,2021-10-20,2021-10-12,82,711,409,302,481,230,279,100,130,79,81,55
82,2021-10-20,2021-10-12,83,711,409,302,432,279,242,112,167,79,69,51
83,2021-10-20,2021-10-12,84,711,409,302,452,259,250,100,159,79,71,52
84,2021-10-20,2021-10-12,85,711,409,302,426,285,235,111,174,79,67,55
85,2021-10-20,2021-10-12,86,711,409,302,438,273,253,117,156,79,73,48
86,2021-10-20,2021-10-12,87,711,409,302,429,282,248,121,161,79,64,48
87,2021-10-20,2021-10-12,88,711,409,302,425,286,249,126,160,79,71,52
88,2021-10-20,2021-10-12,89,711,409,302,461,250,257,98,152,79,73,51
89,2021-10-20,2021-10-12,90,711,409,302,471,240,275,106,134,79,78,46
