,RunDate,PeriodEndDate,FeatureLag,EquityDays,EquityDaysPositive,EquityDaysNegative,StrategyDaysInEquity,StrategyDaysInCash,StrategyCapturePositive,StrategyCaptureNegative,EquityDays>=1%,EquityDays<=-1%,StrategyCaptureExtremePositive,StrategyCaptureExtremeNegative
67,2021-10-21,2021-10-07,68,708,409,299,437,271,252,114,157,79,72,50
68,2021-10-21,2021-10-07,69,708,409,299,442,266,248,105,161,79,64,49
69,2021-10-21,2021-10-07,70,708,409,299,437,271,260,122,149,79,80,42
70,2021-10-21,2021-10-07,71,708,409,299,390,318,236,145,173,79,69,46
71,2021-10-21,2021-10-07,72,708,409,299,415,293,236,120,173,79,70,42
72,2021-10-21,2021-10-07,73,708,409,299,415,293,243,127,166,79,68,49
73,2021-10-21,2021-10-07,74,708,409,299,415,293,229,113,180,79,67,48
74,2021-10-21,2021-10-07,75,708,409,299,423,285,234,110,175,79,64,49
75,2021-10-21,2021-10-07,76,708,409,299,448,260,254,105,155,79,71,54
76,2021-10-21,2021-10-07,77,708,409,299,420,288,247,126,162,79,68,43
77,2021-10-21,2021-10-07,78,708,409,299,422,286,244,121,165,79,69,42
78,2021-10-21,2021-10-07,79,708,409,299,373,335,222,148,187,79,53,43
79,2021-10-21,2021-10-07,80,708,409,299,420,288,248,127,161,79,75,43
80,2021-10-21,2021-10-07,81,708,409,299,441,267,250,108,159,79,70,54
81,2021-10-21,2021-10-07,82,708,409,299,464,244,273,108,136,79,76,57
82,2021-10-21,2021-10-07,83,708,409,299,429,279,243,113,166,79,73,52
83,2021-10-21,2021-10-07,84,708,409,299,432,276,243,110,166,79,69,48
84,2021-10-21,2021-10-07,85,708,409,299,426,282,236,109,173,79,67,52
85,2021-10-21,2021-10-07,86,708,409,299,433,275,250,116,159,79,74,48
86,2021-10-21,2021-10-07,87,708,409,299,415,293,239,123,170,79,65,46
87,2021-10-21,2021-10-07,88,708,409,299,429,279,254,124,155,79,73,52
88,2021-10-21,2021-10-07,89,708,409,299,464,244,266,101,143,79,80,51
89,2021-10-21,2021-10-07,90,708,409,299,468,240,274,105,135,79,72,41
