,RunDate,PeriodEndDate,FeatureLag,EquityDays,EquityDaysPositive,EquityDaysNegative,StrategyDaysInEquity,StrategyDaysInCash,StrategyCapturePositive,StrategyCaptureNegative,EquityDays>=1%,EquityDays<=-1%,StrategyCaptureExtremePositive,StrategyCaptureExtremeNegative
0,2021-10-21,2021-10-07,1,708,409,299,400,308,236,135,173,79,65,47
1,2021-10-21,2021-10-07,2,708,409,299,427,281,242,114,167,79,65,48
2,2021-10-21,2021-10-07,3,708,409,299,433,275,243,109,166,79,73,57
3,2021-10-21,2021-10-07,4,708,409,299,437,271,260,122,149,79,79,48
4,2021-10-21,2021-10-07,5,708,409,299,448,260,253,104,156,79,67,52
5,2021-10-21,2021-10-07,6,708,409,299,448,260,251,102,158,79,64,44
6,2021-10-21,2021-10-07,7,708,409,299,405,303,228,122,181,79,66,49
7,2021-10-21,2021-10-07,8,708,409,299,444,264,257,112,152,79,68,44
8,2021-10-21,2021-10-07,9,708,409,299,423,285,237,113,172,79,59,49
9,2021-10-21,2021-10-07,10,708,409,299,417,291,244,126,165,79,66,49
10,2021-10-21,2021-10-07,11,708,409,299,413,295,239,125,170,79,66,47
11,2021-10-21,2021-10-07,12,708,409,299,446,262,263,116,146,79,64,46
12,2021-10-21,2021-10-07,13,708,409,299,460,248,266,105,143,79,76,55
13,2021-10-21,2021-10-07,14,708,409,299,426,282,246,119,163,79,70,48
14,2021-10-21,2021-10-07,15,708,409,299,480,228,280,99,129,79,79,55
15,2021-10-21,2021-10-07,16,708,409,299,442,266,261,118,148,79,70,53
16,2021-10-21,2021-10-07,17,708,409,299,404,304,238,133,171,79,69,52
17,2021-10-21,2021-10-07,18,708,409,299,423,285,241,117,168,79,57,48
18,2021-10-21,2021-10-07,19,708,409,299,439,269,258,118,151,79,64,53
19,2021-10-21,2021-10-07,20,708,409,299,459,249,264,104,145,79,66,51
20,2021-10-21,2021-10-07,21,708,409,299,436,272,256,119,153,79,71,49
21,2021-10-21,2021-10-07,22,708,409,299,444,264,262,117,147,79,71,52
22,2021-10-21,2021-10-07,23,708,409,299,439,269,258,118,151,79,76,52
23,2021-10-21,2021-10-07,24,708,409,299,424,284,242,117,167,79,71,53
24,2021-10-21,2021-10-07,25,708,409,299,434,274,254,119,155,79,70,48
25,2021-10-21,2021-10-07,26,708,409,299,403,305,236,132,173,79,71,50
26,2021-10-21,2021-10-07,27,708,409,299,462,246,272,109,137,79,70,41
27,2021-10-21,2021-10-07,28,708,409,299,429,279,245,115,164,79,66,45
28,2021-10-21,2021-10-07,29,708,409,299,422,286,239,116,170,79,68,43
29,2021-10-21,2021-10-07,30,708,409,299,443,265,263,119,146,79,69,51
30,2021-10-21,2021-10-07,31,708,409,299,410,298,233,122,176,79,65,39
31,2021-10-21,2021-10-07,32,708,409,299,450,258,259,108,150,79,71,45
32,2021-10-21,2021-10-07,33,708,409,299,446,262,262,115,147,79,71,41
33,2021-10-21,2021-10-07,34,708,409,299,475,233,270,94,139,79,73,54
34,2021-10-21,2021-10-07,35,708,409,299,441,267,247,105,162,79,67,51
35,2021-10-21,2021-10-07,36,708,409,299,397,311,231,133,178,79,68,39
36,2021-10-21,2021-10-07,37,708,409,299,402,306,221,118,188,79,60,45
37,2021-10-21,2021-10-07,38,708,409,299,412,296,252,139,157,79,68,42
38,2021-10-21,2021-10-07,39,708,409,299,450,258,259,108,150,79,70,50
39,2021-10-21,2021-10-07,40,708,409,299,470,238,261,90,148,79,65,58
40,2021-10-21,2021-10-07,41,708,409,299,454,254,261,106,148,79,79,47
41,2021-10-21,2021-10-07,42,708,409,299,422,286,244,121,165,79,68,46
42,2021-10-21,2021-10-07,43,708,409,299,393,315,229,135,180,79,66,42
43,2021-10-21,2021-10-07,44,708,409,299,417,291,238,120,171,79,73,47
44,2021-10-21,2021-10-07,45,708,409,299,426,282,247,120,162,79,67,46
45,2021-10-21,2021-10-07,46,708,409,299,425,283,248,122,161,79,77,48
46,2021-10-21,2021-10-07,47,708,409,299,409,299,233,123,176,79,68,46
47,2021-10-21,2021-10-07,48,708,409,299,441,267,256,114,153,79,74,56
48,2021-10-21,2021-10-07,49,708,409,299,432,276,250,117,159,79,63,46
49,2021-10-21,2021-10-07,50,708,409,299,442,266,258,115,151,79,72,46
50,2021-10-21,2021-10-07,51,708,409,299,449,259,252,102,157,79,70,51
51,2021-10-21,2021-10-07,52,708,409,299,412,296,229,116,180,79,59,48
52,2021-10-21,2021-10-07,53,708,409,299,455,253,261,105,148,79,72,54
53,2021-10-21,2021-10-07,54,708,409,299,428,280,244,115,165,79,71,47
54,2021-10-21,2021-10-07,55,708,409,299,436,272,242,105,167,79,62,53
55,2021-10-21,2021-10-07,56,708,409,299,381,327,212,130,197,79,54,38
56,2021-10-21,2021-10-07,57,708,409,299,446,262,264,117,145,79,71,47
57,2021-10-21,2021-10-07,58,708,409,299,438,270,243,104,166,79,61,52
58,2021-10-21,2021-10-07,59,708,409,299,427,281,235,107,174,79,63,58
59,2021-10-21,2021-10-07,60,708,409,299,433,275,245,111,164,79,65,53
60,2021-10-21,2021-10-07,61,708,409,299,425,283,248,122,161,79,64,43
61,2021-10-21,2021-10-07,62,708,409,299,433,275,241,107,168,79,69,53
62,2021-10-21,2021-10-07,63,708,409,299,418,290,249,130,160,79,73,45
63,2021-10-21,2021-10-07,64,708,409,299,402,306,235,132,174,79,76,44
64,2021-10-21,2021-10-07,65,708,409,299,457,251,274,116,135,79,76,51
65,2021-10-21,2021-10-07,66,708,409,299,423,285,240,116,169,79,67,44
66,2021-10-21,2021-10-07,67,708,409,299,433,275,258,124,151,79,68,45
