,RunDate,PeriodEndDate,FeatureLag,n_estimators,min_samples_split,max_features,max_depth
0,2021-10-21,2021-10-07,1,280,22,1,2004
1,2021-10-21,2021-10-07,2,440,2,5,4517
2,2021-10-21,2021-10-07,3,916,43,3,5847
3,2021-10-21,2021-10-07,4,646,24,2,944
4,2021-10-21,2021-10-07,5,776,45,4,5796
5,2021-10-21,2021-10-07,6,108,39,5,456
6,2021-10-21,2021-10-07,7,42,9,3,2191
7,2021-10-21,2021-10-07,8,909,22,2,366
8,2021-10-21,2021-10-07,9,378,47,1,4270
9,2021-10-21,2021-10-07,10,724,42,5,2575
10,2021-10-21,2021-10-07,11,78,50,4,971
11,2021-10-21,2021-10-07,12,769,16,3,232
12,2021-10-21,2021-10-07,13,551,19,2,3843
13,2021-10-21,2021-10-07,14,113,36,1,3835
14,2021-10-21,2021-10-07,15,357,11,1,80
15,2021-10-21,2021-10-07,16,28,28,4,2968
16,2021-10-21,2021-10-07,17,258,20,3,2609
17,2021-10-21,2021-10-07,18,262,21,3,2411
18,2021-10-21,2021-10-07,19,792,13,5,3650
19,2021-10-21,2021-10-07,20,85,17,5,5082
20,2021-10-21,2021-10-07,21,668,36,2,2095
21,2021-10-21,2021-10-07,22,227,25,2,5637
22,2021-10-21,2021-10-07,23,655,45,5,136
23,2021-10-21,2021-10-07,24,240,12,2,2327
24,2021-10-21,2021-10-07,25,531,23,1,490
25,2021-10-21,2021-10-07,26,61,9,5,5021
26,2021-10-21,2021-10-07,27,587,46,4,5439
27,2021-10-21,2021-10-07,28,935,31,2,2212
28,2021-10-21,2021-10-07,29,702,29,1,3325
29,2021-10-21,2021-10-07,30,108,20,3,4246
30,2021-10-21,2021-10-07,31,488,40,1,1904
31,2021-10-21,2021-10-07,32,908,7,1,4219
32,2021-10-21,2021-10-07,33,839,18,3,176
33,2021-10-21,2021-10-07,34,12,50,5,4407
34,2021-10-21,2021-10-07,35,88,19,4,405
35,2021-10-21,2021-10-07,36,32,35,2,4024
36,2021-10-21,2021-10-07,37,432,38,1,2061
37,2021-10-21,2021-10-07,38,363,6,1,4880
38,2021-10-21,2021-10-07,39,566,3,2,2132
39,2021-10-21,2021-10-07,40,726,50,4,4946
40,2021-10-21,2021-10-07,41,270,30,3,5824
41,2021-10-21,2021-10-07,42,607,45,3,3146
42,2021-10-21,2021-10-07,43,38,32,1,1038
43,2021-10-21,2021-10-07,44,788,48,2,82
44,2021-10-21,2021-10-07,45,136,36,2,1385
45,2021-10-21,2021-10-07,46,878,41,1,5373
46,2021-10-21,2021-10-07,47,994,3,3,5106
47,2021-10-21,2021-10-07,48,60,35,3,4187
48,2021-10-21,2021-10-07,49,322,41,5,5683
49,2021-10-21,2021-10-07,50,19,23,1,5295
50,2021-10-21,2021-10-07,51,105,43,1,2537
51,2021-10-21,2021-10-07,52,263,44,1,3595
52,2021-10-21,2021-10-07,53,462,49,1,2113
53,2021-10-21,2021-10-07,54,305,46,1,4543
54,2021-10-21,2021-10-07,55,349,46,3,3495
55,2021-10-21,2021-10-07,56,710,45,2,4612
56,2021-10-21,2021-10-07,57,448,44,5,5743
57,2021-10-21,2021-10-07,58,278,35,3,5401
58,2021-10-21,2021-10-07,59,437,21,2,3768
59,2021-10-21,2021-10-07,60,29,3,2,425
60,2021-10-21,2021-10-07,61,62,33,2,2065
61,2021-10-21,2021-10-07,62,371,50,2,1007
62,2021-10-21,2021-10-07,63,765,44,5,2832
63,2021-10-21,2021-10-07,64,308,17,1,3510
64,2021-10-21,2021-10-07,65,556,43,2,5832
65,2021-10-21,2021-10-07,66,85,35,1,4012
66,2021-10-21,2021-10-07,67,410,16,5,4873
67,2021-10-21,2021-10-07,68,927,22,4,4073
68,2021-10-21,2021-10-07,69,302,21,5,3284
69,2021-10-21,2021-10-07,70,197,47,5,3598
70,2021-10-21,2021-10-07,71,565,44,4,3318
71,2021-10-21,2021-10-07,72,894,43,3,3181
72,2021-10-21,2021-10-07,73,880,2,1,2067
73,2021-10-21,2021-10-07,74,951,7,2,4243
74,2021-10-21,2021-10-07,75,534,47,1,903
75,2021-10-21,2021-10-07,76,644,43,2,953
76,2021-10-21,2021-10-07,77,275,4,2,4035
77,2021-10-21,2021-10-07,78,931,20,3,4870
78,2021-10-21,2021-10-07,79,684,49,4,4079
79,2021-10-21,2021-10-07,80,38,23,3,1071
80,2021-10-21,2021-10-07,81,479,23,3,843
81,2021-10-21,2021-10-07,82,749,39,4,2039
82,2021-10-21,2021-10-07,83,542,32,1,4844
83,2021-10-21,2021-10-07,84,978,18,3,2901
84,2021-10-21,2021-10-07,85,931,8,4,4513
85,2021-10-21,2021-10-07,86,257,37,3,5342
86,2021-10-21,2021-10-07,87,272,39,2,130
87,2021-10-21,2021-10-07,88,298,20,4,729
88,2021-10-21,2021-10-07,89,560,43,3,3092
89,2021-10-21,2021-10-07,90,942,46,1,3714
