,RunDate,PeriodEndDate,FeatureLag,n_estimators,min_samples_split,max_features,max_depth
0,2021-10-21,2021-10-06,1,586,29,1,4187
1,2021-10-21,2021-10-06,2,536,47,3,2460
2,2021-10-21,2021-10-06,3,231,43,3,1846
3,2021-10-21,2021-10-06,4,69,45,1,616
4,2021-10-21,2021-10-06,5,588,36,3,481
5,2021-10-21,2021-10-06,6,214,46,3,1241
6,2021-10-21,2021-10-06,7,236,6,2,4949
7,2021-10-21,2021-10-06,8,849,34,1,2715
8,2021-10-21,2021-10-06,9,953,45,1,2781
9,2021-10-21,2021-10-06,10,835,44,1,5699
10,2021-10-21,2021-10-06,11,14,50,5,5531
11,2021-10-21,2021-10-06,12,350,29,2,4269
12,2021-10-21,2021-10-06,13,272,24,1,2022
13,2021-10-21,2021-10-06,14,576,8,1,999
14,2021-10-21,2021-10-06,15,402,30,1,5287
15,2021-10-21,2021-10-06,16,802,32,5,203
16,2021-10-21,2021-10-06,17,22,5,5,4206
17,2021-10-21,2021-10-06,18,766,7,4,2065
18,2021-10-21,2021-10-06,19,65,25,5,1387
19,2021-10-21,2021-10-06,20,761,16,5,2100
20,2021-10-21,2021-10-06,21,104,34,5,957
21,2021-10-21,2021-10-06,22,500,32,4,648
22,2021-10-21,2021-10-06,23,758,38,5,4900
23,2021-10-21,2021-10-06,24,718,16,3,5728
24,2021-10-21,2021-10-06,25,593,49,1,1940
25,2021-10-21,2021-10-06,26,182,5,2,1151
26,2021-10-21,2021-10-06,27,731,43,1,550
27,2021-10-21,2021-10-06,28,552,24,1,3360
28,2021-10-21,2021-10-06,29,835,44,4,5992
29,2021-10-21,2021-10-06,30,386,47,2,4602
30,2021-10-21,2021-10-06,31,294,42,1,5482
31,2021-10-21,2021-10-06,32,40,46,4,5938
32,2021-10-21,2021-10-06,33,390,19,3,1230
33,2021-10-21,2021-10-06,34,224,45,5,4085
34,2021-10-21,2021-10-06,35,518,2,5,5885
35,2021-10-21,2021-10-06,36,127,7,5,2579
36,2021-10-21,2021-10-06,37,180,49,3,1768
37,2021-10-21,2021-10-06,38,298,6,3,3632
38,2021-10-21,2021-10-06,39,803,50,1,1370
39,2021-10-21,2021-10-06,40,775,31,2,1582
40,2021-10-21,2021-10-06,41,946,4,3,2493
41,2021-10-21,2021-10-06,42,612,46,3,2194
42,2021-10-21,2021-10-06,43,791,47,1,3071
43,2021-10-21,2021-10-06,44,216,50,3,3716
44,2021-10-21,2021-10-06,45,328,22,5,522
45,2021-10-21,2021-10-06,46,121,22,4,415
46,2021-10-21,2021-10-06,47,398,5,5,3825
47,2021-10-21,2021-10-06,48,768,50,2,2663
48,2021-10-21,2021-10-06,49,959,49,5,5146
49,2021-10-21,2021-10-06,50,139,19,1,4789
50,2021-10-21,2021-10-06,51,103,26,2,4841
51,2021-10-21,2021-10-06,52,812,41,4,3776
52,2021-10-21,2021-10-06,53,30,10,5,4705
53,2021-10-21,2021-10-06,54,933,50,1,3001
54,2021-10-21,2021-10-06,55,771,19,4,1365
55,2021-10-21,2021-10-06,56,184,49,3,501
56,2021-10-21,2021-10-06,57,358,47,1,5734
57,2021-10-21,2021-10-06,58,611,17,3,821
58,2021-10-21,2021-10-06,59,781,37,4,3058
59,2021-10-21,2021-10-06,60,822,45,1,3467
60,2021-10-21,2021-10-06,61,158,35,2,5718
61,2021-10-21,2021-10-06,62,487,47,3,2200
62,2021-10-21,2021-10-06,63,647,31,4,546
63,2021-10-21,2021-10-06,64,884,47,2,530
64,2021-10-21,2021-10-06,65,843,46,2,5229
65,2021-10-21,2021-10-06,66,292,49,1,149
66,2021-10-21,2021-10-06,67,386,2,5,3419
67,2021-10-21,2021-10-06,68,170,13,5,5153
68,2021-10-21,2021-10-06,69,467,20,4,4117
69,2021-10-21,2021-10-06,70,10,38,5,469
70,2021-10-21,2021-10-06,71,232,22,1,3688
71,2021-10-21,2021-10-06,72,686,44,3,3726
72,2021-10-21,2021-10-06,73,164,2,2,5115
73,2021-10-21,2021-10-06,74,775,34,1,1525
74,2021-10-21,2021-10-06,75,44,34,2,5497
75,2021-10-21,2021-10-06,76,912,50,3,469
76,2021-10-21,2021-10-06,77,489,4,3,3613
77,2021-10-21,2021-10-06,78,991,30,1,287
78,2021-10-21,2021-10-06,79,968,45,5,616
79,2021-10-21,2021-10-06,80,167,49,3,4546
80,2021-10-21,2021-10-06,81,250,49,3,4886
81,2021-10-21,2021-10-06,82,105,38,3,3391
82,2021-10-21,2021-10-06,83,849,40,4,4391
83,2021-10-21,2021-10-06,84,589,21,5,5979
84,2021-10-21,2021-10-06,85,652,2,5,4876
85,2021-10-21,2021-10-06,86,531,28,1,1150
86,2021-10-21,2021-10-06,87,87,20,2,5327
87,2021-10-21,2021-10-06,88,750,19,5,5927
88,2021-10-21,2021-10-06,89,910,13,2,2753
89,2021-10-21,2021-10-06,90,473,15,1,935
