,RunDate,PeriodEndDate,FeatureLag,n_estimators,min_samples_split,max_features,max_depth
0,2021-10-20,2021-10-15,1,156,46,5,3671
1,2021-10-20,2021-10-15,2,711,33,1,2012
2,2021-10-20,2021-10-15,3,438,44,3,48
3,2021-10-20,2021-10-15,4,511,30,1,3343
4,2021-10-20,2021-10-15,5,79,28,2,4056
5,2021-10-20,2021-10-15,6,489,42,4,486
6,2021-10-20,2021-10-15,7,917,14,4,832
7,2021-10-20,2021-10-15,8,99,46,1,4126
8,2021-10-20,2021-10-15,9,68,45,2,2434
9,2021-10-20,2021-10-15,10,969,45,3,1719
10,2021-10-20,2021-10-15,11,137,42,2,3500
11,2021-10-20,2021-10-15,12,343,42,2,5070
12,2021-10-20,2021-10-15,13,912,21,1,728
13,2021-10-20,2021-10-15,14,796,36,4,3959
14,2021-10-20,2021-10-15,15,421,36,1,2103
15,2021-10-20,2021-10-15,16,920,42,3,2046
16,2021-10-20,2021-10-15,17,360,16,2,1234
17,2021-10-20,2021-10-15,18,729,3,2,291
18,2021-10-20,2021-10-15,19,271,50,3,1363
19,2021-10-20,2021-10-15,20,912,29,2,969
20,2021-10-20,2021-10-15,21,741,22,2,3452
21,2021-10-20,2021-10-15,22,332,19,3,1556
22,2021-10-20,2021-10-15,23,585,40,4,2327
23,2021-10-20,2021-10-15,24,965,49,1,3758
24,2021-10-20,2021-10-15,25,82,30,3,2334
25,2021-10-20,2021-10-15,26,218,29,3,3197
26,2021-10-20,2021-10-15,27,803,14,2,3618
27,2021-10-20,2021-10-15,28,38,43,4,3388
28,2021-10-20,2021-10-15,29,517,42,2,2613
29,2021-10-20,2021-10-15,30,462,43,1,419
30,2021-10-20,2021-10-15,31,649,47,4,2595
31,2021-10-20,2021-10-15,32,662,35,1,1606
32,2021-10-20,2021-10-15,33,78,39,1,982
33,2021-10-20,2021-10-15,34,4,25,2,1412
34,2021-10-20,2021-10-15,35,220,10,4,4646
35,2021-10-20,2021-10-15,36,9,33,2,2944
36,2021-10-20,2021-10-15,37,333,50,1,5501
37,2021-10-20,2021-10-15,38,94,5,1,4538
38,2021-10-20,2021-10-15,39,643,19,3,1496
39,2021-10-20,2021-10-15,40,937,37,1,5393
40,2021-10-20,2021-10-15,41,78,3,2,5717
41,2021-10-20,2021-10-15,42,578,39,1,2738
42,2021-10-20,2021-10-15,43,170,49,2,2230
43,2021-10-20,2021-10-15,44,88,34,2,514
44,2021-10-20,2021-10-15,45,257,38,5,4540
45,2021-10-20,2021-10-15,46,303,49,2,5490
46,2021-10-20,2021-10-15,47,881,40,5,1728
47,2021-10-20,2021-10-15,48,567,39,1,5408
48,2021-10-20,2021-10-15,49,607,38,5,390
49,2021-10-20,2021-10-15,50,550,9,3,419
50,2021-10-20,2021-10-15,51,335,42,2,807
51,2021-10-20,2021-10-15,52,72,46,1,1610
52,2021-10-20,2021-10-15,53,292,31,1,2748
53,2021-10-20,2021-10-15,54,278,50,4,4883
54,2021-10-20,2021-10-15,55,165,4,4,397
55,2021-10-20,2021-10-15,56,804,28,3,920
56,2021-10-20,2021-10-15,57,603,35,3,3761
57,2021-10-20,2021-10-15,58,914,41,4,1677
58,2021-10-20,2021-10-15,59,305,14,5,3685
59,2021-10-20,2021-10-15,60,408,40,1,5546
60,2021-10-20,2021-10-15,61,903,39,5,4353
61,2021-10-20,2021-10-15,62,109,47,2,4496
62,2021-10-20,2021-10-15,63,261,32,1,5790
63,2021-10-20,2021-10-15,64,215,17,2,2490
64,2021-10-20,2021-10-15,65,945,43,1,3316
65,2021-10-20,2021-10-15,66,977,41,2,5682
66,2021-10-20,2021-10-15,67,868,9,5,4865
67,2021-10-20,2021-10-15,68,818,8,4,4517
68,2021-10-20,2021-10-15,69,983,33,4,1556
69,2021-10-20,2021-10-15,70,7,5,2,4426
70,2021-10-20,2021-10-15,71,746,10,1,2947
71,2021-10-20,2021-10-15,72,999,37,5,212
72,2021-10-20,2021-10-15,73,348,10,1,974
73,2021-10-20,2021-10-15,74,52,44,1,218
74,2021-10-20,2021-10-15,75,720,44,3,5007
75,2021-10-20,2021-10-15,76,402,41,3,428
76,2021-10-20,2021-10-15,77,398,7,3,1811
77,2021-10-20,2021-10-15,78,69,29,5,4274
78,2021-10-20,2021-10-15,79,856,45,4,842
79,2021-10-20,2021-10-15,80,115,24,4,5846
80,2021-10-20,2021-10-15,81,511,27,5,2004
81,2021-10-20,2021-10-15,82,294,23,1,276
82,2021-10-20,2021-10-15,83,805,44,5,4392
83,2021-10-20,2021-10-15,84,920,38,3,4176
84,2021-10-20,2021-10-15,85,457,28,3,1868
85,2021-10-20,2021-10-15,86,359,49,1,5972
86,2021-10-20,2021-10-15,87,509,7,3,3252
87,2021-10-20,2021-10-15,88,694,46,2,2297
88,2021-10-20,2021-10-15,89,165,17,5,193
89,2021-10-20,2021-10-15,90,718,50,3,6000
