Date,PositiveReturn,PredictedValue,PredictedMinusActual,Close,EquityPriceReturns,BAMLH0A0HYM2,BAMLC0A0CM,BAMLC0A4CBBB,BAMLH0A1HYBB,BAMLH0A3HYC,Equity_Position,Strategy_Cum_Rtn,Equity_Cum_Rtn
2018-12-17,0,0,0,242.2222595,-0.019618345,0.029325513,0.0,0.0,0.039823009,0.017416546,-0.0,1.0,0.980381655
2018-12-18,0,0,0,241.9566498,-0.001096554,0.01994302,0.026548673,0.027972028,0.021276596,0.021398003,-0.0,1.0,0.9793066135746831
2018-12-19,0,0,0,238.3331757,-0.014975716,-0.011173184,0.0,0.0,-0.0125,-0.009776536,-0.0,1.0,0.9646407958528669
2018-12-20,0,1,1,234.4535828,-0.016278023,-0.014124294,-0.00862069,-0.006802721,-0.021097046,-0.007052186,-0.016278023,0.983721977,0.9489383507912356
2018-12-21,0,1,1,229.6497498,-0.020489484,-0.011461318,0.008695652,0.006849315,-0.012931034,-0.004261364,-0.020489484,0.9635660212918101,0.9294950936357123
2018-12-24,0,1,1,223.5817413,-0.026422883,0.0,0.0,0.0,-0.004366812,0.0,-0.026422883,0.9381058290484412,0.9049351535275019
2018-12-26,1,0,-1,234.8781738,0.050524844,0.017391304,0.00862069,0.006802721,0.026315789,0.005706134,0.0,0.9381058290484412,0.9506568609895949
2018-12-27,1,0,-1,236.6814117,0.007677333,0.0,0.0,0.0,0.0,-0.004255319,0.0,0.9381058290484412,0.9579553702801467
2018-12-28,0,1,1,236.3760986,-0.001289975,0.002849003,0.008547009,0.006756757,0.004273504,0.004273504,-0.001289975,0.9368956959816144,0.9567196318013694
2018-12-31,1,1,0,238.4464417,0.008758682,0.036931818,0.016949153,0.020134228,0.046808511,0.025531915,0.008758682,0.9451016674498861,0.9650992348194748
2019-01-02,1,1,0,238.694519,0.00104039,0.008219178,-0.008333333,-0.006578947,0.008130081,0.012448133,0.00104039,0.9460849417736843,0.9661033144123886
2019-01-03,0,0,0,232.998642,-0.023862622,0.010869565,0.025210084,0.01986755,0.004032258,0.017759563,-0.0,0.9460849417736843,0.9430495562076187
2019-01-04,1,0,-1,240.8030701,0.033495595,0.034946237,0.008196721,0.012987013,0.044176707,0.024161074,0.0,0.9460849417736843,0.9746375622072788
2019-01-07,1,1,0,242.7017212,0.007884663,-0.002597403,0.0,0.0,-0.007692308,0.005242464,0.007884663,0.9535445027089444,0.9823222509324248
2019-01-08,1,1,0,244.9820099,0.009395437,0.013020833,0.016260163,0.012820513,0.003875969,0.026075619,0.009395437,0.9625034700108427,0.9915515977547585
2019-01-09,1,1,0,246.1269226,0.004673456,-0.020565553,0.0,0.0,-0.023166023,0.0,0.004673456,0.9670016876277856,0.996185570518595
2019-01-10,1,0,-1,246.9951324,0.003527488,0.0,0.008,0.012658228,0.0,0.005082592,0.0,0.9670016876277856,0.9996996031643726
2019-01-11,1,1,0,247.0905762,0.000386419,-0.023622047,-0.015873016,-0.0125,-0.035573123,-0.01011378,0.000386419,0.9673753554529171,1.0000859060853278
2019-01-14,0,0,0,245.5830688,-0.006101031,0.0,0.008064516,0.0,-0.004098361,0.003831418,-0.0,0.9673753554529171,0.9939843509696381
2019-01-15,1,1,0,248.397644,0.011460787,-0.010752688,-0.016,-0.012658228,-0.016460905,-0.006361323,0.011460787,0.9784622383508124,1.0053761938974344
2019-01-16,1,0,-1,248.998703,0.002419745,-0.02173913,-0.008130081,-0.006410256,-0.029288703,-0.008962868,0.0,0.9784622383508124,1.0078089479157368
2019-01-17,1,1,0,250.8878174,0.007586844,-0.008333333,0.0,-0.006451613,-0.017241379,0.002583979,0.007586844,0.9858856787130708,1.0154550371853777
2019-01-18,1,1,0,254.2271881,0.013310215,0.039215686,0.008196721,0.012987013,0.048245614,0.029639175,0.013310215,0.9990080290621626,1.028970962053148
2019-01-22,0,0,0,250.7924042,-0.013510687,0.04851752,0.024390244,0.025641026,0.06302521,0.03379224,-0.0,0.9990080290621626,1.015068857452759
2019-01-23,1,0,-1,251.3171692,0.002092428,0.025706941,0.023809524,0.025,0.035573123,0.01937046,0.0,0.9990080290621626,1.0171928159520214
2019-01-24,1,0,-1,251.4507294,0.000531441,0.030075188,0.031007752,0.024390244,0.034351145,0.028503563,0.0,0.9990080290621626,1.0177333939193236
2019-01-25,1,1,0,253.5783539,0.008461397,0.01703163,0.007518797,0.011904762,0.025830258,0.012702079,0.008461397,1.007461032602245,1.0263448402054325
2019-01-28,0,1,1,251.6510925,-0.00760026,0.016746411,0.014925373,0.011764706,0.014388489,0.01368301,-0.00760026,0.9998040668145995,1.0185443525702127
2019-01-29,0,0,0,251.3171692,-0.00132693,0.018823529,0.022058824,0.023255814,0.021276596,0.023622047,-0.0,0.9998040668145995,1.0171928155124568
2019-01-30,1,0,-1,255.2957001,0.015830717,-0.020785219,-0.007194245,-0.005681818,-0.027777778,-0.012087912,0.0,0.9998040668145995,1.0332957071092677
2019-01-31,1,0,-1,257.5378113,0.008782409,0.002358491,0.0,0.005714286,0.0,0.0,0.0,0.9998040668145995,1.0423705326270454
2019-02-01,1,1,0,257.6618347,0.000481574,0.009411765,0.0,0.0,0.010714286,0.011123471,0.000481574,1.0002855464582716,1.0428725111739245
