,RunDate,PeriodEndDate,FeatureLag,EquityDays,EquityDaysPositive,EquityDaysNegative,StrategyDaysInEquity,StrategyDaysInCash,StrategyCapturePositive,StrategyCaptureNegative,EquityDays>=1%,EquityDays<=-1%,StrategyCaptureExtremePositive,StrategyCaptureExtremeNegative
0,2021-10-22,2021-10-04,1,705,406,299,406,299,244,137,162,79,65,46
1,2021-10-22,2021-10-04,2,705,406,299,415,290,232,116,174,79,61,44
2,2021-10-22,2021-10-04,3,705,406,299,439,266,246,106,160,79,70,57
3,2021-10-22,2021-10-04,4,705,406,299,433,272,257,123,149,79,74,49
4,2021-10-22,2021-10-04,5,705,406,299,439,266,244,104,162,79,64,52
5,2021-10-22,2021-10-04,6,705,406,299,456,249,252,95,154,79,65,48
6,2021-10-22,2021-10-04,7,705,406,299,411,294,232,120,174,79,66,47
7,2021-10-22,2021-10-04,8,705,406,299,449,256,259,109,147,79,69,47
8,2021-10-22,2021-10-04,9,705,406,299,419,286,231,111,175,79,60,47
9,2021-10-22,2021-10-04,10,705,406,299,410,295,235,124,171,79,63,46
10,2021-10-22,2021-10-04,11,705,406,299,406,299,236,129,170,79,65,45
11,2021-10-22,2021-10-04,12,705,406,299,439,266,260,120,146,79,65,45
12,2021-10-22,2021-10-04,13,705,406,299,456,249,263,106,143,79,78,52
13,2021-10-22,2021-10-04,14,705,406,299,417,288,236,118,170,79,67,45
14,2021-10-22,2021-10-04,15,705,406,299,470,235,271,100,135,79,77,54
15,2021-10-22,2021-10-04,16,705,406,299,440,265,262,121,144,79,70,50
16,2021-10-22,2021-10-04,17,705,406,299,395,310,232,136,174,79,67,46
17,2021-10-22,2021-10-04,18,705,406,299,413,292,232,118,174,79,55,48
18,2021-10-22,2021-10-04,19,705,406,299,426,279,247,120,159,79,60,51
19,2021-10-22,2021-10-04,20,705,406,299,442,263,255,112,151,79,65,49
20,2021-10-22,2021-10-04,21,705,406,299,441,264,260,118,146,79,75,51
21,2021-10-22,2021-10-04,22,705,406,299,436,269,257,120,149,79,70,50
22,2021-10-22,2021-10-04,23,705,406,299,427,278,250,122,156,79,73,51
23,2021-10-22,2021-10-04,24,705,406,299,428,277,241,112,165,79,70,52
24,2021-10-22,2021-10-04,25,705,406,299,436,269,256,119,150,79,70,48
25,2021-10-22,2021-10-04,26,705,406,299,405,300,232,126,174,79,71,52
26,2021-10-22,2021-10-04,27,705,406,299,461,244,270,108,136,79,68,39
27,2021-10-22,2021-10-04,28,705,406,299,423,282,241,117,165,79,64,45
