,RunDate,PeriodEndDate,FeatureLag,n_estimators,min_samples_split,max_features,max_depth
0,2021-10-22,2021-10-04,1,430,42,3,953
1,2021-10-22,2021-10-04,2,263,8,3,3241
2,2021-10-22,2021-10-04,3,586,33,1,5942
3,2021-10-22,2021-10-04,4,606,46,1,678
4,2021-10-22,2021-10-04,5,32,46,1,865
5,2021-10-22,2021-10-04,6,868,45,1,330
6,2021-10-22,2021-10-04,7,502,2,3,4792
7,2021-10-22,2021-10-04,8,652,34,5,4075
8,2021-10-22,2021-10-04,9,539,49,5,3939
9,2021-10-22,2021-10-04,10,300,43,4,3370
10,2021-10-22,2021-10-04,11,152,44,3,2213
11,2021-10-22,2021-10-04,12,681,31,1,4046
12,2021-10-22,2021-10-04,13,328,24,3,5326
13,2021-10-22,2021-10-04,14,420,35,1,1415
14,2021-10-22,2021-10-04,15,61,50,5,4063
15,2021-10-22,2021-10-04,16,803,30,2,5834
16,2021-10-22,2021-10-04,17,94,31,5,11
17,2021-10-22,2021-10-04,18,151,20,4,3846
18,2021-10-22,2021-10-04,19,92,2,2,1457
19,2021-10-22,2021-10-04,20,502,47,2,3200
20,2021-10-22,2021-10-04,21,397,46,3,2757
21,2021-10-22,2021-10-04,22,883,12,1,5316
22,2021-10-22,2021-10-04,23,702,38,5,5939
23,2021-10-22,2021-10-04,24,294,50,4,3248
24,2021-10-22,2021-10-04,25,192,27,2,3711
25,2021-10-22,2021-10-04,26,719,4,2,4912
26,2021-10-22,2021-10-04,27,524,39,3,4701
27,2021-10-22,2021-10-04,28,942,50,5,2237
28,2021-10-22,2021-10-04,29,73,36,1,1322
29,2021-10-22,2021-10-04,30,36,43,1,1382
30,2021-10-22,2021-10-04,31,697,46,1,5992
31,2021-10-22,2021-10-04,32,825,5,3,5727
32,2021-10-22,2021-10-04,33,337,36,2,21
33,2021-10-22,2021-10-04,34,7,27,2,5710
34,2021-10-22,2021-10-04,35,108,6,5,5364
35,2021-10-22,2021-10-04,36,972,2,4,5713
36,2021-10-22,2021-10-04,37,917,44,3,4521
37,2021-10-22,2021-10-04,38,284,5,1,5241
38,2021-10-22,2021-10-04,39,733,8,2,5130
39,2021-10-22,2021-10-04,40,384,39,1,3468
40,2021-10-22,2021-10-04,41,200,17,4,2274
41,2021-10-22,2021-10-04,42,157,32,1,478
42,2021-10-22,2021-10-04,43,156,30,2,3359
43,2021-10-22,2021-10-04,44,658,50,3,5905
44,2021-10-22,2021-10-04,45,106,36,3,4571
45,2021-10-22,2021-10-04,46,744,30,2,5542
46,2021-10-22,2021-10-04,47,66,47,3,4363
47,2021-10-22,2021-10-04,48,945,35,1,744
48,2021-10-22,2021-10-04,49,938,37,3,2319
49,2021-10-22,2021-10-04,50,609,20,2,5560
50,2021-10-22,2021-10-04,51,35,7,4,284
51,2021-10-22,2021-10-04,52,380,42,1,1217
52,2021-10-22,2021-10-04,53,691,39,2,4850
53,2021-10-22,2021-10-04,54,257,50,3,3376
54,2021-10-22,2021-10-04,55,281,6,3,5843
55,2021-10-22,2021-10-04,56,732,42,5,5058
56,2021-10-22,2021-10-04,57,571,25,1,2278
57,2021-10-22,2021-10-04,58,329,49,3,3153
58,2021-10-22,2021-10-04,59,337,7,1,5637
59,2021-10-22,2021-10-04,60,90,13,3,3916
60,2021-10-22,2021-10-04,61,872,25,3,1052
61,2021-10-22,2021-10-04,62,395,36,2,5738
62,2021-10-22,2021-10-04,63,561,22,4,3446
63,2021-10-22,2021-10-04,64,733,17,1,3550
64,2021-10-22,2021-10-04,65,33,35,1,4531
65,2021-10-22,2021-10-04,66,570,46,1,3308
66,2021-10-22,2021-10-04,67,552,5,1,2332
67,2021-10-22,2021-10-04,68,126,35,1,1203
68,2021-10-22,2021-10-04,69,136,33,2,2209
69,2021-10-22,2021-10-04,70,686,14,1,3431
70,2021-10-22,2021-10-04,71,76,35,1,4223
71,2021-10-22,2021-10-04,72,207,26,5,4233
72,2021-10-22,2021-10-04,73,188,5,1,4298
73,2021-10-22,2021-10-04,74,877,17,2,638
74,2021-10-22,2021-10-04,75,65,39,1,4606
75,2021-10-22,2021-10-04,76,76,18,3,642
76,2021-10-22,2021-10-04,77,521,11,3,5874
77,2021-10-22,2021-10-04,78,259,31,1,4070
78,2021-10-22,2021-10-04,79,625,5,3,5260
79,2021-10-22,2021-10-04,80,798,36,1,3331
80,2021-10-22,2021-10-04,81,993,27,5,1604
81,2021-10-22,2021-10-04,82,22,25,2,4032
82,2021-10-22,2021-10-04,83,360,48,5,4951
83,2021-10-22,2021-10-04,84,370,26,4,1523
84,2021-10-22,2021-10-04,85,93,5,2,5291
85,2021-10-22,2021-10-04,86,460,36,1,2098
86,2021-10-22,2021-10-04,87,242,2,2,40
87,2021-10-22,2021-10-04,88,973,19,4,3732
88,2021-10-22,2021-10-04,89,505,4,2,2201
89,2021-10-22,2021-10-04,90,314,30,1,1569
