Date,BAMLH0A0HYM2,BAMLC0A0CM,BAMLC0A4CBBB,BAMLH0A1HYBB,BAMLH0A3HYC
1997-01-02,-0.022364217252396124,0.0,0.0,-0.015384615384615441,-0.013550135501354976
1997-01-03,0.009803921568627416,0.016666666666666607,0.0,0.01041666666666674,0.012362637362637319
1997-01-06,0.003236245954692629,0.0,0.024096385542168752,0.0,-0.0013568521031207537
1997-01-07,0.0,0.0,-0.0117647058823529,-0.005154639175257714,0.0
1997-01-08,-0.00967741935483879,-0.016393442622950838,-0.011904761904761862,-0.010362694300518172,-0.0027173913043478937
1997-01-09,0.019543973941368087,0.03333333333333344,0.024096385542168752,0.02617801047120416,0.017711171662125436
1997-01-10,0.009584664536741228,0.17741935483870974,0.11764705882352944,0.030612244897959107,0.0
1997-01-13,-0.03797468354430378,-0.1643835616438356,-0.12631578947368416,-0.05940594059405946,-0.009370816599732157
1997-01-14,0.016447368421052655,0.0,0.0,0.010526315789473717,-0.004054054054054124
1997-01-15,-0.006472491909385147,0.0,0.0,-0.00520833333333337,-0.009497964721845387
1997-01-16,-0.01628664495113996,-0.016393442622950838,-0.012048192771084376,-0.015706806282722474,-0.010958904109588996
1997-01-17,0.0066225165562914245,0.0,0.0,0.0,0.0027700831024930483
1997-01-20,-0.00328947368421062,0.0,0.0,0.0,-0.006906077348066253
1997-01-21,0.0066006600660066805,0.016666666666666607,0.012195121951219523,0.010638297872340496,0.0055632823365785455
1997-01-22,-0.01967213114754085,-0.016393442622950838,-0.012048192771084376,-0.021052631578947323,-0.011065006915629283
1997-01-23,-0.006688963210702337,0.0,0.0,-0.010752688172043001,0.0013986013986013734
1997-01-24,-0.010101010101010166,0.0,0.0,-0.010869565217391353,-0.011173184357541888
1997-01-27,-0.013605442176870763,0.0,0.0,-0.016483516483516536,-0.011299435028248594
1997-01-28,0.006896551724137945,0.0,0.0,0.011173184357541999,-0.0071428571428571175
1997-01-29,0.006849315068493178,0.0,0.0,0.0,0.020143884892086295
1997-01-30,0.010204081632653184,0.0,0.0,0.005524861878453136,0.007052186177715081
1997-01-31,0.023569023569023573,0.016666666666666607,0.0,0.0219780219780219,0.022408963585434094
1997-02-03,0.013157894736842035,0.0,0.0,0.005376344086021501,0.0
1997-02-04,0.0,0.0,0.0,0.0053475935828875,-0.004109589041095929
1997-02-05,-0.009740259740259827,-0.016393442622950838,0.0,-0.015957446808510523,-0.00687757909215958
1997-02-06,-0.006557377049180357,0.0,0.0,-0.005405405405405461,-0.0041551246537395725
1997-02-07,0.00990099009900991,0.016666666666666607,0.0,0.010869565217391353,0.0013908205841446364
1997-02-10,-0.006535947712418277,-0.016393442622950838,-0.012195121951219412,-0.010752688172043001,-0.011111111111111072
1997-02-11,-0.00328947368421062,0.0,0.0,0.0,-0.001404494382022392
1997-02-12,-0.0066006600660065695,0.0,0.012345679012345512,-0.005434782608695676,-0.005625879043600568
1997-02-13,0.00996677740863805,0.0,-0.012195121951219412,0.005464480874316946,0.008486562942008335
1997-02-14,0.0032894736842103978,-0.01666666666666672,0.0,0.0,0.0
1997-02-18,-0.013114754098360715,0.0,0.0,-0.010869565217391353,-0.008415147265077083
1997-02-19,-0.009966777408637828,0.016949152542372836,0.0,-0.01098901098901095,-0.005657708628005631
1997-02-20,-0.030201342281879096,-0.01666666666666672,0.0,-0.022222222222222254,-0.019914651493598945
1997-02-21,0.0,0.0,0.0,0.005681818181818121,0.004354136429608246
1997-02-24,-0.01384083044982698,0.0,-0.012345679012345734,-0.011299435028248594,-0.00867052023121384
1997-02-25,-0.007017543859649145,0.0,0.0,-0.011428571428571455,-0.02186588921282806
1997-02-26,-0.042402826855123754,0.0,0.0,-0.040462427745664775,-0.02682563338301036
1997-02-27,0.0,0.0,-0.012499999999999956,0.0,-0.006125574272588086
1997-02-28,0.007380073800737907,0.0,0.0,0.012048192771084265,-0.0046224961479198745
1997-03-03,-0.0073260073260073,-0.03389830508474578,-0.025316455696202556,-0.011904761904761862,0.004643962848297267
1997-03-04,-0.014760147601476037,-0.01754385964912264,0.0,-0.012048192771084376,-0.03235747303543912
1997-03-05,0.014981273408239737,0.0,-0.012987012987012991,0.0060975609756097615,0.02547770700636942
1997-03-06,-0.0036900369003689537,0.0,0.013157894736842035,0.0,-0.0031055900621118626
1997-03-07,0.014814814814814836,0.01785714285714257,0.0,0.0121212121212122,0.009345794392523477
1997-03-10,0.0,-0.01754385964912264,-0.012987012987012991,-0.005988023952095856,0.0030864197530864335
1997-03-11,-0.007299270072992692,0.0,0.0,-0.0060240963855421326,0.0
1997-03-12,-0.011029411764705954,0.01785714285714257,0.013157894736842035,-0.012121212121212088,-0.009230769230769154
1997-03-13,-0.026022304832713727,0.0,0.0,-0.024539877300613355,-0.012422360248447228
1997-03-14,0.01526717557251911,0.0,0.0,0.012578616352201255,0.007861635220125729
1997-03-17,0.0,0.0,0.0,0.0,-0.009360374414976724
1997-03-18,0.003759398496240518,0.0,0.0,0.0,0.0047244094488190225
1997-03-19,0.0,-0.01754385964912264,-0.012987012987012991,-0.006211180124223614,-0.014106583072100332
1997-03-20,0.0037453183520599342,0.01785714285714257,0.0,0.0,0.0
1997-03-21,0.003731343283581934,0.0,0.0,0.0,0.0015898251192367763
1997-03-24,0.0074349442379182396,-0.01754385964912264,0.0,0.006250000000000089,0.004761904761904745
1997-03-25,-0.0073800738007380184,0.01785714285714257,0.0,0.0,-0.003159557661927437
1997-03-26,0.0074349442379182396,-0.01754385964912264,0.0,0.0,0.0015847860538829028
1997-03-27,-0.014760147601476037,0.0,-0.013157894736842146,-0.018633540372670843,-0.009493670886076
1997-03-31,0.06367041198501866,0.01785714285714257,0.01333333333333342,0.05063291139240489,0.03833865814696491
1997-04-01,0.021126760563380254,0.01754385964912286,0.013157894736842035,0.030120481927710774,0.013846153846153841
1997-04-02,0.01379310344827589,0.0,0.0,0.005847953216374213,0.009104704097116834
1997-04-03,0.003401360544217802,0.0,0.0,0.005813953488372103,0.006015037593984918
1997-04-04,-0.01016949152542379,0.0,0.0,-0.005780346820809301,-0.01195814648729443
1997-04-07,0.010273972602739878,0.01724137931034475,0.012987012987013102,0.01744186046511631,0.00605143721633894
1997-04-08,-0.006779661016949157,0.0,0.0,-0.011428571428571455,-0.004511278195488799
1997-04-09,-0.0068259385665528916,-0.016949152542372947,0.0,0.0,0.0015105740181269312
1997-04-10,0.0034364261168384758,0.0,0.0,-0.005780346820809301,0.007541478129713397
1997-04-11,-0.017123287671232834,0.0,-0.012820512820512886,-0.01744186046511631,0.0014970059880241582
1997-04-14,0.0034843205574912606,0.0,0.012987012987013102,0.00591715976331364,-0.005979073243647215
1997-04-15,0.01736111111111116,0.0,0.0,0.0235294117647058,-0.007518796992481258
1997-04-16,-0.0068259385665528916,0.0,-0.012820512820512886,-0.011494252873563204,-0.013636363636363669
1997-04-17,0.0034364261168384758,0.0,0.0,0.005813953488372103,0.009216589861751334
1997-04-18,-0.003424657534246478,0.0,0.0,0.0,-0.003044140030441511
1997-04-21,-0.013745704467354014,0.0,0.0,-0.011560693641618491,-0.015267175572518998
1997-04-22,0.006968641114982521,0.034482758620689724,0.025974025974025983,0.01754385964912286,0.0
1997-04-23,-0.02076124567474047,0.0,0.0,-0.017241379310344862,-0.009302325581395432
1997-04-24,-0.017667844522968323,-0.01666666666666672,0.0,-0.01754385964912286,-0.007824726134585291
1997-04-25,0.0,0.0,0.0,0.0,-0.003154574132492094
1997-04-28,0.010791366906474975,0.016949152542372836,0.0,0.005952380952380931,0.023734177215189778
1997-04-29,0.03558718861209975,0.016666666666666607,0.0,0.035502958579881616,0.01700154559505407
1997-04-30,0.010309278350515427,-0.032786885245901676,0.0,0.0,0.03191489361702127
1997-05-01,-0.010204081632652962,0.0,0.0,-0.005714285714285672,0.0014727540500736325
1997-05-02,-0.003436426116838587,0.0,0.0,-0.005747126436781658,0.0
1997-05-05,-0.01379310344827589,0.0,0.0,-0.005780346820809301,-0.00588235294117645
1997-05-06,-0.010489510489510412,0.0,0.0,-0.005813953488372103,-0.0014792899408283544
