,RunDate,PeriodEndDate,FeatureLag,EquityDays,EquityDaysPositive,EquityDaysNegative,StrategyDaysInEquity,StrategyDaysInCash,StrategyCapturePositive,StrategyCaptureNegative,EquityDays>=1%,EquityDays<=-1%,StrategyCaptureExtremePositive,StrategyCaptureExtremeNegative
59,2021-10-26,2021-10-21,60,718,416,302,436,282,248,114,115,79,64,47
60,2021-10-26,2021-10-21,61,718,416,302,432,286,249,119,115,79,69,43
61,2021-10-26,2021-10-21,62,718,416,302,447,271,245,100,115,79,69,56
62,2021-10-26,2021-10-21,63,718,416,302,423,295,253,132,115,79,76,48
63,2021-10-26,2021-10-21,64,718,416,302,401,317,234,135,115,79,72,44
64,2021-10-26,2021-10-21,65,718,416,302,462,256,282,122,115,79,78,50
65,2021-10-26,2021-10-21,66,718,416,302,421,297,246,127,115,79,66,41
66,2021-10-26,2021-10-21,67,718,416,302,437,281,257,122,115,79,68,44
67,2021-10-26,2021-10-21,68,718,416,302,435,283,253,120,115,79,76,45
68,2021-10-26,2021-10-21,69,718,416,302,455,263,254,101,115,79,65,52
69,2021-10-26,2021-10-21,70,718,416,302,448,270,266,120,115,79,78,44
70,2021-10-26,2021-10-21,71,718,416,302,392,326,238,148,115,79,68,44
71,2021-10-26,2021-10-21,72,718,416,302,419,299,242,125,115,79,69,41
72,2021-10-26,2021-10-21,73,718,416,302,427,291,249,124,115,79,66,49
73,2021-10-26,2021-10-21,74,718,416,302,422,296,239,119,115,79,69,48
74,2021-10-26,2021-10-21,75,718,416,302,423,295,238,117,115,79,62,49
75,2021-10-26,2021-10-21,76,718,416,302,448,270,259,113,115,79,70,52
76,2021-10-26,2021-10-21,77,718,416,302,424,294,252,130,115,79,68,41
77,2021-10-26,2021-10-21,78,718,416,302,423,295,252,131,115,79,70,44
78,2021-10-26,2021-10-21,79,718,416,302,364,354,218,156,115,79,54,40
79,2021-10-26,2021-10-21,80,718,416,302,431,287,256,127,115,79,75,47
80,2021-10-26,2021-10-21,81,718,416,302,443,275,252,111,115,79,72,56
81,2021-10-26,2021-10-21,82,718,416,302,479,239,282,105,115,79,81,55
82,2021-10-26,2021-10-21,83,718,416,302,437,281,246,111,115,79,71,52
83,2021-10-26,2021-10-21,84,718,416,302,440,278,247,109,115,79,68,50
84,2021-10-26,2021-10-21,85,718,416,302,433,285,237,106,115,79,67,55
85,2021-10-26,2021-10-21,86,718,416,302,448,270,264,118,115,79,77,47
86,2021-10-26,2021-10-21,87,718,416,302,428,290,248,122,115,79,68,48
87,2021-10-26,2021-10-21,88,718,416,302,424,294,250,128,115,79,68,52
88,2021-10-26,2021-10-21,89,718,416,302,471,247,266,97,115,79,79,55
89,2021-10-26,2021-10-21,90,718,416,302,486,232,287,103,115,79,75,46
