,realtime_start,realtime_end,date,value
64,2021-10-19,2021-10-19,1962-04-02,3.97
65,2021-10-19,2021-10-19,1962-04-03,3.95
66,2021-10-19,2021-10-19,1962-04-04,3.91
67,2021-10-19,2021-10-19,1962-04-05,3.94
68,2021-10-19,2021-10-19,1962-04-06,3.92
69,2021-10-19,2021-10-19,1962-04-09,3.92
70,2021-10-19,2021-10-19,1962-04-10,3.92
71,2021-10-19,2021-10-19,1962-04-11,3.94
72,2021-10-19,2021-10-19,1962-04-12,3.93
73,2021-10-19,2021-10-19,1962-04-13,3.92
74,2021-10-19,2021-10-19,1962-04-16,3.92
75,2021-10-19,2021-10-19,1962-04-17,3.92
76,2021-10-19,2021-10-19,1962-04-18,3.9
77,2021-10-19,2021-10-19,1962-04-19,3.91
79,2021-10-19,2021-10-19,1962-04-23,3.93
80,2021-10-19,2021-10-19,1962-04-24,3.94
81,2021-10-19,2021-10-19,1962-04-25,3.94
82,2021-10-19,2021-10-19,1962-04-26,3.94
83,2021-10-19,2021-10-19,1962-04-27,3.91
84,2021-10-19,2021-10-19,1962-04-30,3.91
85,2021-10-19,2021-10-19,1962-05-01,3.91
86,2021-10-19,2021-10-19,1962-05-02,3.91
87,2021-10-19,2021-10-19,1962-05-03,3.9
88,2021-10-19,2021-10-19,1962-05-04,3.9
89,2021-10-19,2021-10-19,1962-05-07,3.9
90,2021-10-19,2021-10-19,1962-05-08,3.9
91,2021-10-19,2021-10-19,1962-05-09,3.89
92,2021-10-19,2021-10-19,1962-05-10,3.88
93,2021-10-19,2021-10-19,1962-05-11,3.88
94,2021-10-19,2021-10-19,1962-05-14,3.89
95,2021-10-19,2021-10-19,1962-05-15,3.9
96,2021-10-19,2021-10-19,1962-05-16,3.91
97,2021-10-19,2021-10-19,1962-05-17,3.91
98,2021-10-19,2021-10-19,1962-05-18,3.94
99,2021-10-19,2021-10-19,1962-05-21,3.96
100,2021-10-19,2021-10-19,1962-05-22,3.95
101,2021-10-19,2021-10-19,1962-05-23,3.95
102,2021-10-19,2021-10-19,1962-05-24,3.94
103,2021-10-19,2021-10-19,1962-05-25,3.93
104,2021-10-19,2021-10-19,1962-05-28,3.92
105,2021-10-19,2021-10-19,1962-05-29,3.94
107,2021-10-19,2021-10-19,1962-05-31,3.94
108,2021-10-19,2021-10-19,1962-06-01,3.93
109,2021-10-19,2021-10-19,1962-06-04,3.93
110,2021-10-19,2021-10-19,1962-06-05,3.94
111,2021-10-19,2021-10-19,1962-06-06,3.93
112,2021-10-19,2021-10-19,1962-06-07,3.93
113,2021-10-19,2021-10-19,1962-06-08,3.92
114,2021-10-19,2021-10-19,1962-06-11,3.92
115,2021-10-19,2021-10-19,1962-06-12,3.91
116,2021-10-19,2021-10-19,1962-06-13,3.92
117,2021-10-19,2021-10-19,1962-06-14,3.94
118,2021-10-19,2021-10-19,1962-06-15,3.94
119,2021-10-19,2021-10-19,1962-06-18,3.95
120,2021-10-19,2021-10-19,1962-06-19,3.97
121,2021-10-19,2021-10-19,1962-06-20,3.97
122,2021-10-19,2021-10-19,1962-06-21,3.96
123,2021-10-19,2021-10-19,1962-06-22,3.96
124,2021-10-19,2021-10-19,1962-06-25,4.0
125,2021-10-19,2021-10-19,1962-06-26,4.01
126,2021-10-19,2021-10-19,1962-06-27,4.0
127,2021-10-19,2021-10-19,1962-06-28,4.01
128,2021-10-19,2021-10-19,1962-06-29,4.02
129,2021-10-19,2021-10-19,1962-07-02,4.02
130,2021-10-19,2021-10-19,1962-07-03,4.02
132,2021-10-19,2021-10-19,1962-07-05,4.02
133,2021-10-19,2021-10-19,1962-07-06,4.05
134,2021-10-19,2021-10-19,1962-07-09,4.07
135,2021-10-19,2021-10-19,1962-07-10,4.06
136,2021-10-19,2021-10-19,1962-07-11,4.06
137,2021-10-19,2021-10-19,1962-07-12,4.05
138,2021-10-19,2021-10-19,1962-07-13,4.05
139,2021-10-19,2021-10-19,1962-07-16,4.06
140,2021-10-19,2021-10-19,1962-07-17,4.06
141,2021-10-19,2021-10-19,1962-07-18,4.06
142,2021-10-19,2021-10-19,1962-07-19,4.06
143,2021-10-19,2021-10-19,1962-07-20,4.05
144,2021-10-19,2021-10-19,1962-07-23,4.05
145,2021-10-19,2021-10-19,1962-07-24,4.05
146,2021-10-19,2021-10-19,1962-07-25,4.05
147,2021-10-19,2021-10-19,1962-07-26,4.04
148,2021-10-19,2021-10-19,1962-07-27,4.05
149,2021-10-19,2021-10-19,1962-07-30,4.06
150,2021-10-19,2021-10-19,1962-07-31,4.06
151,2021-10-19,2021-10-19,1962-08-01,4.06
152,2021-10-19,2021-10-19,1962-08-02,4.03
153,2021-10-19,2021-10-19,1962-08-03,4.04
154,2021-10-19,2021-10-19,1962-08-06,4.04
155,2021-10-19,2021-10-19,1962-08-07,4.04
156,2021-10-19,2021-10-19,1962-08-08,4.04
157,2021-10-19,2021-10-19,1962-08-09,4.03
158,2021-10-19,2021-10-19,1962-08-10,4.03
159,2021-10-19,2021-10-19,1962-08-13,4.03
160,2021-10-19,2021-10-19,1962-08-14,4.01
161,2021-10-19,2021-10-19,1962-08-15,4.01
162,2021-10-19,2021-10-19,1962-08-16,3.99
163,2021-10-19,2021-10-19,1962-08-17,3.99
164,2021-10-19,2021-10-19,1962-08-20,3.98
165,2021-10-19,2021-10-19,1962-08-21,3.97
166,2021-10-19,2021-10-19,1962-08-22,3.97
167,2021-10-19,2021-10-19,1962-08-23,3.97
168,2021-10-19,2021-10-19,1962-08-24,3.97
169,2021-10-19,2021-10-19,1962-08-27,3.98
170,2021-10-19,2021-10-19,1962-08-28,3.98
171,2021-10-19,2021-10-19,1962-08-29,3.98
172,2021-10-19,2021-10-19,1962-08-30,3.99
173,2021-10-19,2021-10-19,1962-08-31,3.99
175,2021-10-19,2021-10-19,1962-09-04,3.99
176,2021-10-19,2021-10-19,1962-09-05,4.0
177,2021-10-19,2021-10-19,1962-09-06,4.0
178,2021-10-19,2021-10-19,1962-09-07,4.01
179,2021-10-19,2021-10-19,1962-09-10,4.01
180,2021-10-19,2021-10-19,1962-09-11,4.01
181,2021-10-19,2021-10-19,1962-09-12,4.0
182,2021-10-19,2021-10-19,1962-09-13,4.0
183,2021-10-19,2021-10-19,1962-09-14,4.0
184,2021-10-19,2021-10-19,1962-09-17,4.0
185,2021-10-19,2021-10-19,1962-09-18,4.0
186,2021-10-19,2021-10-19,1962-09-19,4.0
187,2021-10-19,2021-10-19,1962-09-20,4.0
188,2021-10-19,2021-10-19,1962-09-21,4.0
189,2021-10-19,2021-10-19,1962-09-24,3.99
190,2021-10-19,2021-10-19,1962-09-25,3.99
191,2021-10-19,2021-10-19,1962-09-26,3.99
192,2021-10-19,2021-10-19,1962-09-27,3.98
193,2021-10-19,2021-10-19,1962-09-28,3.97
194,2021-10-19,2021-10-19,1962-10-01,3.96
195,2021-10-19,2021-10-19,1962-10-02,3.95
196,2021-10-19,2021-10-19,1962-10-03,3.94
197,2021-10-19,2021-10-19,1962-10-04,3.94
198,2021-10-19,2021-10-19,1962-10-05,3.95
199,2021-10-19,2021-10-19,1962-10-08,3.95
200,2021-10-19,2021-10-19,1962-10-09,3.95
201,2021-10-19,2021-10-19,1962-10-10,3.94
202,2021-10-19,2021-10-19,1962-10-11,3.94
204,2021-10-19,2021-10-19,1962-10-15,3.94
205,2021-10-19,2021-10-19,1962-10-16,3.94
206,2021-10-19,2021-10-19,1962-10-17,3.95
207,2021-10-19,2021-10-19,1962-10-18,3.94
208,2021-10-19,2021-10-19,1962-10-19,3.9
209,2021-10-19,2021-10-19,1962-10-22,3.93
210,2021-10-19,2021-10-19,1962-10-23,3.94
211,2021-10-19,2021-10-19,1962-10-24,3.94
212,2021-10-19,2021-10-19,1962-10-25,3.95
213,2021-10-19,2021-10-19,1962-10-26,3.94
214,2021-10-19,2021-10-19,1962-10-29,3.94
215,2021-10-19,2021-10-19,1962-10-30,3.94
216,2021-10-19,2021-10-19,1962-10-31,3.94
217,2021-10-19,2021-10-19,1962-11-01,3.94
218,2021-10-19,2021-10-19,1962-11-02,3.94
219,2021-10-19,2021-10-19,1962-11-05,3.93
221,2021-10-19,2021-10-19,1962-11-07,3.93
222,2021-10-19,2021-10-19,1962-11-08,3.92
223,2021-10-19,2021-10-19,1962-11-09,3.91
225,2021-10-19,2021-10-19,1962-11-13,3.92
226,2021-10-19,2021-10-19,1962-11-14,3.93
227,2021-10-19,2021-10-19,1962-11-15,3.93
228,2021-10-19,2021-10-19,1962-11-16,3.94
229,2021-10-19,2021-10-19,1962-11-19,3.95
230,2021-10-19,2021-10-19,1962-11-20,3.94
231,2021-10-19,2021-10-19,1962-11-21,3.94
233,2021-10-19,2021-10-19,1962-11-23,3.94
234,2021-10-19,2021-10-19,1962-11-26,3.94
235,2021-10-19,2021-10-19,1962-11-27,3.94
236,2021-10-19,2021-10-19,1962-11-28,3.94
237,2021-10-19,2021-10-19,1962-11-29,3.94
238,2021-10-19,2021-10-19,1962-11-30,3.94
239,2021-10-19,2021-10-19,1962-12-03,3.95
240,2021-10-19,2021-10-19,1962-12-04,3.96
241,2021-10-19,2021-10-19,1962-12-05,3.96
242,2021-10-19,2021-10-19,1962-12-06,3.95
243,2021-10-19,2021-10-19,1962-12-07,3.95
244,2021-10-19,2021-10-19,1962-12-10,3.94
245,2021-10-19,2021-10-19,1962-12-11,3.93
246,2021-10-19,2021-10-19,1962-12-12,3.92
247,2021-10-19,2021-10-19,1962-12-13,3.92
248,2021-10-19,2021-10-19,1962-12-14,3.92
249,2021-10-19,2021-10-19,1962-12-17,3.91
250,2021-10-19,2021-10-19,1962-12-18,3.9
251,2021-10-19,2021-10-19,1962-12-19,3.9
252,2021-10-19,2021-10-19,1962-12-20,3.9
253,2021-10-19,2021-10-19,1962-12-21,3.9
254,2021-10-19,2021-10-19,1962-12-24,3.89
256,2021-10-19,2021-10-19,1962-12-26,3.89
257,2021-10-19,2021-10-19,1962-12-27,3.9
258,2021-10-19,2021-10-19,1962-12-28,3.91
259,2021-10-19,2021-10-19,1962-12-31,3.92
261,2021-10-19,2021-10-19,1963-01-02,3.91
262,2021-10-19,2021-10-19,1963-01-03,3.91
263,2021-10-19,2021-10-19,1963-01-04,3.93
264,2021-10-19,2021-10-19,1963-01-07,3.92
265,2021-10-19,2021-10-19,1963-01-08,3.93
266,2021-10-19,2021-10-19,1963-01-09,3.93
267,2021-10-19,2021-10-19,1963-01-10,3.92
268,2021-10-19,2021-10-19,1963-01-11,3.91
269,2021-10-19,2021-10-19,1963-01-14,3.91
270,2021-10-19,2021-10-19,1963-01-15,3.91
271,2021-10-19,2021-10-19,1963-01-16,3.91
272,2021-10-19,2021-10-19,1963-01-17,3.93
273,2021-10-19,2021-10-19,1963-01-18,3.94
274,2021-10-19,2021-10-19,1963-01-21,3.95
275,2021-10-19,2021-10-19,1963-01-22,3.96
276,2021-10-19,2021-10-19,1963-01-23,3.96
277,2021-10-19,2021-10-19,1963-01-24,3.96
278,2021-10-19,2021-10-19,1963-01-25,3.95
279,2021-10-19,2021-10-19,1963-01-28,3.96
280,2021-10-19,2021-10-19,1963-01-29,3.96
281,2021-10-19,2021-10-19,1963-01-30,3.95
282,2021-10-19,2021-10-19,1963-01-31,3.96
283,2021-10-19,2021-10-19,1963-02-01,3.96
284,2021-10-19,2021-10-19,1963-02-04,3.97
285,2021-10-19,2021-10-19,1963-02-05,3.97
286,2021-10-19,2021-10-19,1963-02-06,3.97
287,2021-10-19,2021-10-19,1963-02-07,3.97
288,2021-10-19,2021-10-19,1963-02-08,3.96
289,2021-10-19,2021-10-19,1963-02-11,3.96
291,2021-10-19,2021-10-19,1963-02-13,3.97
292,2021-10-19,2021-10-19,1963-02-14,3.97
293,2021-10-19,2021-10-19,1963-02-15,3.96
294,2021-10-19,2021-10-19,1963-02-18,3.96
295,2021-10-19,2021-10-19,1963-02-19,3.96
296,2021-10-19,2021-10-19,1963-02-20,3.96
297,2021-10-19,2021-10-19,1963-02-21,3.97
299,2021-10-19,2021-10-19,1963-02-25,3.98
300,2021-10-19,2021-10-19,1963-02-26,3.98
301,2021-10-19,2021-10-19,1963-02-27,3.98
302,2021-10-19,2021-10-19,1963-02-28,3.97
303,2021-10-19,2021-10-19,1963-03-01,3.97
304,2021-10-19,2021-10-19,1963-03-04,3.97
305,2021-10-19,2021-10-19,1963-03-05,3.96
306,2021-10-19,2021-10-19,1963-03-06,3.96
307,2021-10-19,2021-10-19,1963-03-07,3.96
308,2021-10-19,2021-10-19,1963-03-08,3.97
309,2021-10-19,2021-10-19,1963-03-11,3.97
310,2021-10-19,2021-10-19,1963-03-12,3.97
311,2021-10-19,2021-10-19,1963-03-13,3.98
312,2021-10-19,2021-10-19,1963-03-14,3.98
313,2021-10-19,2021-10-19,1963-03-15,3.98
314,2021-10-19,2021-10-19,1963-03-18,3.98
315,2021-10-19,2021-10-19,1963-03-19,3.99
316,2021-10-19,2021-10-19,1963-03-20,3.98
317,2021-10-19,2021-10-19,1963-03-21,3.99
318,2021-10-19,2021-10-19,1963-03-22,3.99
319,2021-10-19,2021-10-19,1963-03-25,4.0
320,2021-10-19,2021-10-19,1963-03-26,4.0
321,2021-10-19,2021-10-19,1963-03-27,4.0
322,2021-10-19,2021-10-19,1963-03-28,4.0
323,2021-10-19,2021-10-19,1963-03-29,4.0
324,2021-10-19,2021-10-19,1963-04-01,4.0
325,2021-10-19,2021-10-19,1963-04-02,4.01
326,2021-10-19,2021-10-19,1963-04-03,4.01
327,2021-10-19,2021-10-19,1963-04-04,4.0
328,2021-10-19,2021-10-19,1963-04-05,4.0
329,2021-10-19,2021-10-19,1963-04-08,4.02
330,2021-10-19,2021-10-19,1963-04-09,4.02
331,2021-10-19,2021-10-19,1963-04-10,4.04
332,2021-10-19,2021-10-19,1963-04-11,4.04
334,2021-10-19,2021-10-19,1963-04-15,4.05
335,2021-10-19,2021-10-19,1963-04-16,4.05
336,2021-10-19,2021-10-19,1963-04-17,4.06
337,2021-10-19,2021-10-19,1963-04-18,4.05
338,2021-10-19,2021-10-19,1963-04-19,4.04
339,2021-10-19,2021-10-19,1963-04-22,4.04
340,2021-10-19,2021-10-19,1963-04-23,4.04
341,2021-10-19,2021-10-19,1963-04-24,4.04
342,2021-10-19,2021-10-19,1963-04-25,4.04
343,2021-10-19,2021-10-19,1963-04-26,4.04
344,2021-10-19,2021-10-19,1963-04-29,4.04
345,2021-10-19,2021-10-19,1963-04-30,4.04
346,2021-10-19,2021-10-19,1963-05-01,4.03
347,2021-10-19,2021-10-19,1963-05-02,4.03
348,2021-10-19,2021-10-19,1963-05-03,4.03
349,2021-10-19,2021-10-19,1963-05-06,4.02
350,2021-10-19,2021-10-19,1963-05-07,4.01
351,2021-10-19,2021-10-19,1963-05-08,4.01
352,2021-10-19,2021-10-19,1963-05-09,4.02
353,2021-10-19,2021-10-19,1963-05-10,4.02
354,2021-10-19,2021-10-19,1963-05-13,4.02
355,2021-10-19,2021-10-19,1963-05-14,4.01
356,2021-10-19,2021-10-19,1963-05-15,4.0
357,2021-10-19,2021-10-19,1963-05-16,4.0
358,2021-10-19,2021-10-19,1963-05-17,4.01
359,2021-10-19,2021-10-19,1963-05-20,4.02
360,2021-10-19,2021-10-19,1963-05-21,4.01
361,2021-10-19,2021-10-19,1963-05-22,4.02
362,2021-10-19,2021-10-19,1963-05-23,4.02
363,2021-10-19,2021-10-19,1963-05-24,4.03
364,2021-10-19,2021-10-19,1963-05-27,4.03
365,2021-10-19,2021-10-19,1963-05-28,4.03
366,2021-10-19,2021-10-19,1963-05-29,4.03
368,2021-10-19,2021-10-19,1963-05-31,4.03
369,2021-10-19,2021-10-19,1963-06-03,4.04
370,2021-10-19,2021-10-19,1963-06-04,4.03
371,2021-10-19,2021-10-19,1963-06-05,4.03
372,2021-10-19,2021-10-19,1963-06-06,4.03
373,2021-10-19,2021-10-19,1963-06-07,4.02
374,2021-10-19,2021-10-19,1963-06-10,4.02
375,2021-10-19,2021-10-19,1963-06-11,4.01
376,2021-10-19,2021-10-19,1963-06-12,4.02
377,2021-10-19,2021-10-19,1963-06-13,4.02
378,2021-10-19,2021-10-19,1963-06-14,4.02
379,2021-10-19,2021-10-19,1963-06-17,4.02
380,2021-10-19,2021-10-19,1963-06-18,4.02
381,2021-10-19,2021-10-19,1963-06-19,4.02
382,2021-10-19,2021-10-19,1963-06-20,4.02
383,2021-10-19,2021-10-19,1963-06-21,4.02
384,2021-10-19,2021-10-19,1963-06-24,4.03
385,2021-10-19,2021-10-19,1963-06-25,4.03
386,2021-10-19,2021-10-19,1963-06-26,4.03
387,2021-10-19,2021-10-19,1963-06-27,4.03
388,2021-10-19,2021-10-19,1963-06-28,4.03
389,2021-10-19,2021-10-19,1963-07-01,4.04
390,2021-10-19,2021-10-19,1963-07-02,4.06
391,2021-10-19,2021-10-19,1963-07-03,4.06
393,2021-10-19,2021-10-19,1963-07-05,4.07
394,2021-10-19,2021-10-19,1963-07-08,4.08
395,2021-10-19,2021-10-19,1963-07-09,4.08
396,2021-10-19,2021-10-19,1963-07-10,4.08
397,2021-10-19,2021-10-19,1963-07-11,4.08
398,2021-10-19,2021-10-19,1963-07-12,4.08
399,2021-10-19,2021-10-19,1963-07-15,4.07
400,2021-10-19,2021-10-19,1963-07-16,4.07
401,2021-10-19,2021-10-19,1963-07-17,4.07
402,2021-10-19,2021-10-19,1963-07-18,4.06
403,2021-10-19,2021-10-19,1963-07-19,4.05
404,2021-10-19,2021-10-19,1963-07-22,4.05
405,2021-10-19,2021-10-19,1963-07-23,4.05
406,2021-10-19,2021-10-19,1963-07-24,4.04
407,2021-10-19,2021-10-19,1963-07-25,4.04
408,2021-10-19,2021-10-19,1963-07-26,4.03
409,2021-10-19,2021-10-19,1963-07-29,4.03
410,2021-10-19,2021-10-19,1963-07-30,4.03
411,2021-10-19,2021-10-19,1963-07-31,4.03
412,2021-10-19,2021-10-19,1963-08-01,4.03
413,2021-10-19,2021-10-19,1963-08-02,4.02
414,2021-10-19,2021-10-19,1963-08-05,4.02
415,2021-10-19,2021-10-19,1963-08-06,4.03
416,2021-10-19,2021-10-19,1963-08-07,4.03
417,2021-10-19,2021-10-19,1963-08-08,4.03
418,2021-10-19,2021-10-19,1963-08-09,4.03
419,2021-10-19,2021-10-19,1963-08-12,4.03
420,2021-10-19,2021-10-19,1963-08-13,4.03
421,2021-10-19,2021-10-19,1963-08-14,4.04
422,2021-10-19,2021-10-19,1963-08-15,4.03
423,2021-10-19,2021-10-19,1963-08-16,4.03
424,2021-10-19,2021-10-19,1963-08-19,4.02
425,2021-10-19,2021-10-19,1963-08-20,4.03
426,2021-10-19,2021-10-19,1963-08-21,4.03
427,2021-10-19,2021-10-19,1963-08-22,4.03
428,2021-10-19,2021-10-19,1963-08-23,4.03
429,2021-10-19,2021-10-19,1963-08-26,4.03
430,2021-10-19,2021-10-19,1963-08-27,4.03
431,2021-10-19,2021-10-19,1963-08-28,4.03
432,2021-10-19,2021-10-19,1963-08-29,4.04
433,2021-10-19,2021-10-19,1963-08-30,4.04
435,2021-10-19,2021-10-19,1963-09-03,4.05
436,2021-10-19,2021-10-19,1963-09-04,4.06
437,2021-10-19,2021-10-19,1963-09-05,4.1
438,2021-10-19,2021-10-19,1963-09-06,4.1
439,2021-10-19,2021-10-19,1963-09-09,4.11
440,2021-10-19,2021-10-19,1963-09-10,4.1
441,2021-10-19,2021-10-19,1963-09-11,4.1
442,2021-10-19,2021-10-19,1963-09-12,4.1
443,2021-10-19,2021-10-19,1963-09-13,4.1
444,2021-10-19,2021-10-19,1963-09-16,4.1
445,2021-10-19,2021-10-19,1963-09-17,4.1
446,2021-10-19,2021-10-19,1963-09-18,4.1
447,2021-10-19,2021-10-19,1963-09-19,4.1
448,2021-10-19,2021-10-19,1963-09-20,4.09
449,2021-10-19,2021-10-19,1963-09-23,4.09
450,2021-10-19,2021-10-19,1963-09-24,4.09
451,2021-10-19,2021-10-19,1963-09-25,4.09
452,2021-10-19,2021-10-19,1963-09-26,4.09
453,2021-10-19,2021-10-19,1963-09-27,4.08
454,2021-10-19,2021-10-19,1963-09-30,4.08
455,2021-10-19,2021-10-19,1963-10-01,4.08
456,2021-10-19,2021-10-19,1963-10-02,4.08
457,2021-10-19,2021-10-19,1963-10-03,4.08
458,2021-10-19,2021-10-19,1963-10-04,4.09
459,2021-10-19,2021-10-19,1963-10-07,4.1
460,2021-10-19,2021-10-19,1963-10-08,4.1
461,2021-10-19,2021-10-19,1963-10-09,4.11
462,2021-10-19,2021-10-19,1963-10-10,4.11
463,2021-10-19,2021-10-19,1963-10-11,4.11
464,2021-10-19,2021-10-19,1963-10-14,4.11
465,2021-10-19,2021-10-19,1963-10-15,4.12
466,2021-10-19,2021-10-19,1963-10-16,4.12
467,2021-10-19,2021-10-19,1963-10-17,4.13
468,2021-10-19,2021-10-19,1963-10-18,4.13
469,2021-10-19,2021-10-19,1963-10-21,4.13
470,2021-10-19,2021-10-19,1963-10-22,4.13
471,2021-10-19,2021-10-19,1963-10-23,4.13
472,2021-10-19,2021-10-19,1963-10-24,4.13
473,2021-10-19,2021-10-19,1963-10-25,4.13
474,2021-10-19,2021-10-19,1963-10-28,4.13
475,2021-10-19,2021-10-19,1963-10-29,4.14
476,2021-10-19,2021-10-19,1963-10-30,4.14
477,2021-10-19,2021-10-19,1963-10-31,4.15
478,2021-10-19,2021-10-19,1963-11-01,4.16
479,2021-10-19,2021-10-19,1963-11-04,4.16
481,2021-10-19,2021-10-19,1963-11-06,4.18
482,2021-10-19,2021-10-19,1963-11-07,4.18
483,2021-10-19,2021-10-19,1963-11-08,4.17
485,2021-10-19,2021-10-19,1963-11-12,4.17
486,2021-10-19,2021-10-19,1963-11-13,4.17
487,2021-10-19,2021-10-19,1963-11-14,4.15
488,2021-10-19,2021-10-19,1963-11-15,4.15
489,2021-10-19,2021-10-19,1963-11-18,4.15
490,2021-10-19,2021-10-19,1963-11-19,4.15
491,2021-10-19,2021-10-19,1963-11-20,4.15
492,2021-10-19,2021-10-19,1963-11-21,4.15
493,2021-10-19,2021-10-19,1963-11-22,4.15
495,2021-10-19,2021-10-19,1963-11-26,4.15
496,2021-10-19,2021-10-19,1963-11-27,4.15
498,2021-10-19,2021-10-19,1963-11-29,4.15
499,2021-10-19,2021-10-19,1963-12-02,4.17
500,2021-10-19,2021-10-19,1963-12-03,4.17
501,2021-10-19,2021-10-19,1963-12-04,4.17
502,2021-10-19,2021-10-19,1963-12-05,4.17
503,2021-10-19,2021-10-19,1963-12-06,4.17
504,2021-10-19,2021-10-19,1963-12-09,4.17
505,2021-10-19,2021-10-19,1963-12-10,4.17
506,2021-10-19,2021-10-19,1963-12-11,4.18
507,2021-10-19,2021-10-19,1963-12-12,4.19
508,2021-10-19,2021-10-19,1963-12-13,4.19
509,2021-10-19,2021-10-19,1963-12-16,4.2
510,2021-10-19,2021-10-19,1963-12-17,4.21
511,2021-10-19,2021-10-19,1963-12-18,4.21
512,2021-10-19,2021-10-19,1963-12-19,4.21
513,2021-10-19,2021-10-19,1963-12-20,4.22
514,2021-10-19,2021-10-19,1963-12-23,4.22
515,2021-10-19,2021-10-19,1963-12-24,4.22
517,2021-10-19,2021-10-19,1963-12-26,4.21
518,2021-10-19,2021-10-19,1963-12-27,4.2
519,2021-10-19,2021-10-19,1963-12-30,4.19
520,2021-10-19,2021-10-19,1963-12-31,4.19
522,2021-10-19,2021-10-19,1964-01-02,4.19
523,2021-10-19,2021-10-19,1964-01-03,4.19
524,2021-10-19,2021-10-19,1964-01-06,4.19
525,2021-10-19,2021-10-19,1964-01-07,4.18
526,2021-10-19,2021-10-19,1964-01-08,4.2
527,2021-10-19,2021-10-19,1964-01-09,4.2
528,2021-10-19,2021-10-19,1964-01-10,4.21
529,2021-10-19,2021-10-19,1964-01-13,4.21
530,2021-10-19,2021-10-19,1964-01-14,4.2
531,2021-10-19,2021-10-19,1964-01-15,4.2
532,2021-10-19,2021-10-19,1964-01-16,4.19
533,2021-10-19,2021-10-19,1964-01-17,4.18
534,2021-10-19,2021-10-19,1964-01-20,4.18
535,2021-10-19,2021-10-19,1964-01-21,4.17
536,2021-10-19,2021-10-19,1964-01-22,4.17
537,2021-10-19,2021-10-19,1964-01-23,4.18
538,2021-10-19,2021-10-19,1964-01-24,4.18
539,2021-10-19,2021-10-19,1964-01-27,4.18
540,2021-10-19,2021-10-19,1964-01-28,4.18
