,realtime_start,realtime_end,date,value
2380,2021-10-19,2021-10-19,1995-02-16,0.56
2381,2021-10-19,2021-10-19,1995-02-17,0.55
2382,2021-10-19,2021-10-19,1995-02-20,.
2383,2021-10-19,2021-10-19,1995-02-21,0.51
2384,2021-10-19,2021-10-19,1995-02-22,0.56
2385,2021-10-19,2021-10-19,1995-02-23,0.47
2386,2021-10-19,2021-10-19,1995-02-24,0.51
2387,2021-10-19,2021-10-19,1995-02-27,0.53
2388,2021-10-19,2021-10-19,1995-02-28,0.49
2389,2021-10-19,2021-10-19,1995-03-01,0.49
2390,2021-10-19,2021-10-19,1995-03-02,0.50
2391,2021-10-19,2021-10-19,1995-03-03,0.53
2392,2021-10-19,2021-10-19,1995-03-06,0.57
2393,2021-10-19,2021-10-19,1995-03-07,0.53
2394,2021-10-19,2021-10-19,1995-03-08,0.54
2395,2021-10-19,2021-10-19,1995-03-09,0.58
2396,2021-10-19,2021-10-19,1995-03-10,0.54
2397,2021-10-19,2021-10-19,1995-03-13,0.55
2398,2021-10-19,2021-10-19,1995-03-14,0.50
2399,2021-10-19,2021-10-19,1995-03-15,0.51
2400,2021-10-19,2021-10-19,1995-03-16,0.51
2401,2021-10-19,2021-10-19,1995-03-17,0.51
2402,2021-10-19,2021-10-19,1995-03-20,0.52
2403,2021-10-19,2021-10-19,1995-03-21,0.51
2404,2021-10-19,2021-10-19,1995-03-22,0.52
2405,2021-10-19,2021-10-19,1995-03-23,0.54
2406,2021-10-19,2021-10-19,1995-03-24,0.58
2407,2021-10-19,2021-10-19,1995-03-27,0.59
2408,2021-10-19,2021-10-19,1995-03-28,0.54
2409,2021-10-19,2021-10-19,1995-03-29,0.64
2410,2021-10-19,2021-10-19,1995-03-30,0.55
2411,2021-10-19,2021-10-19,1995-03-31,0.55
2412,2021-10-19,2021-10-19,1995-04-03,0.61
2413,2021-10-19,2021-10-19,1995-04-04,0.58
2414,2021-10-19,2021-10-19,1995-04-05,0.55
2415,2021-10-19,2021-10-19,1995-04-06,0.58
2416,2021-10-19,2021-10-19,1995-04-07,0.57
2417,2021-10-19,2021-10-19,1995-04-10,0.60
2418,2021-10-19,2021-10-19,1995-04-11,0.59
2419,2021-10-19,2021-10-19,1995-04-12,0.61
2420,2021-10-19,2021-10-19,1995-04-13,0.67
2421,2021-10-19,2021-10-19,1995-04-14,.
2422,2021-10-19,2021-10-19,1995-04-17,.
2423,2021-10-19,2021-10-19,1995-04-18,0.64
2424,2021-10-19,2021-10-19,1995-04-19,0.63
2425,2021-10-19,2021-10-19,1995-04-20,0.65
2426,2021-10-19,2021-10-19,1995-04-21,0.57
2427,2021-10-19,2021-10-19,1995-04-24,0.57
2428,2021-10-19,2021-10-19,1995-04-25,0.52
2429,2021-10-19,2021-10-19,1995-04-26,0.52
2430,2021-10-19,2021-10-19,1995-04-27,0.50
2431,2021-10-19,2021-10-19,1995-04-28,0.50
2432,2021-10-19,2021-10-19,1995-05-01,0.48
2433,2021-10-19,2021-10-19,1995-05-02,0.48
2434,2021-10-19,2021-10-19,1995-05-03,0.53
2435,2021-10-19,2021-10-19,1995-05-04,0.59
2436,2021-10-19,2021-10-19,1995-05-05,0.62
2437,2021-10-19,2021-10-19,1995-05-08,.
2438,2021-10-19,2021-10-19,1995-05-09,0.50
2439,2021-10-19,2021-10-19,1995-05-10,0.42
2440,2021-10-19,2021-10-19,1995-05-11,0.46
2441,2021-10-19,2021-10-19,1995-05-12,0.43
2442,2021-10-19,2021-10-19,1995-05-15,0.42
2443,2021-10-19,2021-10-19,1995-05-16,0.43
2444,2021-10-19,2021-10-19,1995-05-17,0.45
2445,2021-10-19,2021-10-19,1995-05-18,0.43
2446,2021-10-19,2021-10-19,1995-05-19,0.43
2447,2021-10-19,2021-10-19,1995-05-22,0.42
2448,2021-10-19,2021-10-19,1995-05-23,0.39
2449,2021-10-19,2021-10-19,1995-05-24,0.43
2450,2021-10-19,2021-10-19,1995-05-25,0.40
2451,2021-10-19,2021-10-19,1995-05-26,0.40
2452,2021-10-19,2021-10-19,1995-05-29,.
2453,2021-10-19,2021-10-19,1995-05-30,0.41
2454,2021-10-19,2021-10-19,1995-05-31,0.43
2455,2021-10-19,2021-10-19,1995-06-01,0.56
2456,2021-10-19,2021-10-19,1995-06-02,0.58
2457,2021-10-19,2021-10-19,1995-06-05,0.37
2458,2021-10-19,2021-10-19,1995-06-06,0.42
2459,2021-10-19,2021-10-19,1995-06-07,0.37
2460,2021-10-19,2021-10-19,1995-06-08,0.45
2461,2021-10-19,2021-10-19,1995-06-09,0.46
2462,2021-10-19,2021-10-19,1995-06-12,0.50
2463,2021-10-19,2021-10-19,1995-06-13,0.62
2464,2021-10-19,2021-10-19,1995-06-14,0.56
2465,2021-10-19,2021-10-19,1995-06-15,0.52
2466,2021-10-19,2021-10-19,1995-06-16,0.57
2467,2021-10-19,2021-10-19,1995-06-19,0.60
2468,2021-10-19,2021-10-19,1995-06-20,0.55
2469,2021-10-19,2021-10-19,1995-06-21,0.57
2470,2021-10-19,2021-10-19,1995-06-22,0.63
2471,2021-10-19,2021-10-19,1995-06-23,0.56
2472,2021-10-19,2021-10-19,1995-06-26,0.55
2473,2021-10-19,2021-10-19,1995-06-27,0.58
2474,2021-10-19,2021-10-19,1995-06-28,0.60
2475,2021-10-19,2021-10-19,1995-06-29,0.50
2476,2021-10-19,2021-10-19,1995-06-30,0.62
2477,2021-10-19,2021-10-19,1995-07-03,0.54
2478,2021-10-19,2021-10-19,1995-07-04,.
2479,2021-10-19,2021-10-19,1995-07-05,0.49
2480,2021-10-19,2021-10-19,1995-07-06,0.58
2481,2021-10-19,2021-10-19,1995-07-07,0.43
2482,2021-10-19,2021-10-19,1995-07-10,0.51
2483,2021-10-19,2021-10-19,1995-07-11,0.49
2484,2021-10-19,2021-10-19,1995-07-12,0.50
2485,2021-10-19,2021-10-19,1995-07-13,0.42
2486,2021-10-19,2021-10-19,1995-07-14,0.38
2487,2021-10-19,2021-10-19,1995-07-17,0.42
2488,2021-10-19,2021-10-19,1995-07-18,0.43
2489,2021-10-19,2021-10-19,1995-07-19,0.46
2490,2021-10-19,2021-10-19,1995-07-20,0.49
2491,2021-10-19,2021-10-19,1995-07-21,0.43
2492,2021-10-19,2021-10-19,1995-07-24,0.50
2493,2021-10-19,2021-10-19,1995-07-25,0.48
2494,2021-10-19,2021-10-19,1995-07-26,0.42
2495,2021-10-19,2021-10-19,1995-07-27,0.51
2496,2021-10-19,2021-10-19,1995-07-28,0.46
2497,2021-10-19,2021-10-19,1995-07-31,0.46
2498,2021-10-19,2021-10-19,1995-08-01,0.43
2499,2021-10-19,2021-10-19,1995-08-02,0.46
2500,2021-10-19,2021-10-19,1995-08-03,0.46
2501,2021-10-19,2021-10-19,1995-08-04,0.46
2502,2021-10-19,2021-10-19,1995-08-07,0.47
2503,2021-10-19,2021-10-19,1995-08-08,0.50
2504,2021-10-19,2021-10-19,1995-08-09,0.49
2505,2021-10-19,2021-10-19,1995-08-10,0.47
2506,2021-10-19,2021-10-19,1995-08-11,0.46
2507,2021-10-19,2021-10-19,1995-08-14,0.51
2508,2021-10-19,2021-10-19,1995-08-15,0.49
2509,2021-10-19,2021-10-19,1995-08-16,0.51
2510,2021-10-19,2021-10-19,1995-08-17,0.50
2511,2021-10-19,2021-10-19,1995-08-18,0.50
2512,2021-10-19,2021-10-19,1995-08-21,0.49
2513,2021-10-19,2021-10-19,1995-08-22,0.48
2514,2021-10-19,2021-10-19,1995-08-23,0.51
2515,2021-10-19,2021-10-19,1995-08-24,0.58
2516,2021-10-19,2021-10-19,1995-08-25,0.56
2517,2021-10-19,2021-10-19,1995-08-28,.
2518,2021-10-19,2021-10-19,1995-08-29,0.54
2519,2021-10-19,2021-10-19,1995-08-30,0.58
2520,2021-10-19,2021-10-19,1995-08-31,0.59
2521,2021-10-19,2021-10-19,1995-09-01,0.58
2522,2021-10-19,2021-10-19,1995-09-04,.
2523,2021-10-19,2021-10-19,1995-09-05,0.57
2524,2021-10-19,2021-10-19,1995-09-06,0.55
2525,2021-10-19,2021-10-19,1995-09-07,0.54
2526,2021-10-19,2021-10-19,1995-09-08,0.51
2527,2021-10-19,2021-10-19,1995-09-11,0.53
2528,2021-10-19,2021-10-19,1995-09-12,0.57
2529,2021-10-19,2021-10-19,1995-09-13,0.57
2530,2021-10-19,2021-10-19,1995-09-14,0.59
2531,2021-10-19,2021-10-19,1995-09-15,0.51
2532,2021-10-19,2021-10-19,1995-09-18,0.52
2533,2021-10-19,2021-10-19,1995-09-19,0.61
2534,2021-10-19,2021-10-19,1995-09-20,0.63
2535,2021-10-19,2021-10-19,1995-09-21,0.57
2536,2021-10-19,2021-10-19,1995-09-22,0.65
2537,2021-10-19,2021-10-19,1995-09-25,0.63
2538,2021-10-19,2021-10-19,1995-09-26,0.58
2539,2021-10-19,2021-10-19,1995-09-27,0.62
2540,2021-10-19,2021-10-19,1995-09-28,0.66
2541,2021-10-19,2021-10-19,1995-09-29,0.71
2542,2021-10-19,2021-10-19,1995-10-02,0.68
2543,2021-10-19,2021-10-19,1995-10-03,0.59
2544,2021-10-19,2021-10-19,1995-10-04,0.63
2545,2021-10-19,2021-10-19,1995-10-05,0.66
2546,2021-10-19,2021-10-19,1995-10-06,0.63
2547,2021-10-19,2021-10-19,1995-10-09,.
2548,2021-10-19,2021-10-19,1995-10-10,0.65
2549,2021-10-19,2021-10-19,1995-10-11,0.63
2550,2021-10-19,2021-10-19,1995-10-12,0.64
2551,2021-10-19,2021-10-19,1995-10-13,0.65
2552,2021-10-19,2021-10-19,1995-10-16,0.62
2553,2021-10-19,2021-10-19,1995-10-17,0.67
2554,2021-10-19,2021-10-19,1995-10-18,0.69
2555,2021-10-19,2021-10-19,1995-10-19,0.69
2556,2021-10-19,2021-10-19,1995-10-20,0.67
2557,2021-10-19,2021-10-19,1995-10-23,0.67
2558,2021-10-19,2021-10-19,1995-10-24,0.72
2559,2021-10-19,2021-10-19,1995-10-25,0.71
2560,2021-10-19,2021-10-19,1995-10-26,0.72
2561,2021-10-19,2021-10-19,1995-10-27,0.69
2562,2021-10-19,2021-10-19,1995-10-30,0.66
2563,2021-10-19,2021-10-19,1995-10-31,0.62
2564,2021-10-19,2021-10-19,1995-11-01,0.62
2565,2021-10-19,2021-10-19,1995-11-02,0.60
2566,2021-10-19,2021-10-19,1995-11-03,0.57
2567,2021-10-19,2021-10-19,1995-11-06,0.54
2568,2021-10-19,2021-10-19,1995-11-07,0.5
2569,2021-10-19,2021-10-19,1995-11-08,0.51
2570,2021-10-19,2021-10-19,1995-11-09,0.49
2571,2021-10-19,2021-10-19,1995-11-10,0.46
2572,2021-10-19,2021-10-19,1995-11-13,0.46
2573,2021-10-19,2021-10-19,1995-11-14,0.50
2574,2021-10-19,2021-10-19,1995-11-15,0.49
2575,2021-10-19,2021-10-19,1995-11-16,0.51
2576,2021-10-19,2021-10-19,1995-11-17,0.53
2577,2021-10-19,2021-10-19,1995-11-20,0.51
2578,2021-10-19,2021-10-19,1995-11-21,0.51
2579,2021-10-19,2021-10-19,1995-11-22,0.51
2580,2021-10-19,2021-10-19,1995-11-23,.
2581,2021-10-19,2021-10-19,1995-11-24,0.55
2582,2021-10-19,2021-10-19,1995-11-27,0.53
2583,2021-10-19,2021-10-19,1995-11-28,0.5
2584,2021-10-19,2021-10-19,1995-11-29,0.54
2585,2021-10-19,2021-10-19,1995-11-30,0.55
2586,2021-10-19,2021-10-19,1995-12-01,0.54
2587,2021-10-19,2021-10-19,1995-12-04,0.50
2588,2021-10-19,2021-10-19,1995-12-05,0.50
2589,2021-10-19,2021-10-19,1995-12-06,0.49
2590,2021-10-19,2021-10-19,1995-12-07,0.47
2591,2021-10-19,2021-10-19,1995-12-08,0.47
2592,2021-10-19,2021-10-19,1995-12-11,0.48
2593,2021-10-19,2021-10-19,1995-12-12,0.56
2594,2021-10-19,2021-10-19,1995-12-13,0.55
2595,2021-10-19,2021-10-19,1995-12-14,0.55
2596,2021-10-19,2021-10-19,1995-12-15,0.61
2597,2021-10-19,2021-10-19,1995-12-18,0.61
2598,2021-10-19,2021-10-19,1995-12-19,0.72
2599,2021-10-19,2021-10-19,1995-12-20,0.67
2600,2021-10-19,2021-10-19,1995-12-21,0.77
2601,2021-10-19,2021-10-19,1995-12-22,0.78
2602,2021-10-19,2021-10-19,1995-12-25,.
2603,2021-10-19,2021-10-19,1995-12-26,.
2604,2021-10-19,2021-10-19,1995-12-27,0.79
2605,2021-10-19,2021-10-19,1995-12-28,0.79
2606,2021-10-19,2021-10-19,1995-12-29,0.66
2607,2021-10-19,2021-10-19,1996-01-01,.
2608,2021-10-19,2021-10-19,1996-01-02,0.66
2609,2021-10-19,2021-10-19,1996-01-03,0.58
2610,2021-10-19,2021-10-19,1996-01-04,0.57
2611,2021-10-19,2021-10-19,1996-01-05,0.58
2612,2021-10-19,2021-10-19,1996-01-08,0.57
2613,2021-10-19,2021-10-19,1996-01-09,0.59
2614,2021-10-19,2021-10-19,1996-01-10,0.55
2615,2021-10-19,2021-10-19,1996-01-11,0.57
2616,2021-10-19,2021-10-19,1996-01-12,0.55
2617,2021-10-19,2021-10-19,1996-01-15,.
2618,2021-10-19,2021-10-19,1996-01-16,0.56
2619,2021-10-19,2021-10-19,1996-01-17,0.57
2620,2021-10-19,2021-10-19,1996-01-18,0.59
2621,2021-10-19,2021-10-19,1996-01-19,0.54
2622,2021-10-19,2021-10-19,1996-01-22,0.52
2623,2021-10-19,2021-10-19,1996-01-23,0.53
2624,2021-10-19,2021-10-19,1996-01-24,0.53
2625,2021-10-19,2021-10-19,1996-01-25,0.53
2626,2021-10-19,2021-10-19,1996-01-26,0.53
2627,2021-10-19,2021-10-19,1996-01-29,0.44
2628,2021-10-19,2021-10-19,1996-01-30,0.44
2629,2021-10-19,2021-10-19,1996-01-31,0.46
2630,2021-10-19,2021-10-19,1996-02-01,0.42
2631,2021-10-19,2021-10-19,1996-02-02,0.46
2632,2021-10-19,2021-10-19,1996-02-05,0.45
2633,2021-10-19,2021-10-19,1996-02-06,0.47
2634,2021-10-19,2021-10-19,1996-02-07,0.50
2635,2021-10-19,2021-10-19,1996-02-08,0.52
2636,2021-10-19,2021-10-19,1996-02-09,0.49
2637,2021-10-19,2021-10-19,1996-02-12,0.46
2638,2021-10-19,2021-10-19,1996-02-13,0.46
2639,2021-10-19,2021-10-19,1996-02-14,0.45
2640,2021-10-19,2021-10-19,1996-02-15,0.47
2641,2021-10-19,2021-10-19,1996-02-16,0.49
2642,2021-10-19,2021-10-19,1996-02-19,.
2643,2021-10-19,2021-10-19,1996-02-20,0.42
2644,2021-10-19,2021-10-19,1996-02-21,0.47
2645,2021-10-19,2021-10-19,1996-02-22,0.46
2646,2021-10-19,2021-10-19,1996-02-23,0.42
2647,2021-10-19,2021-10-19,1996-02-26,0.40
2648,2021-10-19,2021-10-19,1996-02-27,0.37
2649,2021-10-19,2021-10-19,1996-02-28,0.39
2650,2021-10-19,2021-10-19,1996-02-29,0.41
2651,2021-10-19,2021-10-19,1996-03-01,0.45
2652,2021-10-19,2021-10-19,1996-03-04,0.40
2653,2021-10-19,2021-10-19,1996-03-05,0.36
2654,2021-10-19,2021-10-19,1996-03-06,0.39
2655,2021-10-19,2021-10-19,1996-03-07,0.40
2656,2021-10-19,2021-10-19,1996-03-08,0.43
2657,2021-10-19,2021-10-19,1996-03-11,0.45
2658,2021-10-19,2021-10-19,1996-03-12,0.45
2659,2021-10-19,2021-10-19,1996-03-13,0.45
2660,2021-10-19,2021-10-19,1996-03-14,0.44
2661,2021-10-19,2021-10-19,1996-03-15,0.41
2662,2021-10-19,2021-10-19,1996-03-18,0.41
2663,2021-10-19,2021-10-19,1996-03-19,0.39
2664,2021-10-19,2021-10-19,1996-03-20,0.42
2665,2021-10-19,2021-10-19,1996-03-21,0.50
2666,2021-10-19,2021-10-19,1996-03-22,0.47
2667,2021-10-19,2021-10-19,1996-03-25,0.51
2668,2021-10-19,2021-10-19,1996-03-26,0.44
2669,2021-10-19,2021-10-19,1996-03-27,0.41
2670,2021-10-19,2021-10-19,1996-03-28,0.42
2671,2021-10-19,2021-10-19,1996-03-29,0.47
2672,2021-10-19,2021-10-19,1996-04-01,0.43
2673,2021-10-19,2021-10-19,1996-04-02,0.45
2674,2021-10-19,2021-10-19,1996-04-03,0.45
2675,2021-10-19,2021-10-19,1996-04-04,0.48
2676,2021-10-19,2021-10-19,1996-04-05,.
2677,2021-10-19,2021-10-19,1996-04-08,.
2678,2021-10-19,2021-10-19,1996-04-09,0.56
2679,2021-10-19,2021-10-19,1996-04-10,0.59
2680,2021-10-19,2021-10-19,1996-04-11,0.59
2681,2021-10-19,2021-10-19,1996-04-12,0.58
2682,2021-10-19,2021-10-19,1996-04-15,0.63
2683,2021-10-19,2021-10-19,1996-04-16,0.68
2684,2021-10-19,2021-10-19,1996-04-17,0.67
2685,2021-10-19,2021-10-19,1996-04-18,0.65
2686,2021-10-19,2021-10-19,1996-04-19,0.62
2687,2021-10-19,2021-10-19,1996-04-22,0.60
2688,2021-10-19,2021-10-19,1996-04-23,0.51
2689,2021-10-19,2021-10-19,1996-04-24,0.48
2690,2021-10-19,2021-10-19,1996-04-25,0.53
2691,2021-10-19,2021-10-19,1996-04-26,0.51
2692,2021-10-19,2021-10-19,1996-04-29,0.48
2693,2021-10-19,2021-10-19,1996-04-30,0.47
2694,2021-10-19,2021-10-19,1996-05-01,0.52
2695,2021-10-19,2021-10-19,1996-05-02,0.51
2696,2021-10-19,2021-10-19,1996-05-03,0.53
2697,2021-10-19,2021-10-19,1996-05-06,.
2698,2021-10-19,2021-10-19,1996-05-07,0.49
2699,2021-10-19,2021-10-19,1996-05-08,0.50
2700,2021-10-19,2021-10-19,1996-05-09,0.51
2701,2021-10-19,2021-10-19,1996-05-10,0.51
2702,2021-10-19,2021-10-19,1996-05-13,0.48
2703,2021-10-19,2021-10-19,1996-05-14,0.49
2704,2021-10-19,2021-10-19,1996-05-15,0.48
2705,2021-10-19,2021-10-19,1996-05-16,0.48
2706,2021-10-19,2021-10-19,1996-05-17,0.49
2707,2021-10-19,2021-10-19,1996-05-20,0.48
2708,2021-10-19,2021-10-19,1996-05-21,0.45
2709,2021-10-19,2021-10-19,1996-05-22,0.45
2710,2021-10-19,2021-10-19,1996-05-23,0.45
2711,2021-10-19,2021-10-19,1996-05-24,0.45
2712,2021-10-19,2021-10-19,1996-05-27,.
2713,2021-10-19,2021-10-19,1996-05-28,0.45
2714,2021-10-19,2021-10-19,1996-05-29,0.44
2715,2021-10-19,2021-10-19,1996-05-30,0.46
2716,2021-10-19,2021-10-19,1996-05-31,0.46
2717,2021-10-19,2021-10-19,1996-06-03,0.45
2718,2021-10-19,2021-10-19,1996-06-04,0.46
2719,2021-10-19,2021-10-19,1996-06-05,0.46
2720,2021-10-19,2021-10-19,1996-06-06,0.47
2721,2021-10-19,2021-10-19,1996-06-07,0.38
2722,2021-10-19,2021-10-19,1996-06-10,0.45
2723,2021-10-19,2021-10-19,1996-06-11,0.48
2724,2021-10-19,2021-10-19,1996-06-12,0.49
2725,2021-10-19,2021-10-19,1996-06-13,0.51
2726,2021-10-19,2021-10-19,1996-06-14,0.53
2727,2021-10-19,2021-10-19,1996-06-17,0.53
2728,2021-10-19,2021-10-19,1996-06-18,0.49
2729,2021-10-19,2021-10-19,1996-06-19,0.47
2730,2021-10-19,2021-10-19,1996-06-20,0.44
2731,2021-10-19,2021-10-19,1996-06-21,0.46
2732,2021-10-19,2021-10-19,1996-06-24,0.44
2733,2021-10-19,2021-10-19,1996-06-25,0.46
2734,2021-10-19,2021-10-19,1996-06-26,0.47
2735,2021-10-19,2021-10-19,1996-06-27,0.54
2736,2021-10-19,2021-10-19,1996-06-28,0.54
2737,2021-10-19,2021-10-19,1996-07-01,0.48
2738,2021-10-19,2021-10-19,1996-07-02,0.38
2739,2021-10-19,2021-10-19,1996-07-03,0.50
2740,2021-10-19,2021-10-19,1996-07-04,.
2741,2021-10-19,2021-10-19,1996-07-05,0.41
2742,2021-10-19,2021-10-19,1996-07-08,0.53
2743,2021-10-19,2021-10-19,1996-07-09,0.49
2744,2021-10-19,2021-10-19,1996-07-10,0.54
2745,2021-10-19,2021-10-19,1996-07-11,0.57
2746,2021-10-19,2021-10-19,1996-07-12,0.54
2747,2021-10-19,2021-10-19,1996-07-15,0.53
2748,2021-10-19,2021-10-19,1996-07-16,0.55
2749,2021-10-19,2021-10-19,1996-07-17,0.54
2750,2021-10-19,2021-10-19,1996-07-18,0.55
2751,2021-10-19,2021-10-19,1996-07-19,0.49
2752,2021-10-19,2021-10-19,1996-07-22,0.47
2753,2021-10-19,2021-10-19,1996-07-23,0.46
2754,2021-10-19,2021-10-19,1996-07-24,0.46
2755,2021-10-19,2021-10-19,1996-07-25,0.47
2756,2021-10-19,2021-10-19,1996-07-26,0.47
2757,2021-10-19,2021-10-19,1996-07-29,0.43
2758,2021-10-19,2021-10-19,1996-07-30,0.49
2759,2021-10-19,2021-10-19,1996-07-31,0.50
2760,2021-10-19,2021-10-19,1996-08-01,0.52
2761,2021-10-19,2021-10-19,1996-08-02,0.52
2762,2021-10-19,2021-10-19,1996-08-05,0.50
2763,2021-10-19,2021-10-19,1996-08-06,0.49
2764,2021-10-19,2021-10-19,1996-08-07,0.50
2765,2021-10-19,2021-10-19,1996-08-08,0.53
2766,2021-10-19,2021-10-19,1996-08-09,0.53
2767,2021-10-19,2021-10-19,1996-08-12,0.49
2768,2021-10-19,2021-10-19,1996-08-13,0.47
2769,2021-10-19,2021-10-19,1996-08-14,0.48
2770,2021-10-19,2021-10-19,1996-08-15,0.45
2771,2021-10-19,2021-10-19,1996-08-16,0.46
2772,2021-10-19,2021-10-19,1996-08-19,0.45
2773,2021-10-19,2021-10-19,1996-08-20,0.46
2774,2021-10-19,2021-10-19,1996-08-21,0.49
2775,2021-10-19,2021-10-19,1996-08-22,0.49
2776,2021-10-19,2021-10-19,1996-08-23,0.47
2777,2021-10-19,2021-10-19,1996-08-26,.
2778,2021-10-19,2021-10-19,1996-08-27,0.47
2779,2021-10-19,2021-10-19,1996-08-28,0.47
2780,2021-10-19,2021-10-19,1996-08-29,0.45
2781,2021-10-19,2021-10-19,1996-08-30,0.41
2782,2021-10-19,2021-10-19,1996-09-02,.
2783,2021-10-19,2021-10-19,1996-09-03,0.49
2784,2021-10-19,2021-10-19,1996-09-04,0.46
2785,2021-10-19,2021-10-19,1996-09-05,0.46
2786,2021-10-19,2021-10-19,1996-09-06,0.47
2787,2021-10-19,2021-10-19,1996-09-09,0.50
2788,2021-10-19,2021-10-19,1996-09-10,0.47
2789,2021-10-19,2021-10-19,1996-09-11,0.46
2790,2021-10-19,2021-10-19,1996-09-12,0.49
2791,2021-10-19,2021-10-19,1996-09-13,0.55
2792,2021-10-19,2021-10-19,1996-09-16,0.51
2793,2021-10-19,2021-10-19,1996-09-17,0.39
2794,2021-10-19,2021-10-19,1996-09-18,0.49
2795,2021-10-19,2021-10-19,1996-09-19,0.51
2796,2021-10-19,2021-10-19,1996-09-20,0.48
2797,2021-10-19,2021-10-19,1996-09-23,0.49
2798,2021-10-19,2021-10-19,1996-09-24,0.63
2799,2021-10-19,2021-10-19,1996-09-25,0.62
2800,2021-10-19,2021-10-19,1996-09-26,0.68
2801,2021-10-19,2021-10-19,1996-09-27,0.71
2802,2021-10-19,2021-10-19,1996-09-30,0.71
2803,2021-10-19,2021-10-19,1996-10-01,0.66
2804,2021-10-19,2021-10-19,1996-10-02,0.72
2805,2021-10-19,2021-10-19,1996-10-03,0.70
2806,2021-10-19,2021-10-19,1996-10-04,0.72
2807,2021-10-19,2021-10-19,1996-10-07,0.60
2808,2021-10-19,2021-10-19,1996-10-08,0.54
2809,2021-10-19,2021-10-19,1996-10-09,0.54
2810,2021-10-19,2021-10-19,1996-10-10,0.52
2811,2021-10-19,2021-10-19,1996-10-11,0.56
2812,2021-10-19,2021-10-19,1996-10-14,.
2813,2021-10-19,2021-10-19,1996-10-15,0.51
2814,2021-10-19,2021-10-19,1996-10-16,0.53
2815,2021-10-19,2021-10-19,1996-10-17,0.56
2816,2021-10-19,2021-10-19,1996-10-18,0.55
2817,2021-10-19,2021-10-19,1996-10-21,0.54
2818,2021-10-19,2021-10-19,1996-10-22,0.51
2819,2021-10-19,2021-10-19,1996-10-23,0.53
2820,2021-10-19,2021-10-19,1996-10-24,0.53
2821,2021-10-19,2021-10-19,1996-10-25,0.53
2822,2021-10-19,2021-10-19,1996-10-28,0.48
2823,2021-10-19,2021-10-19,1996-10-29,0.52
2824,2021-10-19,2021-10-19,1996-10-30,0.49
2825,2021-10-19,2021-10-19,1996-10-31,0.47
2826,2021-10-19,2021-10-19,1996-11-01,0.47
2827,2021-10-19,2021-10-19,1996-11-04,0.48
2828,2021-10-19,2021-10-19,1996-11-05,0.47
2829,2021-10-19,2021-10-19,1996-11-06,0.47
2830,2021-10-19,2021-10-19,1996-11-07,0.48
2831,2021-10-19,2021-10-19,1996-11-08,0.46
2832,2021-10-19,2021-10-19,1996-11-11,.
2833,2021-10-19,2021-10-19,1996-11-12,0.46
2834,2021-10-19,2021-10-19,1996-11-13,0.47
2835,2021-10-19,2021-10-19,1996-11-14,0.47
2836,2021-10-19,2021-10-19,1996-11-15,0.48
2837,2021-10-19,2021-10-19,1996-11-18,0.47
2838,2021-10-19,2021-10-19,1996-11-19,0.47
2839,2021-10-19,2021-10-19,1996-11-20,0.47
2840,2021-10-19,2021-10-19,1996-11-21,0.46
2841,2021-10-19,2021-10-19,1996-11-22,0.46
2842,2021-10-19,2021-10-19,1996-11-25,0.47
2843,2021-10-19,2021-10-19,1996-11-26,0.47
2844,2021-10-19,2021-10-19,1996-11-27,0.48
2845,2021-10-19,2021-10-19,1996-11-28,.
2846,2021-10-19,2021-10-19,1996-11-29,0.50
2847,2021-10-19,2021-10-19,1996-12-02,0.55
2848,2021-10-19,2021-10-19,1996-12-03,0.58
2849,2021-10-19,2021-10-19,1996-12-04,0.60
2850,2021-10-19,2021-10-19,1996-12-05,0.59
2851,2021-10-19,2021-10-19,1996-12-06,0.65
2852,2021-10-19,2021-10-19,1996-12-09,0.68
2853,2021-10-19,2021-10-19,1996-12-10,0.70
2854,2021-10-19,2021-10-19,1996-12-11,0.70
2855,2021-10-19,2021-10-19,1996-12-12,0.70
2856,2021-10-19,2021-10-19,1996-12-13,0.75
2857,2021-10-19,2021-10-19,1996-12-16,0.68
2858,2021-10-19,2021-10-19,1996-12-17,0.69
2859,2021-10-19,2021-10-19,1996-12-18,0.68
2860,2021-10-19,2021-10-19,1996-12-19,0.71
2861,2021-10-19,2021-10-19,1996-12-20,0.70
2862,2021-10-19,2021-10-19,1996-12-23,0.62
2863,2021-10-19,2021-10-19,1996-12-24,0.63
2864,2021-10-19,2021-10-19,1996-12-25,.
2865,2021-10-19,2021-10-19,1996-12-26,.
2866,2021-10-19,2021-10-19,1996-12-27,0.64
2867,2021-10-19,2021-10-19,1996-12-30,0.52
2868,2021-10-19,2021-10-19,1996-12-31,0.49
2869,2021-10-19,2021-10-19,1997-01-01,.
2870,2021-10-19,2021-10-19,1997-01-02,0.51
2871,2021-10-19,2021-10-19,1997-01-03,0.52
2872,2021-10-19,2021-10-19,1997-01-06,0.51
2873,2021-10-19,2021-10-19,1997-01-07,0.54
2874,2021-10-19,2021-10-19,1997-01-08,0.54
2875,2021-10-19,2021-10-19,1997-01-09,0.56
2876,2021-10-19,2021-10-19,1997-01-10,0.52
2877,2021-10-19,2021-10-19,1997-01-13,0.55
2878,2021-10-19,2021-10-19,1997-01-14,0.54
2879,2021-10-19,2021-10-19,1997-01-15,0.54
2880,2021-10-19,2021-10-19,1997-01-16,0.53
