,RunDate,PeriodEndDate,FeatureLag,n_estimators,max_depth,max_features,random_state,verbose,Annual Return,Annual Volatility,Sharpe Ratio,Calmar Ratio,Max Drawdown,Sortino Ratio,Alpha,Beta
0,10/15/2021,10/15/2021,1,500,5000,auto,0,1,0.124654517,0.172627701,0.767984124,0.415463843,-0.300036979,1.032716451,-0.003581088,0.581431391
1,10/15/2021,10/15/2021,2,500,5000,auto,0,1,0.07956828,0.16103184,0.556438589,0.334147753,-0.238123043,0.762578793,-0.028446817,0.505846544
2,10/15/2021,10/15/2021,3,500,5000,auto,0,1,0.033058456,0.19921429,0.263684643,0.096158496,-0.343791316,0.355596426,-0.121016997,0.774968687
3,10/15/2021,10/15/2021,4,500,5000,auto,0,1,0.295107537,0.187509097,1.473201441,1.55324828,-0.189993796,2.245409396,0.121942354,0.688133743
4,10/15/2021,10/15/2021,5,500,5000,auto,0,1,0.032202718,0.198441313,0.259708887,0.113322752,-0.284168158,0.352546432,-0.120654713,0.768970693
5,10/15/2021,10/15/2021,6,500,5000,auto,0,1,0.111120151,0.159887197,0.739683109,0.452254068,-0.245702934,1.003464909,0.001500201,0.498607973
6,10/15/2021,10/15/2021,7,500,5000,auto,0,1,0.115774974,0.187937161,0.676983132,0.430287818,-0.269064029,0.968108643,-0.033621627,0.689315826
7,10/15/2021,10/15/2021,8,500,5000,auto,0,1,0.166015968,0.159713044,1.042379046,0.751779475,-0.220830673,1.436126611,0.051187249,0.497709412
8,10/15/2021,10/15/2021,9,500,5000,auto,0,1,-0.047295499,0.173622522,-0.190235859,-0.10555203,-0.448077583,-0.22886946,-0.157374365,0.589896002
9,10/15/2021,10/15/2021,10,500,5000,auto,0,1,0.023057035,0.187849106,0.216661824,0.071678352,-0.321673618,0.278613101,-0.11370887,0.689114354
10,10/15/2021,10/15/2021,11,500,5000,auto,0,1,0.157057852,0.181729135,0.893707207,0.673190199,-0.23330383,1.311083318,0.011519589,0.644611249
11,10/15/2021,10/15/2021,12,500,5000,auto,0,1,0.12716329,0.157313788,0.840459629,0.655096385,-0.194113863,1.127606441,0.01936585,0.482670451
12,10/15/2021,10/15/2021,13,500,5000,auto,0,1,0.184339681,0.186564145,1.000301427,1.209197524,-0.152447948,1.479002115,0.027839169,0.679632823
13,10/15/2021,10/15/2021,14,500,5000,auto,0,1,0.182847074,0.176445719,1.040368481,0.997287048,-0.183344479,1.502846862,0.042087319,0.607806326
14,10/15/2021,10/15/2021,15,500,5000,auto,0,1,0.101650686,0.190445069,0.604277898,0.350712233,-0.289840718,0.832659641,-0.049429611,0.707856313
15,10/15/2021,10/15/2021,16,500,5000,auto,0,1,0.217931851,0.162272128,1.29679266,1.189703453,-0.183181658,1.855018451,0.094147007,0.514302331
16,10/15/2021,10/15/2021,17,500,5000,auto,0,1,0.191312157,0.175603692,1.084442192,0.786804943,-0.24315068,1.63233716,0.050669098,0.602086738
17,10/15/2021,10/15/2021,18,500,5000,auto,0,1,0.004593137,0.165253188,0.111185582,0.018054791,-0.254399892,0.14546941,-0.101095937,0.533466764
18,10/15/2021,10/15/2021,19,500,5000,auto,0,1,0.105188053,0.182710268,0.639023311,0.445475821,-0.236125167,0.915808707,-0.035171013,0.651440672
19,10/15/2021,10/15/2021,20,500,5000,auto,0,1,0.09111753,0.156497282,0.635981946,0.550363266,-0.165558888,0.856761879,-0.012258136,0.477668395
20,10/15/2021,10/15/2021,21,500,5000,auto,0,1,0.112280613,0.192390409,0.65036882,0.336190597,-0.333979041,0.871597637,-0.043102437,0.72241781
21,10/15/2021,10/15/2021,22,500,5000,auto,0,1,0.128106474,0.192012214,0.72499049,0.33325067,-0.384414754,0.973031125,-0.028891178,0.7196092
22,10/15/2021,10/15/2021,23,500,5000,auto,0,1,0.238891812,0.18821721,1.23307413,1.703503055,-0.140235623,1.795002451,0.072430341,0.692393946
23,10/15/2021,10/15/2021,24,500,5000,auto,0,1,0.082963394,0.182562496,0.529151399,0.298860864,-0.277598722,0.69627073,-0.0541975,0.650418234
24,10/15/2021,10/15/2021,25,500,5000,auto,0,1,0.154984098,0.18110045,0.88670885,0.53444837,-0.289988906,1.261356348,0.010728741,0.640140078
25,10/15/2021,10/15/2021,26,500,5000,auto,0,1,0.145516536,0.157424626,0.941278223,1.316096823,-0.110566741,1.413178014,0.035589059,0.483409614
26,10/15/2021,10/15/2021,27,500,5000,auto,0,1,0.270612747,0.158540484,1.590093293,1.5584332,-0.173644111,2.473600238,0.14673826,0.491641538
27,10/15/2021,10/15/2021,28,500,5000,auto,0,1,0.156580517,0.154939825,1.016206504,0.845329189,-0.185230226,1.507072275,0.048939387,0.468290152
28,10/15/2021,10/15/2021,29,500,5000,auto,0,1,0.116210276,0.157268867,0.778504685,0.489489716,-0.237411068,1.052749781,0.009513224,0.48237869
29,10/15/2021,10/15/2021,30,500,5000,auto,0,1,0.187680702,0.168813523,1.103651801,1.160629325,-0.16170598,1.604284507,0.057619608,0.556329787
30,10/15/2021,10/15/2021,31,500,5000,auto,0,1,0.090943136,0.165665486,0.608961095,0.595029584,-0.152838007,0.831193099,-0.024201917,0.535397024
31,10/15/2021,10/15/2021,32,500,5000,auto,0,1,0.188578046,0.189272935,1.008303975,0.829723878,-0.227278075,1.430115496,0.027380065,0.699578934
32,10/15/2021,10/15/2021,33,500,5000,auto,0,1,0.201469524,0.17662989,1.128972964,0.858992394,-0.234541686,1.536803484,0.058363668,0.609260416
33,10/15/2021,10/15/2021,34,500,5000,auto,0,1,0.055128497,0.184367402,0.384344972,0.236402148,-0.233197954,0.507882001,-0.081060298,0.663496466
34,10/15/2021,10/15/2021,35,500,5000,auto,0,1,0.050815962,0.160862876,0.389777562,0.188609416,-0.269424314,0.494167413,-0.054043262,0.504954566
35,10/15/2021,10/15/2021,36,500,5000,auto,0,1,0.211079658,0.160481893,1.274909704,1.546497666,-0.136488831,1.800177873,0.090685976,0.502926596
36,10/15/2021,10/15/2021,37,500,5000,auto,0,1,0.075088918,0.163707119,0.525074327,0.326805884,-0.229766113,0.700120549,-0.035829142,0.522844091
37,10/15/2021,10/15/2021,38,500,5000,auto,0,1,0.121529532,0.16717493,0.771791824,0.379769443,-0.320008716,0.962673614,0.001345392,0.545207673
38,10/15/2021,10/15/2021,39,500,5000,auto,0,1,0.14140639,0.177810965,0.833026138,0.972757797,-0.145366493,1.18709232,0.003637324,0.616991256
39,10/15/2021,10/15/2021,40,500,5000,auto,0,1,0.064089988,0.189413474,0.422645592,0.299873085,-0.213723711,0.601614553,-0.080532065,0.700303241
40,10/15/2021,10/15/2021,41,500,5000,auto,0,1,0.185370192,0.169901568,1.086763447,0.738202418,-0.251110247,1.49573826,0.054081875,0.563515499
41,10/15/2021,10/15/2021,42,500,5000,auto,0,1,0.14237627,0.165947999,0.885823677,0.639741184,-0.222552922,1.220773642,0.021403039,0.537277266
42,10/15/2021,10/15/2021,43,500,5000,auto,0,1,0.032757718,0.181087059,0.269843818,0.093147018,-0.351677585,0.349913441,-0.096152538,0.64025993
43,10/15/2021,10/15/2021,44,500,5000,auto,0,1,0.214126041,0.182908009,1.152646268,0.937772758,-0.228334678,1.694154516,0.059474331,0.653536252
44,10/15/2021,10/15/2021,45,500,5000,auto,0,1,0.057604037,0.17415324,0.41057786,0.149381576,-0.385616748,0.510834369,-0.064920112,0.591914588
45,10/15/2021,10/15/2021,46,500,5000,auto,0,1,0.147442477,0.191745918,0.814282961,0.627215016,-0.235074851,1.106685697,-0.011866995,0.71769214
46,10/15/2021,10/15/2021,47,500,5000,auto,0,1,0.187773908,0.172685228,1.082580943,1.520761089,-0.123473641,1.647400576,0.051904686,0.582180045
47,10/15/2021,10/15/2021,48,500,5000,auto,0,1,0.071810931,0.186335056,0.466983478,0.199044641,-0.360778015,0.593232642,-0.0691829,0.677657861
48,10/15/2021,10/15/2021,49,500,5000,auto,0,1,0.165835245,0.146921335,1.118382236,1.140684575,-0.145382211,1.575752641,0.067914178,0.421026273
49,10/15/2021,10/15/2021,50,500,5000,auto,0,1,0.240594716,0.1721467,1.338303674,1.371479321,-0.175427155,2.097438092,0.099366301,0.579168247
50,10/15/2021,10/15/2021,51,500,5000,auto,0,1,0.100131036,0.173184131,0.63786595,0.478166915,-0.209406032,0.893809533,-0.026223225,0.585177228
51,10/15/2021,10/15/2021,52,500,5000,auto,0,1,-0.01000771,0.172406041,0.029591627,-0.024603853,-0.406753775,0.036864074,-0.122754831,0.580892052
52,10/15/2021,10/15/2021,53,500,5000,auto,0,1,0.107289455,0.184646803,0.64535252,0.529057693,-0.202793489,0.866685614,-0.035991151,0.66534603
53,10/15/2021,10/15/2021,54,500,5000,auto,0,1,0.068064531,0.166820898,0.479419008,0.24713925,-0.275409636,0.621945215,-0.046092216,0.542992392
54,10/15/2021,10/15/2021,55,500,5000,auto,0,1,-0.028374722,0.169026779,-0.085153009,-0.083047486,-0.341668647,-0.11148324,-0.135216858,0.558708709
55,10/15/2021,10/15/2021,56,500,5000,auto,0,1,0.153972472,0.169126901,0.93108141,1.101506807,-0.139783496,1.428126224,0.027119041,0.558154265
56,10/15/2021,10/15/2021,57,500,5000,auto,0,1,0.207451474,0.177894503,1.149087746,0.939882839,-0.220720568,1.659871419,0.061477379,0.618089565
57,10/15/2021,10/15/2021,58,500,5000,auto,0,1,0.176125228,0.183681451,0.975101789,0.845798675,-0.208235403,1.462255827,0.025161495,0.658694512
58,10/15/2021,10/15/2021,59,500,5000,auto,0,1,0.088262606,0.176973435,0.567164968,0.336160313,-0.262561054,0.772756685,-0.041847528,0.611130234
59,10/15/2021,10/15/2021,60,500,5000,auto,0,1,0.056309956,0.186691634,0.387983476,0.196686065,-0.286293572,0.512454307,-0.083238624,0.680342383
60,10/15/2021,10/15/2021,61,500,5000,auto,0,1,0.179586974,0.186521041,0.979173687,0.672456603,-0.267061061,1.423455693,0.023838309,0.679276703
61,10/15/2021,10/15/2021,62,500,5000,auto,0,1,0.070264391,0.178688867,0.469697237,0.235393979,-0.298496975,0.654781225,-0.060120383,0.623119252
62,10/15/2021,10/15/2021,63,500,5000,auto,0,1,0.223681039,0.172042713,1.259326985,1.092611216,-0.20472153,1.903883241,0.08461934,0.578241729
63,10/15/2021,10/15/2021,64,500,5000,auto,0,1,0.196313605,0.194567605,1.019631756,0.62116532,-0.316040833,1.418906926,0.025551813,0.739393319
64,10/15/2021,10/15/2021,65,500,5000,auto,0,1,0.235853238,0.178834292,1.274343434,1.122721656,-0.210072761,1.837711968,0.084930892,0.625003701
65,10/15/2021,10/15/2021,66,500,5000,auto,0,1,0.127146622,0.179544093,0.757397759,0.523400979,-0.242923928,1.031072111,-0.011264421,0.629049877
66,10/15/2021,10/15/2021,67,500,5000,auto,0,1,0.173058808,0.191577012,0.929909725,0.576739174,-0.300064251,1.296298991,0.010385838,0.716597785
67,10/15/2021,10/15/2021,68,500,5000,auto,0,1,0.109766384,0.170783098,0.695897187,0.663076956,-0.165540942,0.954605621,-0.014308518,0.569031452
68,10/15/2021,10/15/2021,69,500,5000,auto,0,1,0.026708146,0.174164986,0.240329173,0.074807947,-0.357022843,0.298271232,-0.092320021,0.592272784
69,10/15/2021,10/15/2021,70,500,5000,auto,0,1,0.238095195,0.165222118,1.376230228,1.211171717,-0.196582526,1.986259707,0.107866013,0.53345393
70,10/15/2021,10/15/2021,71,500,5000,auto,0,1,0.157605966,0.175904821,0.921178448,0.616291867,-0.255732672,1.243989767,0.02082942,0.603894815
71,10/15/2021,10/15/2021,72,500,5000,auto,0,1,0.10771756,0.187848286,0.63964243,0.365447126,-0.294755526,0.863438326,-0.040286854,0.688655775
72,10/15/2021,10/15/2021,73,500,5000,auto,0,1,0.212165432,0.170673526,1.212015615,2.453186408,-0.086485654,1.985038554,0.076391271,0.568925802
73,10/15/2021,10/15/2021,74,500,5000,auto,0,1,0.139753095,0.186244723,0.796424942,0.601758703,-0.232241087,1.106821714,-0.010163174,0.677005539
74,10/15/2021,10/15/2021,75,500,5000,auto,0,1,0.070963062,0.18007918,0.471093089,0.374092937,-0.18969367,0.66294313,-0.061414721,0.632864208
75,10/15/2021,10/15/2021,76,500,5000,auto,0,1,0.085262965,0.172987178,0.5601356,0.29578074,-0.288264087,0.756716211,-0.039058219,0.583872862
76,10/15/2021,10/15/2021,77,500,5000,auto,0,1,0.222503408,0.18962127,1.155214676,1.038810825,-0.214190498,1.670177875,0.05603551,0.702543651
77,10/15/2021,10/15/2021,78,500,5000,auto,0,1,0.181951754,0.167895991,1.080408205,0.567316405,-0.320723591,1.510056932,0.053936735,0.550240233
78,10/15/2021,10/15/2021,79,500,5000,auto,0,1,0.071224582,0.168147158,0.494194943,0.275028046,-0.258972068,0.666741679,-0.045050863,0.551658566
79,10/15/2021,10/15/2021,80,500,5000,auto,0,1,0.226577495,0.177107436,1.242240528,1.333079624,-0.169965463,1.817873956,0.079476068,0.612858626
80,10/15/2021,10/15/2021,81,500,5000,auto,0,1,0.053378949,0.185293376,0.373814344,0.194873345,-0.27391611,0.508983396,-0.083965059,0.67019865
81,10/15/2021,10/15/2021,82,500,5000,auto,0,1,0.122210664,0.196889854,0.685168373,0.346647025,-0.352550737,0.919489565,-0.041420487,0.756673171
82,10/15/2021,10/15/2021,83,500,5000,auto,0,1,0.065966591,0.18999982,0.431816756,0.219998457,-0.299850244,0.587491752,-0.079635195,0.704640449
83,10/15/2021,10/15/2021,84,500,5000,auto,0,1,0.043946234,0.194065372,0.319337197,0.170838143,-0.257239007,0.438809045,-0.104388597,0.735300914
84,10/15/2021,10/15/2021,85,500,5000,auto,0,1,0.073450589,0.175139742,0.492807359,0.282274687,-0.260209621,0.672333159,-0.052444856,0.598561894
85,10/15/2021,10/15/2021,86,500,5000,auto,0,1,0.272537755,0.172413326,1.484159276,1.887512929,-0.144389874,2.37115891,0.127147509,0.58146329
86,10/15/2021,10/15/2021,87,500,5000,auto,0,1,0.099406097,0.163226618,0.662238372,0.511348244,-0.194399996,0.93694069,-0.013520498,0.519704565
87,10/15/2021,10/15/2021,88,500,5000,auto,0,1,0.098747239,0.17073457,0.63833898,0.325218985,-0.303633071,0.826030114,-0.023908401,0.568712376
88,10/15/2021,10/15/2021,89,500,5000,auto,0,1,0.143966661,0.175927685,0.852929728,0.559869197,-0.257143385,1.211674069,0.008647713,0.603979516
89,10/15/2021,10/15/2021,90,500,5000,auto,0,1,0.241449195,0.186300055,1.255394881,0.952334985,-0.253533891,1.758663839,0.077883465,0.678392057
