Date,Close,EquityPriceReturns,PositiveReturn
2011-10-20,100.17237854003906,0.0043756429959993515,1
2011-10-21,102.07435607910156,0.018987045798281477,1
2011-10-24,103.3259048461914,0.012261147806016615,1
2011-10-25,101.31687927246094,-0.019443580743096933,0
2011-10-26,102.34610748291016,0.010158506833608971,1
2011-10-27,105.91130065917969,0.03483467289525244,1
2011-10-28,105.88665008544922,-0.0002327473421348536,0
2011-10-31,103.33415985107422,-0.024105873897372065,0
2011-11-01,100.45233154296875,-0.027888437978871417,0
2011-11-02,102.09087371826172,0.016311639064266803,1
2011-11-03,103.95169067382812,0.01822706465126034,1
2011-11-04,103.31768798828125,-0.0060990127379092485,0
2011-11-07,103.9599380493164,0.0062162643545411456,1
2011-11-08,105.29380798339844,0.012830614937931806,1
2011-11-09,101.407470703125,-0.036909457020361414,0
2011-11-10,102.36258697509766,0.00941859870234607,1
2011-11-11,104.28927612304688,0.01882220061923534,1
2011-11-14,103.30125427246094,-0.009473858553013748,0
2011-11-15,103.81172943115234,0.004941616268714588,1
2011-11-16,102.1649398803711,-0.015863232024020957,0
2011-11-17,100.54290771484375,-0.015876602750675928,0
2011-11-18,100.43586730957031,-0.0010646241262189937,0
2011-11-21,98.5256118774414,-0.019019653867686337,0
2011-11-22,98.13863372802734,-0.003927690902294834,0
2011-11-23,95.97313690185547,-0.022065691602892512,0
2011-11-25,95.79198455810547,-0.001887531757300498,0
2011-11-28,98.56678771972656,0.028966966019353668,1
2011-11-29,98.84674072265625,0.002840236649749972,1
2011-11-30,102.91423034667969,0.04114945616098753,1
2011-12-01,102.89775848388672,-0.00016005427760068525,0
2011-12-02,102.80722045898438,-0.0008798833544709783,0
2011-12-05,103.92699432373047,0.010891976845078144,1
2011-12-06,103.9599380493164,0.00031698911144606434,1
2011-12-07,104.346923828125,0.0037224510332529714,1
2011-12-08,102.05792236328125,-0.021936453714860638,0
2011-12-09,103.78701782226562,0.016942295305890642,1
2011-12-12,102.2719955444336,-0.014597416031612909,0
2011-12-13,101.31687927246094,-0.009338981476680885,0
2011-12-14,100.23824310302734,-0.010646164559934057,0
2011-12-15,100.60054016113281,0.003614359618544949,1
2011-12-16,100.74968719482422,0.0014825669271012476,1
2011-12-19,99.67249298095703,-0.010691787179290868,0
2011-12-20,102.6886215209961,0.03026039030262151,1
2011-12-21,102.88746643066406,0.001936386979616067,1
2011-12-22,103.79896545410156,0.008859184262757225,1
2011-12-23,104.72696685791016,0.008940372379905304,1
2011-12-27,104.809814453125,0.0007910817786525026,1
2011-12-28,103.43437194824219,-0.013123222401065893,0
2011-12-29,104.5032730102539,0.010334099215554726,1
2011-12-30,103.98951721191406,-0.004916169451357089,0
2012-01-03,105.646728515625,0.01593633039312814,1
2012-01-04,105.81243896484375,0.0015685336550126383,1
2012-01-05,106.09416198730469,0.0026624754633484127,1
2012-01-06,105.82073974609375,-0.002577165756242561,0
2012-01-09,106.0776138305664,0.002427445556409724,1
2012-01-10,106.99736785888672,0.008670576148040121,1
2012-01-11,107.05534362792969,0.0005418429462622498,1
2012-01-12,107.31222534179688,0.0023995225755379934,1
2012-01-13,106.75703430175781,-0.005173604761906092,0
2012-01-17,107.17133331298828,0.0038807654590649054,1
2012-01-18,108.35626220703125,0.011056397801662454,1
2012-01-19,108.92798614501953,0.005276334992950549,1
2012-01-20,109.33399200439453,0.003727286932804219,1
2012-01-23,109.0522689819336,-0.002576719438265984,0
2012-01-24,108.92798614501953,-0.0011396630081548231,0
2012-01-25,109.83944702148438,0.00836755464524419,1
2012-01-26,109.2760009765625,-0.005129723976229239,0
2012-01-27,109.2262954711914,-0.0004548620458919572,0
2012-01-30,108.85340881347656,-0.0034138909143283103,0
2012-01-31,108.81196594238281,-0.00038072184918680474,0
2012-02-01,109.76488494873047,0.008757483591944615,1
2012-02-02,109.93887329101562,0.0015851002109319445,1
2012-02-03,111.48008728027344,0.014018826490772796,1
2012-02-06,111.40552520751953,-0.0006688375886040321,0
2012-02-07,111.68721771240234,0.0025285326231181404,1
2012-02-08,112.01869201660156,0.0029678803983888002,1
2012-02-09,112.1595230102539,0.0012572097666652127,1
2012-02-10,111.33094024658203,-0.007387538226211299,0
2012-02-13,112.1595230102539,0.007442520128157382,1
2012-02-14,112.01869201660156,-0.001255631174888916,0
2012-02-15,111.49664306640625,-0.0046603735572804394,0
2012-02-16,112.73128509521484,0.011073356065736117,1
2012-02-17,113.02960968017578,0.002646333577311477,1
2012-02-21,113.07930755615234,0.00043968899934432315,1
2012-02-22,112.7147216796875,-0.0032241608508594144,0
2012-02-23,113.2118911743164,0.004410865654637108,1
2012-02-24,113.46043395996094,0.0021953770320986,1
2012-02-27,113.65101623535156,0.0016797245413135986,1
2012-02-28,113.98246765136719,0.0029163964124108155,1
2012-02-29,113.53504180908203,-0.003925391786162025,0
2012-03-01,114.12332153320312,0.005181481547435585,1
2012-03-02,113.77532958984375,-0.003049262312770362,0
2012-03-05,113.31130981445312,-0.004078386562916592,0
2012-03-06,111.65409851074219,-0.014625294742639627,0
2012-03-07,112.4329605102539,0.006975668693762982,1
2012-03-08,113.55156707763672,0.009949098220897623,1
2012-03-09,113.99076080322266,0.0038677909683593192,1
2012-03-12,113.9990005493164,7.228433283268387e-05,1
2012-03-13,116.05398559570312,0.018026342656378924,1
2012-03-14,115.92967224121094,-0.0010711683347546241,0
2012-03-15,116.60081481933594,0.005789221733747185,1
2012-03-16,116.7623291015625,0.0013851899961145886,1
2012-03-19,117.22005462646484,0.003920147263456908,1
2012-03-20,116.87881469726562,-0.0029111053589474523,0
2012-03-21,116.68743896484375,-0.0016373859789523548,0
2012-03-22,115.84685516357422,-0.007203721400748098,0
2012-03-23,116.22135162353516,0.003232685595410789,1
2012-03-26,117.85248565673828,0.014034719183844135,1
2012-03-27,117.4863510131836,-0.003106719739633723,0
2012-03-28,116.9037857055664,-0.0049585786143941935,0
2012-03-29,116.7040786743164,-0.0017083025159936316,0
2012-03-30,117.18672180175781,0.004135614906727536,1
2012-04-02,118.04389190673828,0.007314566802461897,1
2012-04-03,117.56120300292969,-0.004089062941011301,0
2012-04-04,116.3960952758789,-0.00991064821803278,0
2012-04-05,116.337890625,-0.000500056730777354,0
2012-04-09,115.0312728881836,-0.011231231113069784,0
