Date,PositiveReturn,PredictedValue,PredictedMinusActual,Close,EquityPriceReturns,BAMLH0A0HYM2,BAMLC0A0CM,BAMLC0A4CBBB,BAMLH0A1HYBB,BAMLH0A3HYC,Equity_Position,Strategy_Cum_Rtn,Equity_Cum_Rtn
2018-12-17,0,0,0,242.22227478027344,-0.0196182828527556,-0.0113636363636363,-0.0082644628099173,-0.0065359477124182,-0.0216450216450218,-0.0028288543140029,-0.0,1.0,0.9803817171472444
2018-12-18,0,0,0,241.9566345214844,-0.0010966797295172,-0.0057471264367816,0.0,0.0,-0.0044247787610618,-0.0056737588652482,-0.0,1.0,0.9793065523908597
2018-12-19,0,1,1,238.33316040039065,-0.0149757171497275,-0.0173410404624277,-0.0083333333333333,-0.006578947368421,-0.0177777777777777,-0.0185449358059914,-0.0149757171497275,0.9850242828502725,0.9646407344593795
2018-12-20,0,1,1,234.45358276367188,-0.0162779599372626,-0.0058823529411764,-0.0084033613445377,-0.0066225165562914,-0.0045248868778279,-0.0101744186046511,-0.0162779599372626,0.968990097036805,0.9489383512299981
2018-12-21,0,1,1,229.6497344970703,-0.0204895494023813,-0.0088757396449703,-0.0084745762711864,-0.0066666666666667,-0.0136363636363637,-0.0044052863436122,-0.0204895494023813,0.9491359265731512,0.9294950320026568
2018-12-24,0,1,1,223.5817108154297,-0.026422950999397,-0.0179104477611939,-0.0085470085470085,-0.0134228187919462,-0.0184331797235023,-0.0103244837758113,-0.026422950999397,0.9240569544935415,0.9049350303178677
2018-12-26,1,0,-1,234.878173828125,0.0505249869119246,0.0,-0.0086206896551723,0.0,0.0046948356807512,-0.0014903129657227,0.0,0.9240569544935415,0.9506568608808201
2018-12-27,1,1,0,236.6814117431641,0.0076773328302466,-0.0151975683890577,0.0,-0.0068027210884353,-0.0186915887850467,-0.0074626865671642,0.0076773328302466,0.9311512472872925,0.9579553700091596
2018-12-28,0,1,1,236.3760986328125,-0.0012899750263568,0.0,-0.0086956521739131,-0.0068493150684931,-0.0047619047619048,0.0015037593984961,-0.0012899750263568,0.929950085432531,0.9567196315054834
2018-12-31,1,0,-1,238.4464874267578,0.0087588753935796,0.0030864197530864,-0.0087719298245614,-0.0068965517241379,0.0095693779904306,-0.0045045045045045,0.0,0.929950085432531,0.9650994195444315
2019-01-02,1,1,0,238.6945037841797,0.0010401342460457,0.0,0.0,-0.0069444444444444,0.0047393364928911,-0.0015082956259426,0.0010401342460457,0.9309173583635025,0.9661032525015385
2019-01-03,0,1,1,232.9986267089844,-0.0238626234994725,0.0092307692307691,0.0,0.006993006993007,0.009433962264151,0.0151057401812688,-0.0238626234994725,0.9087032279317507,0.9430494943254785
2019-01-04,1,1,0,240.80307006835935,0.0334956624835509,-0.0060975609756097,-0.0088495575221236,-0.0069444444444444,-0.0046728971962617,-0.0104166666666666,0.0334956624835509,0.939140844552266,0.9746375618926881
2019-01-07,1,1,0,242.70172119140625,0.0078846632748821,0.0030674846625766,0.0,0.0,0.0,0.0,0.0078846632748821,0.946545653879249,0.9823222508832641
2019-01-08,1,0,-1,244.9819793701172,0.0093953111148834,-0.0061162079510703,0.0,-0.0069930069930069,-0.004694835680751,-0.0045112781954887,0.0,0.946545653879249,0.9915514740453849
2019-01-09,1,1,0,246.1268768310547,0.0046733946059265,-0.0030769230769229,-0.0089285714285713,-0.0070422535211267,0.0,-0.0045317220543806,0.0046733946059265,0.9509692352323516,0.9961853853556871
2019-01-10,1,1,0,246.99514770507807,0.0035277369347168,0.0123456790123455,0.0180180180180178,0.0141843971631205,0.0047169811320753,0.022761760242792,0.0035277369347168,0.9543240045272602,0.9996996653334316
2019-01-11,1,1,0,247.09056091308597,0.0003862958802807,-0.0182926829268291,0.0,0.0,-0.0187793427230047,-0.0074183976261127,0.0003862958802807,0.954692655958662,1.0000858451956678
2019-01-14,0,0,0,245.5830535888672,-0.0061010316162948,0.0,0.0,0.0,0.0,-0.0029895366218236,-0.0,0.954692655958662,0.9939842898351201
2019-01-15,1,0,-1,248.39767456054688,0.0114609739171647,-0.0186335403726708,-0.0176991150442475,-0.0139860139860139,-0.0287081339712919,-0.0104947526236881,0.0,0.954692655958662,1.005376317854992
2019-01-16,1,1,0,248.9987030029297,0.0024196218561471,0.0411392405063291,0.0090090090090089,0.0070921985815601,0.0541871921182268,0.0257575757575756,0.0024196218561471,0.9570026511749228,1.0078089483673267
2019-01-17,1,1,0,250.8878173828125,0.0075868442570183,0.0091185410334346,0.0089285714285711,0.0070422535211267,0.0140186915887849,0.0059084194977843,0.0075868442570183,0.9642632812429406,1.0154550378994192
2019-01-18,1,1,0,254.2270965576172,0.0133098498350341,0.0,0.0,0.0,0.0,0.0,0.0133098498350341,0.9770974807177214,1.0289705919680894
2019-01-22,0,0,0,250.7923889160156,-0.0135103916463252,0.0293255131964809,0.0,0.0,0.0398230088495576,0.0174165457184325,-0.0,0.9770974807177214,1.0150687962780494
2019-01-23,1,1,0,251.3171539306641,0.0020924279916012,0.0199430199430199,0.0265486725663717,0.0279720279720279,0.0212765957446807,0.0213980028530671,0.0020924279916012,0.9791419868368982,1.0171927546407826
2019-01-24,1,1,0,251.45071411132807,0.0005314407654835,-0.0111731843575418,0.0,0.0,-0.0124999999999999,-0.0097765363128492,0.0005314407654835,0.9796623428038999,1.0177333323369533
